$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
追加 API 検証用;Standard Price Book;QB-API-PREP;期間ベース（年間）;USD,USD,true,false,追加 API 検証用,Standard Price Book;true,QB-API-PREP,期間ベース（年間）;TermDefined,3240
追加 API 検証用;Standard Price Book;QB-API-PREP;期間ベース（年間）;JPY,JPY,true,false,追加 API 検証用,Standard Price Book;true,QB-API-PREP,期間ベース（年間）;TermDefined,486000
追加 API 本番用;Standard Price Book;QB-API-PROD;期間ベース（年間）;USD,USD,true,false,追加 API 本番用,Standard Price Book;true,QB-API-PROD,期間ベース（年間）;TermDefined,3240
追加 API 本番用;Standard Price Book;QB-API-PROD;期間ベース（年間）;JPY,JPY,true,false,追加 API 本番用,Standard Price Book;true,QB-API-PROD,期間ベース（年間）;TermDefined,486000
API アクセスリクエスト (AEH);Standard Price Book;QB-API-REQT;エバーグリーン（月間）;USD,USD,true,false,API アクセスリクエスト (AEH),Standard Price Book;true,QB-API-REQT,エバーグリーン（月間）;Evergreen,5
API アクセスリクエスト (AEH);Standard Price Book;QB-API-REQT;期間ベース（年間）;USD,USD,true,false,API アクセスリクエスト (AEH),Standard Price Book;true,QB-API-REQT,期間ベース（年間）;TermDefined,45
API アクセスリクエスト (AEH);Standard Price Book;QB-API-REQT;期間ベース（月間）;USD,USD,true,false,API アクセスリクエスト (AEH),Standard Price Book;true,QB-API-REQT,期間ベース（月間）;TermDefined,5
API アクセスリクエスト (AEH);Standard Price Book;QB-API-REQT;エバーグリーン（月間）;JPY,JPY,true,false,API アクセスリクエスト (AEH),Standard Price Book;true,QB-API-REQT,エバーグリーン（月間）;Evergreen,750
API アクセスリクエスト (AEH);Standard Price Book;QB-API-REQT;期間ベース（年間）;JPY,JPY,true,false,API アクセスリクエスト (AEH),Standard Price Book;true,QB-API-REQT,期間ベース（年間）;TermDefined,6750
API アクセスリクエスト (AEH);Standard Price Book;QB-API-REQT;期間ベース（月間）;JPY,JPY,true,false,API アクセスリクエスト (AEH),Standard Price Book;true,QB-API-REQT,期間ベース（月間）;TermDefined,750
追加オートメーション QB クレジット;Standard Price Book;QB-AUT-CRED;エバーグリーン（月間）;USD,USD,true,false,追加オートメーション QB クレジット,Standard Price Book;true,QB-AUT-CRED,エバーグリーン（月間）;Evergreen,2.5
追加オートメーション QB クレジット;Standard Price Book;QB-AUT-CRED;期間ベース（年間）;USD,USD,true,false,追加オートメーション QB クレジット,Standard Price Book;true,QB-AUT-CRED,期間ベース（年間）;TermDefined,25
追加オートメーション QB クレジット;Standard Price Book;QB-AUT-CRED;期間ベース（月間）;USD,USD,true,false,追加オートメーション QB クレジット,Standard Price Book;true,QB-AUT-CRED,期間ベース（月間）;TermDefined,2
追加オートメーション QB クレジット;Standard Price Book;QB-AUT-CRED;エバーグリーン（月間）;JPY,JPY,true,false,追加オートメーション QB クレジット,Standard Price Book;true,QB-AUT-CRED,エバーグリーン（月間）;Evergreen,375
追加オートメーション QB クレジット;Standard Price Book;QB-AUT-CRED;期間ベース（年間）;JPY,JPY,true,false,追加オートメーション QB クレジット,Standard Price Book;true,QB-AUT-CRED,期間ベース（年間）;TermDefined,3750
追加オートメーション QB クレジット;Standard Price Book;QB-AUT-CRED;期間ベース（月間）;JPY,JPY,true,false,追加オートメーション QB クレジット,Standard Price Book;true,QB-AUT-CRED,期間ベース（月間）;TermDefined,300
PowerSwerve R750 ラックサーバー;Standard Price Book;QB-BDL-R750;１回限り;USD,USD,true,false,PowerSwerve R750 ラックサーバー,Standard Price Book;true,QB-BDL-R750,１回限り;OneTime,3899
PowerSwerve R750 ラックサーバー;Standard Price Book;QB-BDL-R750;１回限り;JPY,JPY,true,false,PowerSwerve R750 ラックサーバー,Standard Price Book;true,QB-BDL-R750,１回限り;OneTime,584850
QuantumBit サービスプロジェクト;Standard Price Book;QB-BDL-SRVC;１回限り;USD,USD,true,false,QuantumBit サービスプロジェクト,Standard Price Book;true,QB-BDL-SRVC,１回限り;OneTime,0
QuantumBit サービスプロジェクト;Standard Price Book;QB-BDL-SRVC;１回限り;JPY,JPY,true,false,QuantumBit サービスプロジェクト,Standard Price Book;true,QB-BDL-SRVC,１回限り;OneTime,0
QuantumBit スターター;Standard Price Book;QB-BDL-STND;１回限り;USD,USD,true,false,QuantumBit スターター,Standard Price Book;true,QB-BDL-STND,１回限り;OneTime,0
QuantumBit スターター;Standard Price Book;QB-BDL-STND;１回限り;JPY,JPY,true,false,QuantumBit スターター,Standard Price Book;true,QB-BDL-STND,１回限り;OneTime,0
Intel X710 デュアルポート 10Gb SFP;Standard Price Book;QB-BET X710SFP;１回限り;USD,USD,true,false,Intel X710 デュアルポート 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,１回限り;OneTime,1599
Intel X710 デュアルポート 10Gb SFP;Standard Price Book;QB-BET X710SFP;１回限り;JPY,JPY,true,false,Intel X710 デュアルポート 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,１回限り;OneTime,239850
QB-CacheBoost 150;Standard Price Book;QB-CBOOST-150;１回限り;USD,USD,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,１回限り;OneTime,389
QB-CacheBoost 150;Standard Price Book;QB-CBOOST-150;１回限り;JPY,JPY,true,false,QB-CacheBoost 150,Standard Price Book;true,QB-CBOOST-150,１回限り;OneTime,58350
設定済み電源ケーブル;Standard Price Book;QB-CMPC-5882;１回限り;USD,USD,true,false,設定済み電源ケーブル,Standard Price Book;true,QB-CMPC-5882,１回限り;OneTime,249
設定済み電源ケーブル;Standard Price Book;QB-CMPC-5882;１回限り;JPY,JPY,true,false,設定済み電源ケーブル,Standard Price Book;true,QB-CMPC-5882,１回限り;OneTime,37350
C13-C14 電源ケーブル 3 フィート;Standard Price Book;QB-CMPC-5887;１回限り;USD,USD,true,false,C13-C14 電源ケーブル 3 フィート,Standard Price Book;true,QB-CMPC-5887,１回限り;OneTime,250
C13-C14 電源ケーブル 3 フィート;Standard Price Book;QB-CMPC-5887;１回限り;JPY,JPY,true,false,C13-C14 電源ケーブル 3 フィート,Standard Price Book;true,QB-CMPC-5887,１回限り;OneTime,37500
QuantumBit データベース（トークンコミット - Each）;Standard Price Book;QB-CMT-TKN-EACH;期間ベース（年間）;USD,USD,true,false,QuantumBit データベース（トークンコミット - Each）,Standard Price Book;true,QB-CMT-TKN-EACH,期間ベース（年間）;TermDefined,1000
QuantumBit データベース（トークンコミット - Each）;Standard Price Book;QB-CMT-TKN-EACH;期間ベース（年間）;JPY,JPY,true,false,QuantumBit データベース（トークンコミット - Each）,Standard Price Book;true,QB-CMT-TKN-EACH,期間ベース（年間）;TermDefined,150000
QuantumBit データベース（トークンコミット - Flat）;Standard Price Book;QB-CMT-TKN-FLAT;期間ベース（年間）;USD,USD,true,false,QuantumBit データベース（トークンコミット - Flat）,Standard Price Book;true,QB-CMT-TKN-FLAT,期間ベース（年間）;TermDefined,1000
QuantumBit データベース（トークンコミット - Flat）;Standard Price Book;QB-CMT-TKN-FLAT;期間ベース（年間）;JPY,JPY,true,false,QuantumBit データベース（トークンコミット - Flat）,Standard Price Book;true,QB-CMT-TKN-FLAT,期間ベース（年間）;TermDefined,150000
QuantumBit データベース（トークンコミット - TIer）;Standard Price Book;QB-CMT-TKN-TIER;期間ベース（年間）;USD,USD,true,false,QuantumBit データベース（トークンコミット - TIer）,Standard Price Book;true,QB-CMT-TKN-TIER,期間ベース（年間）;TermDefined,1000
QuantumBit データベース（トークンコミット - TIer）;Standard Price Book;QB-CMT-TKN-TIER;期間ベース（年間）;JPY,JPY,true,false,QuantumBit データベース（トークンコミット - TIer）,Standard Price Book;true,QB-CMT-TKN-TIER,期間ベース（年間）;TermDefined,150000
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;エバーグリーン（月間）;USD,USD,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,エバーグリーン（月間）;Evergreen,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;期間ベース（年間）;USD,USD,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,期間ベース（年間）;TermDefined,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;期間ベース（月間）;USD,USD,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,期間ベース（月間）;TermDefined,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;１回限り;USD,USD,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,１回限り;OneTime,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;エバーグリーン（月間）;JPY,JPY,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,エバーグリーン（月間）;Evergreen,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;期間ベース（年間）;JPY,JPY,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,期間ベース（年間）;TermDefined,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;期間ベース（月間）;JPY,JPY,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,期間ベース（月間）;TermDefined,0
QuantumBit コンプリートソリューション;Standard Price Book;QB-COMPLETE;１回限り;JPY,JPY,true,false,QuantumBit コンプリートソリューション,Standard Price Book;true,QB-COMPLETE,１回限り;OneTime,0
QB CPUヒートシンク;Standard Price Book;QB-CPU-HEATSINK;１回限り;USD,USD,true,false,QB CPUヒートシンク,Standard Price Book;true,QB-CPU-HEATSINK,１回限り;OneTime,35
QB CPUヒートシンク;Standard Price Book;QB-CPU-HEATSINK;１回限り;JPY,JPY,true,false,QB CPUヒートシンク,Standard Price Book;true,QB-CPU-HEATSINK,１回限り;OneTime,5250
QuantumBit コラボレーションスイート;Standard Price Book;QB-CS;期間ベース（年間）;USD,USD,true,false,QuantumBit コラボレーションスイート,Standard Price Book;true,QB-CS,期間ベース（年間）;TermDefined,0
QuantumBit コラボレーションスイート;Standard Price Book;QB-CS;期間ベース（月間）;USD,USD,true,false,QuantumBit コラボレーションスイート,Standard Price Book;true,QB-CS,期間ベース（月間）;TermDefined,0
QuantumBit コラボレーションスイート;Standard Price Book;QB-CS;期間ベース（年間）;JPY,JPY,true,false,QuantumBit コラボレーションスイート,Standard Price Book;true,QB-CS,期間ベース（年間）;TermDefined,0
QuantumBit コラボレーションスイート;Standard Price Book;QB-CS;期間ベース（月間）;JPY,JPY,true,false,QuantumBit コラボレーションスイート,Standard Price Book;true,QB-CS,期間ベース（月間）;TermDefined,0
追加 QB データグラフ (500M);Standard Price Book;QB-DAT-GRPH;期間ベース（年間）;USD,USD,true,false,追加 QB データグラフ (500M),Standard Price Book;true,QB-DAT-GRPH,期間ベース（年間）;TermDefined,25000
追加 QB データグラフ (500M);Standard Price Book;QB-DAT-GRPH;期間ベース（年間）;JPY,JPY,true,false,追加 QB データグラフ (500M),Standard Price Book;true,QB-DAT-GRPH,期間ベース（年間）;TermDefined,3750000
追加データスループット;Standard Price Book;QB-DAT-THPT;エバーグリーン（月間）;USD,USD,true,false,追加データスループット,Standard Price Book;true,QB-DAT-THPT,エバーグリーン（月間）;Evergreen,0
追加データスループット;Standard Price Book;QB-DAT-THPT;期間ベース（年間）;USD,USD,true,false,追加データスループット,Standard Price Book;true,QB-DAT-THPT,期間ベース（年間）;TermDefined,0
追加データスループット;Standard Price Book;QB-DAT-THPT;期間ベース（月間）;USD,USD,true,false,追加データスループット,Standard Price Book;true,QB-DAT-THPT,期間ベース（月間）;TermDefined,0
追加データスループット;Standard Price Book;QB-DAT-THPT;エバーグリーン（月間）;JPY,JPY,true,false,追加データスループット,Standard Price Book;true,QB-DAT-THPT,エバーグリーン（月間）;Evergreen,0
追加データスループット;Standard Price Book;QB-DAT-THPT;期間ベース（年間）;JPY,JPY,true,false,追加データスループット,Standard Price Book;true,QB-DAT-THPT,期間ベース（年間）;TermDefined,0
追加データスループット;Standard Price Book;QB-DAT-THPT;期間ベース（月間）;JPY,JPY,true,false,追加データスループット,Standard Price Book;true,QB-DAT-THPT,期間ベース（月間）;TermDefined,0
QuantumBit データベース;Standard Price Book;QB-DB;期間ベース（年間）;USD,USD,true,false,QuantumBit データベース,Standard Price Book;true,QB-DB,期間ベース（年間）;TermDefined,12000
QuantumBit データベース;Standard Price Book;QB-DB;期間ベース（年間）;JPY,JPY,true,false,QuantumBit データベース,Standard Price Book;true,QB-DB,期間ベース（年間）;TermDefined,1800000
QuantumBit データベース（トークンベース）;Standard Price Book;QB-DB-TOKEN;期間ベース（年間）;USD,USD,true,false,QuantumBit データベース（トークンベース）,Standard Price Book;true,QB-DB-TOKEN,期間ベース（年間）;TermDefined,12000
QuantumBit データベース（トークンベース）;Standard Price Book;QB-DB-TOKEN;期間ベース（年間）;JPY,JPY,true,false,QuantumBit データベース（トークンベース）,Standard Price Book;true,QB-DB-TOKEN,期間ベース（年間）;TermDefined,1800000
追加フロー - QB スターター;Standard Price Book;QB-FLO-STRT;エバーグリーン（月間）;USD,USD,true,false,追加フロー - QB スターター,Standard Price Book;true,QB-FLO-STRT,エバーグリーン（月間）;Evergreen,2000
追加フロー - QB スターター;Standard Price Book;QB-FLO-STRT;期間ベース（年間）;USD,USD,true,false,追加フロー - QB スターター,Standard Price Book;true,QB-FLO-STRT,期間ベース（年間）;TermDefined,24000
追加フロー - QB スターター;Standard Price Book;QB-FLO-STRT;期間ベース（月間）;USD,USD,true,false,追加フロー - QB スターター,Standard Price Book;true,QB-FLO-STRT,期間ベース（月間）;TermDefined,1500
追加フロー - QB スターター;Standard Price Book;QB-FLO-STRT;エバーグリーン（月間）;JPY,JPY,true,false,追加フロー - QB スターター,Standard Price Book;true,QB-FLO-STRT,エバーグリーン（月間）;Evergreen,300000
追加フロー - QB スターター;Standard Price Book;QB-FLO-STRT;期間ベース（年間）;JPY,JPY,true,false,追加フロー - QB スターター,Standard Price Book;true,QB-FLO-STRT,期間ベース（年間）;TermDefined,3600000
追加フロー - QB スターター;Standard Price Book;QB-FLO-STRT;期間ベース（月間）;JPY,JPY,true,false,追加フロー - QB スターター,Standard Price Book;true,QB-FLO-STRT,期間ベース（月間）;TermDefined,225000
QuantumBit 生成AIライセンス;Standard Price Book;QB-GEN-AI-LIC;期間ベース（年間）;USD,USD,true,false,QuantumBit 生成AIライセンス,Standard Price Book;true,QB-GEN-AI-LIC,期間ベース（年間）;TermDefined,149.99
QuantumBit 生成AIライセンス;Standard Price Book;QB-GEN-AI-LIC;期間ベース（年間）;JPY,JPY,true,false,QuantumBit 生成AIライセンス,Standard Price Book;true,QB-GEN-AI-LIC,期間ベース（年間）;TermDefined,22499
1TB 10k RPM (2.5インチ);Standard Price Book;QB-HD 1.2TB;１回限り;USD,USD,true,false,1TB 10k RPM (2.5インチ),Standard Price Book;true,QB-HD 1.2TB,１回限り;OneTime,250
1TB 10k RPM (2.5インチ);Standard Price Book;QB-HD 1.2TB;１回限り;JPY,JPY,true,false,1TB 10k RPM (2.5インチ),Standard Price Book;true,QB-HD 1.2TB,１回限り;OneTime,37500
1TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 1TB;１回限り;USD,USD,true,false,1TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 1TB,１回限り;OneTime,499
1TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 1TB;１回限り;JPY,JPY,true,false,1TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 1TB,１回限り;OneTime,74850
20TB 7.2k RPM NLSAS (3.5インチ);Standard Price Book;QB-HD 20TB;１回限り;USD,USD,true,false,20TB 7.2k RPM NLSAS (3.5インチ),Standard Price Book;true,QB-HD 20TB,１回限り;OneTime,1848
20TB 7.2k RPM NLSAS (3.5インチ);Standard Price Book;QB-HD 20TB;１回限り;JPY,JPY,true,false,20TB 7.2k RPM NLSAS (3.5インチ),Standard Price Book;true,QB-HD 20TB,１回限り;OneTime,277200
3TB 10k RPM (2.5インチ);Standard Price Book;QB-HD 3TB;１回限り;USD,USD,true,false,3TB 10k RPM (2.5インチ),Standard Price Book;true,QB-HD 3TB,１回限り;OneTime,450
3TB 10k RPM (2.5インチ);Standard Price Book;QB-HD 3TB;１回限り;JPY,JPY,true,false,3TB 10k RPM (2.5インチ),Standard Price Book;true,QB-HD 3TB,１回限り;OneTime,67500
4TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 4TB;１回限り;USD,USD,true,false,4TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 4TB,１回限り;OneTime,799
4TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 4TB;１回限り;JPY,JPY,true,false,4TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 4TB,１回限り;OneTime,119850
8TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 8TB;１回限り;USD,USD,true,false,8TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 8TB,１回限り;OneTime,999
8TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 8TB;１回限り;JPY,JPY,true,false,8TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 8TB,１回限り;OneTime,149850
8TB 7.2k RPM 自己暗号化 NLSAS;Standard Price Book;QB-HD 8TBSE;１回限り;USD,USD,true,false,8TB 7.2k RPM 自己暗号化 NLSAS,Standard Price Book;true,QB-HD 8TBSE,１回限り;OneTime,1199
8TB 7.2k RPM 自己暗号化 NLSAS;Standard Price Book;QB-HD 8TBSE;１回限り;JPY,JPY,true,false,8TB 7.2k RPM 自己暗号化 NLSAS,Standard Price Book;true,QB-HD 8TBSE,１回限り;OneTime,179850
インテル® Xeon® E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;１回限り;USD,USD,true,false,インテル® Xeon® E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,１回限り;OneTime,1499
インテル® Xeon® E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;１回限り;JPY,JPY,true,false,インテル® Xeon® E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,１回限り;OneTime,224850
インテル® Xeon® E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;１回限り;USD,USD,true,false,インテル® Xeon® E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,１回限り;OneTime,1699
インテル® Xeon® E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;１回限り;JPY,JPY,true,false,インテル® Xeon® E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,１回限り;OneTime,254850
インテル® Xeon® E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;１回限り;USD,USD,true,false,インテル® Xeon® E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,１回限り;OneTime,2499
インテル® Xeon® E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;１回限り;JPY,JPY,true,false,インテル® Xeon® E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,１回限り;OneTime,374850
インテル® Xeon® E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;１回限り;USD,USD,true,false,インテル® Xeon® E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,１回限り;OneTime,1399
インテル® Xeon® E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;１回限り;JPY,JPY,true,false,インテル® Xeon® E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,１回限り;OneTime,209850
"インテル® Xeon® Gold 5318N 2.1GHz, 24C/48T;Standard Price Book;QB-INTEL-GOLD-5318N;１回限り;USD",USD,true,false,"インテル® Xeon® Gold 5318N 2.1GHz, 24C/48T",Standard Price Book;true,QB-INTEL-GOLD-5318N,１回限り;OneTime,1999
"インテル® Xeon® Gold 5318N 2.1GHz, 24C/48T;Standard Price Book;QB-INTEL-GOLD-5318N;１回限り;JPY",JPY,true,false,"インテル® Xeon® Gold 5318N 2.1GHz, 24C/48T",Standard Price Book;true,QB-INTEL-GOLD-5318N,１回限り;OneTime,299850
インテル Xeon Gold 6330N 2.2GHz、28C/56T;Standard Price Book;QB-INTEL-GOLD-6330N;１回限り;USD,USD,true,false,インテル Xeon Gold 6330N 2.2GHz、28C/56T,Standard Price Book;true,QB-INTEL-GOLD-6330N,１回限り;OneTime,2149
インテル Xeon Gold 6330N 2.2GHz、28C/56T;Standard Price Book;QB-INTEL-GOLD-6330N;１回限り;JPY,JPY,true,false,インテル Xeon Gold 6330N 2.2GHz、28C/56T,Standard Price Book;true,QB-INTEL-GOLD-6330N,１回限り;OneTime,322350
インテル Xeon Gold 6354 3GHz、18C/36T;Standard Price Book;QB-INTEL-GOLD-6354;１回限り;USD,USD,true,false,インテル Xeon Gold 6354 3GHz、18C/36T,Standard Price Book;true,QB-INTEL-GOLD-6354,１回限り;OneTime,3300
インテル Xeon Gold 6354 3GHz、18C/36T;Standard Price Book;QB-INTEL-GOLD-6354;１回限り;JPY,JPY,true,false,インテル Xeon Gold 6354 3GHz、18C/36T,Standard Price Book;true,QB-INTEL-GOLD-6354,１回限り;OneTime,495000
インテル Xeon Platinum 8352M 2.3GHz、32C/64T;Standard Price Book;QB-INTEL-PLAT-8352M;１回限り;USD,USD,true,false,インテル Xeon Platinum 8352M 2.3GHz、32C/64T,Standard Price Book;true,QB-INTEL-PLAT-8352M,１回限り;OneTime,2000
インテル Xeon Platinum 8352M 2.3GHz、32C/64T;Standard Price Book;QB-INTEL-PLAT-8352M;１回限り;JPY,JPY,true,false,インテル Xeon Platinum 8352M 2.3GHz、32C/64T,Standard Price Book;true,QB-INTEL-PLAT-8352M,１回限り;OneTime,300000
インテル Xeon Platinum 8352Y 2.2GHz、32C/64T;Standard Price Book;QB-INTEL-PLAT-8352Y;１回限り;USD,USD,true,false,インテル Xeon Platinum 8352Y 2.2GHz、32C/64T,Standard Price Book;true,QB-INTEL-PLAT-8352Y,１回限り;OneTime,2500
インテル Xeon Platinum 8352Y 2.2GHz、32C/64T;Standard Price Book;QB-INTEL-PLAT-8352Y;１回限り;JPY,JPY,true,false,インテル Xeon Platinum 8352Y 2.2GHz、32C/64T,Standard Price Book;true,QB-INTEL-PLAT-8352Y,１回限り;OneTime,375000
Intel Xeon Platinum 8360Y 2.4GHz、36C/72T;Standard Price Book;QB-INTEL-PLAT-8360Y;１回限り;USD,USD,true,false,Intel Xeon Platinum 8360Y 2.4GHz、36C/72T,Standard Price Book;true,QB-INTEL-PLAT-8360Y,１回限り;OneTime,2800
Intel Xeon Platinum 8360Y 2.4GHz、36C/72T;Standard Price Book;QB-INTEL-PLAT-8360Y;１回限り;JPY,JPY,true,false,Intel Xeon Platinum 8360Y 2.4GHz、36C/72T,Standard Price Book;true,QB-INTEL-PLAT-8360Y,１回限り;OneTime,420000
Intel Xeon Platinum 8368 2.4GHz、38C/76T;Standard Price Book;QB-INTEL-PLAT-8368;１回限り;USD,USD,true,false,Intel Xeon Platinum 8368 2.4GHz、38C/76T,Standard Price Book;true,QB-INTEL-PLAT-8368,１回限り;OneTime,2950
Intel Xeon Platinum 8368 2.4GHz、38C/76T;Standard Price Book;QB-INTEL-PLAT-8368;１回限り;JPY,JPY,true,false,Intel Xeon Platinum 8368 2.4GHz、38C/76T,Standard Price Book;true,QB-INTEL-PLAT-8368,１回限り;OneTime,442500
クラウドライセンス（月次）;Standard Price Book;QB-LIC-CLOUD;期間ベース（年間）;USD,USD,true,false,クラウドライセンス（月次）,Standard Price Book;true,QB-LIC-CLOUD,期間ベース（年間）;TermDefined,550
クラウドライセンス（月次）;Standard Price Book;QB-LIC-CLOUD;期間ベース（年間）;JPY,JPY,true,false,クラウドライセンス（月次）,Standard Price Book;true,QB-LIC-CLOUD,期間ベース（年間）;TermDefined,82500
QB液体冷却器;Standard Price Book;QB-LIQUIDCOOL;１回限り;USD,USD,true,false,QB液体冷却器,Standard Price Book;true,QB-LIQUIDCOOL,１回限り;OneTime,250
QB液体冷却器;Standard Price Book;QB-LIQUIDCOOL;１回限り;JPY,JPY,true,false,QB液体冷却器,Standard Price Book;true,QB-LIQUIDCOOL,１回限り;OneTime,37500
