$$Product2.StockKeepingUnit$ProductSellingModel.Name,IsDefault,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,ProrationPolicy.Name
SLKDPP009;Term Based - Monthly,true,SLKDPP009,Term Based - Monthly;TermDefined,Default Proration Policy
EHD009;One Time,true,EHD009,One Time;OneTime,
FIG001;Term Based - Semi-Annual,true,FIG001,Term Based - Semi-Annual;TermDefined,Default Proration Policy
PS001;Term Based - Quarterly,true,PS001,Term Based - Quarterly;TermDefined,Default Proration Policy
NCH025;One Time,true,NCH025,One Time;OneTime,
LPST001;One Time,true,LPST001,One Time;OneTime,
LPB002;One Time,true,LPB002,One Time;OneTime,
LA001;One Time,true,LA001,One Time;OneTime,
USB01;One Time,true,USB01,One Time;OneTime,
LBG001;One Time,true,LBG001,One Time;OneTime,
CLOUD003;Term Based - Monthly,true,CLOUD003,Term Based - Monthly;TermDefined,Default Proration Policy
CLOUD001;Term Based - Monthly,true,CLOUD001,Term Based - Monthly;TermDefined,Default Proration Policy
QBO0021;Term Based - Yearly,true,QBO0021,Term Based - Yearly;TermDefined,Default Proration Policy
DEF001;Term Based - Monthly,true,DEF001,Term Based - Monthly;TermDefined,Default Proration Policy
CLOUD002;Term Based - Monthly,false,CLOUD002,Term Based - Monthly;TermDefined,Default Proration Policy
ATTMB001;Term Based - Monthly,true,ATTMB001,Term Based - Monthly;TermDefined,Default Proration Policy
SSS001;Evergreen - Semi-Annual,true,SSS001,Evergreen - Semi-Annual;Evergreen,Default Proration Policy
ATTSMS07;One Time,true,ATTSMS07,One Time;OneTime,
PM002;Evergreen - Quarterly,true,PM002,Evergreen - Quarterly;Evergreen,Default Proration Policy
TIM67542E;One Time,true,TIM67542E,One Time;OneTime,
TIM12367;One Time,true,TIM12367,One Time;OneTime,
TIM235A7;One Time,true,TIM235A7,One Time;OneTime,
TIMB893AB45;One Time,true,TIMB893AB45,One Time;OneTime,
TIMB893AB45;Term Based - Monthly,false,TIMB893AB45,Term Based - Monthly;TermDefined,Default Proration Policy
KTC677R;Term Based - Yearly,true,KTC677R,Term Based - Yearly;TermDefined,Default Proration Policy
KTC677R;One Time,false,KTC677R,One Time;OneTime,
VIL8899089;One Time,true,VIL8899089,One Time;OneTime,
PUP001A45;One Time,true,PUP001A45,One Time;OneTime,
ED001;One Time,true,ED001,One Time;OneTime,
CLOUD004;Term Based - Monthly,true,CLOUD004,Term Based - Monthly;TermDefined,Default Proration Policy
SLKSRC002;Term Based - Yearly,true,SLKSRC002,Term Based - Yearly;TermDefined,Default Proration Policy
CLOUD002;One Time,true,CLOUD002,One Time;OneTime,
QP001;Evergreen - Yearly,false,QP001,Evergreen - Yearly;Evergreen,Default Proration Policy
