"DoesBundlePriceIncludeChild","IsComponentRequired","IsDefaultComponent","IsQuantityEditable","MaxQuantity","MinQuantity","Quantity","QuantityScaleMethod","QuoteVisibility","Sequence","ChildProductId","ParentProductId","ProductRelationshipTypeId","ChildProductClassificationId","ChildSellingModelId","ParentSellingModelId","ProductComponentGroupId","Errors"
"true","true","true","false","#N/A","#N/A","1","Proportional","#N/A","10","01tO500000apxiJIAQ","01tO500000aq03OIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","10","01tO500000apxiKIAQ","01tO500000apxiMIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","20","01tO500000apxiLIAQ","01tO500000apxiMIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","false","true","false","#N/A","#N/A","4","Proportional","#N/A","10","01tO500000apxiNIAQ","01tO500000apxiMIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","4","Proportional","#N/A","20","01tO500000apxiOIAQ","01tO500000apxiMIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","228","01tO500000apxiPIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","229","01tO500000apxiQIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","230","01tO500000apxiRIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","231","01tO500000apxiSIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","232","01tO500000apxiTIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","233","01tO500000apxiUIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","234","01tO500000apxiVIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","235","01tO500000apxiWIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","236","01tO500000apxiXIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","237","01tO500000apxiYIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","238","01tO500000apxiZIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","true","#N/A","#N/A","8","#N/A","#N/A","2","01tO500000apzzHIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","20","01tO500000apzzLIAQ","01tO500000apxiMIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","true","#N/A","#N/A","8","#N/A","#N/A","3","01tO500000apzzMIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","20","01tO500000apzzQIAQ","01tO500000apxiMIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","true","true","false","#N/A","#N/A","1","Proportional","#N/A","40","01tO500000apzzQIAQ","01tO500000aq03OIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","#N/A","#N/A","20","01tO500000apzzRIAQ","01tO500000aq03OIAQ","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","2","01tO500000apzzSIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","3","01tO500000apzzTIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","4","01tO500000apzzUIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","5","01tO500000apzzVIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","true","true","false","#N/A","#N/A","1","Proportional","#N/A","64","01tO500000apzzWIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","false","true","false","#N/A","#N/A","1","Proportional","#N/A","73","01tO500000apzzXIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","true","true","false","#N/A","#N/A","1","Proportional","#N/A","89","01tO500000apzzYIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","false","false","false","#N/A","#N/A","1","Proportional","#N/A","163","01tO500000apzzZIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","1","01tO500000apzzaIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","86","01tO500000apzzbIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","87","01tO500000apzzcIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","true","true","false","#N/A","#N/A","1","Proportional","#N/A","68","01tO500000apzzdIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","true","true","false","#N/A","#N/A","1","Proportional","#N/A","67","01tO500000apzzeIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","true","true","false","#N/A","#N/A","1","Proportional","#N/A","219","01tO500000apzzfIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","88","01tO500000apzzgIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","153","01tO500000apzzhIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","84","01tO500000apzziIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","85","01tO500000apzzjIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","15","01tO500000apzzkIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","16","01tO500000apzzlIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","17","01tO500000apzzmIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","18","01tO500000apzznIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","19","01tO500000apzzoIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","20","01tO500000apzzpIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","22","01tO500000apzzqIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","23","01tO500000apzzrIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","24","01tO500000apzzsIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","25","01tO500000apzztIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","26","01tO500000apzzuIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","27","01tO500000apzzvIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","28","01tO500000apzzwIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","29","01tO500000apzzxIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","30","01tO500000apzzyIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","32","01tO500000apzzzIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","33","01tO500000aq000IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","34","01tO500000aq001IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","35","01tO500000aq002IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","36","01tO500000aq003IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","37","01tO500000aq004IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","90","01tO500000aq005IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","38","01tO500000aq006IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","39","01tO500000aq007IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","40","01tO500000aq008IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","43","01tO500000aq009IAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","44","01tO500000aq00AIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","45","01tO500000aq00BIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","46","01tO500000aq00CIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","47","01tO500000aq00DIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","48","01tO500000aq00EIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","49","01tO500000aq00FIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","50","01tO500000aq00GIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","51","01tO500000aq00HIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","52","01tO500000aq00IIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","53","01tO500000aq00JIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","54","01tO500000aq00KIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","55","01tO500000aq00LIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","56","01tO500000aq00MIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","57","01tO500000aq00NIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","58","01tO500000aq00OIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","59","01tO500000aq00PIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","60","01tO500000aq00QIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","62","01tO500000aq00RIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","63","01tO500000aq00SIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","true","false","#N/A","#N/A","1","Proportional","#N/A","72","01tO500000aq00TIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","74","01tO500000aq00UIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","66","01tO500000aq00VIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","false","true","false","#N/A","#N/A","1","Proportional","#N/A","65","01tO500000aq00WIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"true","false","false","false","#N/A","#N/A","1","Proportional","#N/A","77","01tO500000aq00XIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","81","01tO500000aq00YIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","true","false","#N/A","#N/A","1","Proportional","#N/A","78","01tO500000aq00ZIAQ","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
"false","false","false","false","#N/A","#N/A","1","Proportional","#N/A","79","01tO500000aq00aIAA","01tO500000aq02jIAA","0yoO5000000AlorIAC","#N/A","#N/A","#N/A","#N/A","INVALID_INPUT:Group is mandatory for configurable parent product.:ProductComponentGroupId --"
