BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
,false,,これは使用定義商品です。カタログ掲載不可。,/resource/RLM_quantumBit_logo_sq,None,true,true,false,データストレージ,QB-DATA-STORAGE-BLNG,Each,,QB-DATA-STORAGE-BLNG,,GB
,false,,これは使用定義商品です。カタログ掲載不可。,/resource/RLM_quantumBit_logo_sq,None,true,true,false,データスループット,QB-DATA-THPT-BLNG,Each,,QB-DATA-THPT-BLNG,,GB
,false,,QuantumBit Database は使用量ベースのデータベースオプションです。本商品 SKU には、各種消費オプションと対応する料金プランがすべて含まれます。,/resource/database,Software,true,true,false,QuantumBit データベース,QB-DB,Each,,QB-DB,,
,false,,QuantumBit Databaseは使用量ベースのデータベースオプションです。本商品SKUには、各種消費オプションと対応する料金プランが全て含まれます。,/resource/database,Software,true,true,false,QuantumBit データベース（トークンベース）,QB-DB-TOKEN,,,QB-DB-TOKEN,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加フロー - プロビジョニングおよびアクティベーションサービス,QB-DRO-AACR,,,QB-DRO-AACR,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加 API - プロビジョニングおよびアクティベーションサービス,QB-DRO-AAPI,,,QB-DRO-AAPI,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加オートメーション QB クレジット - プロビジョニングおよびアクティベーションサービス,QB-DRO-AAQBC,,,QB-DRO-AAQBC,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,AEH API - プロビジョニング＆アクティベーションサービス,QB-DRO-AEH,,,QB-DRO-AEH,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加フロー - QB スターター - プロビジョニングおよびアクティベーションサービス,QB-DRO-AFBQ,,,QB-DRO-AFBQ,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加メッセージ QB スターター - プロビジョニング＆アクティベーションサービス,QB-DRO-AM,,,QB-DRO-AM,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,API プラットフォーム - プロビジョニングおよびアクティベーションサービス,QB-DRO-APIPLAT,,,QB-DRO-APIPLAT,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,ファイナンスサービス,QB-DRO-BILL,,,QB-DRO-BILL,,
,false,Allowed,,,,true,true,false,請求,QB-DRO-BILLING,,,QB-DRO-BILLING,,
,false,Allowed,,,,true,true,false,ライセンスのアクティベーション,QB-DRO-LICACT,,,QB-DRO-LICACT,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,注文処理,QB-DRO-OR,,,QB-DRO-OR,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,API 管理ライセンス - プロビジョニング＆アクティベーションサービス,QB-DRO-PERMS,,,QB-DRO-PERMS,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,プロジェクトサービス,QB-DRO-PROJ,,,QB-DRO-PROJ,,
,false,,,,,true,true,false,プロビジョニングDB,QB-DRO-PROVISION,,,QB-DRO-PROVISION,,
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,QuantumBit データベース - プロビジョニング＆アクティベーションサービス,QB-DRO-QBD,,,QB-DRO-QBD,,
,false,,QuantumBitアプリは、アプリ内のフローおよびサブフローコンポーネントの範囲内で設定されたコンポーネント、コネクタ、モジュールを通じて、メッセージやその他のQBイベントの要素を処理します。,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加フロー - QB エンタープライズ,QB-FLO-ENTR,,,QB-FLO-ENTR,,
,false,,QuantumBitアプリは、アプリ内のフローおよびサブフローコンポーネントの範囲内で設定されたコンポーネント、コネクタ、モジュールを通じて、メッセージやその他のQBイベントの要素を処理します。,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加フロー - QB スターター,QB-FLO-STRT,,,QB-FLO-STRT,,
,true,,QuantumBit 生成AIライセンス,/resource/genAI,,true,true,false,QuantumBit 生成AIライセンス,QB-GEN-AI-LIC,Each,,QB-GEN-AI-LIC,,
PC-QB-STORAGE,false,Allowed,1TB 10k RPM 12Gps 2.5 インチ - 業界をリードする回転振動耐性設計により、高密度マルチドライブシステムで一貫したパフォーマンスを確保,/resource/hd_8tb_72k,Hardware,true,true,false,1TB 10k RPM (2.5インチ),QB-HD 1.2TB,Each,,QB-HD 1.2TB,,
PC-QB-STORAGE,false,Allowed,1TB 7.2k RPM NLSAS 12Gps 3.5 インチ - 業界をリードする回転振動耐性設計により、高密度マルチドライブシステムで一貫したパフォーマンスを確保,/resource/hd_1tb_72k,Hardware,true,true,false,1TB 7.2k RPM NLSAS,QB-HD 1TB,Each,,QB-HD 1TB,,
PC-QB-STORAGE,false,Allowed,20TB 7.2k RPM NLSAS 12Gps 3.5 インチ - 業界をリードする回転振動耐性設計により、高密度マルチドライブシステムにおいて一貫したパフォーマンスを確保,/resource/hd_8tb_72k,Hardware,true,true,false,20TB 7.2k RPM NLSAS (3.5インチ),QB-HD 20TB,Each,,QB-HD 20TB,,
PC-QB-STORAGE,false,Allowed,3TB 10k RPM 12Gps 2.5 インチ - 業界をリードする回転振動耐性設計により、高密度マルチドライブシステムにおいて一貫したパフォーマンスを確保,/resource/hd_8tb_72k,Hardware,true,true,false,3TB 10k RPM (2.5インチ),QB-HD 3TB,Each,,QB-HD 3TB,,
PC-QB-STORAGE,false,Allowed,4TB 7.2k RPM NLSAS 12Gps 3.5 インチ - 業界をリードする回転振動耐性設計により、高密度マルチドライブシステムにおいて一貫したパフォーマンスを確保,/resource/hd_4tb_72k,Hardware,true,true,false,4TB 7.2k RPM NLSAS,QB-HD 4TB,Each,,QB-HD 4TB,,
PC-QB-STORAGE,false,Allowed,8TB 7.2k RPM NLSAS 12Gps 3.5 インチ - 業界をリードする回転振動耐性設計により、高密度マルチドライブシステムにおいて一貫したパフォーマンスを確保,/resource/hd_8tb_72k,Hardware,true,true,false,8TB 7.2k RPM NLSAS,QB-HD 8TB,Each,,QB-HD 8TB,,
PC-QB-STORAGE,false,Allowed,8TB 7.2k RPM 自己暗号化 NLSAS 12Gbps 3.5インチ - 他のハードドライブと同様の性能を発揮し、暗号化はユーザーにとって完全に透過的または不可視です。,/resource/hd_8tb_72k_se,Hardware,true,true,false,8TB 7.2k RPM 自己暗号化 NLSAS,QB-HD 8TBSE,Each,,QB-HD 8TBSE,,
,false,,認定技術者によるQuantumBitラックの設置・組立。,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,設置および組み立て,QB-INST-1000,,,QB-INST-1000,,
PC-QB-CPU,false,Allowed,Intel Xeon E5-2609 v4 1.7GHz、20Mキャッシュ、6.4GT/s QPI、ターボ、HT 8C/8T (85W) - クラウドネイティブおよび従来型アプリケーション全体で、効率性、パフォーマンス、俊敏なサービス提供を実現するソフトウェア定義インフラ向けに設計。,/resource/intel_e52609,Hardware,true,true,false,インテル® Xeon® E5-2609 v4 1.7GHz,QB-INTEL E5-2609,,,QB-INTEL E5-2609,,
PC-QB-CPU,false,Allowed,Intel Xeon E5-2660 v4 2.0GHz、35M キャッシュ、9.60GT/s QPI、ターボ、HT、14C/28T (105W) - クラウドネイティブおよび従来のアプリケーション全体で、効率、パフォーマンス、および機敏なサービス提供を実現する、ソフトウェア定義インフラストラクチャ向けに設計されています。,/resource/intel_e52660,Hardware,true,true,false,インテル® Xeon® E5-2660 v4 2.0GHz,QB-INTEL E5-2660,Each,,QB-INTEL E5-2660,,
PC-QB-CPU,false,Allowed,Intel Xeon E5-2667 v4 3.2GHz、25M キャッシュ、9.60GT/s 8C/16T (135W) - クラウドネイティブおよび従来のアプリケーション全体で、効率性、パフォーマンス、および機敏なサービス提供を実現する、ソフトウェア定義インフラストラクチャ向けに設計されています。,/resource/intel_e52667,Hardware,true,true,false,インテル® Xeon® E5-2667 v4 3.2GHz,QB-INTEL E5-2667,,,QB-INTEL E5-2667,,
PC-QB-CPU,false,Allowed,Intel Xeon E5-2683 v4 2.1GHz、40M キャッシュ、9.60GT/s QPI、ターボ、HT、16C/32T (120W) - クラウドネイティブおよび従来のアプリケーション全体で、効率、パフォーマンス、および機敏なサービス提供を実現する、ソフトウェア定義インフラストラクチャ向けに設計されています。,/resource/intel_e52683,Hardware,true,true,false,インテル® Xeon® E5-2683 v4 2.1GHz,QB-INTEL E5-2683,Each,,QB-INTEL E5-2683,,
,false,,"Intel Xeon Gold 5318N 2.1G, 24C/48T, 11.2GT/s, 36M Cache, Turbo, HT (150W) DDR4-2666

インテル Xeon Gold プロセッサーは、データセンター、クラウド、エンタープライズアプリケーション向けに、パフォーマンス、スケーラビリティ、効率性をバランスよく実現する汎用性の高いサーバー用CPUです。",/resource/intel_e52609,,true,true,false,"インテル® Xeon® Gold 5318N 2.1GHz, 24C/48T",QB-INTEL-GOLD-5318N,Each,,QB-INTEL-GOLD-5318N,,EACH
,false,,"インテル Xeon Gold 6330N 2.2GHz, 28コア/56スレッド, 11.2GT/s, 42MB キャッシュ, ターボ, HT (165W) DDR4-2666

インテル Xeon Gold プロセッサーは、データセンター、クラウド、エンタープライズアプリケーション向けに、パフォーマンス、スケーラビリティ、効率性をバランスよく実現する汎用性の高いサーバーCPUです。",/resource/intel_e52609,,true,true,false,インテル Xeon Gold 6330N 2.2GHz、28C/56T,QB-INTEL-GOLD-6330N,Each,,QB-INTEL-GOLD-6330N,,EACH
,false,,"インテル® Xeon® Gold 6354 3.0GHz、18コア/36スレッド、11.2GT/s、39MBキャッシュ、ターボ・ブースト、HT (205W) DDR4-3200

インテル® Xeon® Gold プロセッサーは、データセンター、クラウド、およびエンタープライズアプリケーション向けに、パフォーマンス、スケーラビリティ、効率性をバランスよく実現する汎用性の高いサーバー用CPUです。",/resource/intel_e52609,,true,true,false,インテル Xeon Gold 6354 3GHz、18C/36T,QB-INTEL-GOLD-6354,Each,,QB-INTEL-GOLD-6354,,EACH
,false,,"インテル® Xeon® Platinum 8352M 2.3G、32C/64T、11.2GT/s、48M キャッシュ、ターボ、HT (185W) DDR4-3200

インテル® Xeon® Platinum プロセッサーは、要求の厳しいエンタープライズおよびデータセンターワークロード向けに、スケーラブルなパワー、高度な信頼性、高速データ処理を実現するように設計された、高性能マルチコアサーバー CPU です。",/resource/intel_e52609,,true,true,false,インテル Xeon Platinum 8352M 2.3GHz、32C/64T,QB-INTEL-PLAT-8352M,Each,,QB-INTEL-PLAT-8352M,,EACH
,false,,"インテル® Xeon® Platinum 8352Y 2.2G、32C/64T、11.2GT/s、48M キャッシュ、ターボ、HT (205W) DDR4-3200

インテル® Xeon® Platinum プロセッサーは、要求の厳しいエンタープライズおよびデータセンターのワークロード向けに、スケーラブルなパワー、高度な信頼性、高速データ処理を実現するように設計された、高性能マルチコアサーバー CPU です。",/resource/intel_e52609,,true,true,false,インテル Xeon Platinum 8352Y 2.2GHz、32C/64T,QB-INTEL-PLAT-8352Y,Each,,QB-INTEL-PLAT-8352Y,,EACH
,false,,"インテル® Xeon® Platinum 8360Y 2.4G、36C/72T、11.2GT/s、54M キャッシュ、ターボ、HT (250W) DDR4-3200

インテル® Xeon® Platinum プロセッサーは、要求の厳しいエンタープライズおよびデータセンターのワークロード向けに、スケーラブルなパワー、高度な信頼性、高速データ処理を実現するように設計された、高性能マルチコアサーバー CPU です。",/resource/intel_e52609,,true,true,false,Intel Xeon Platinum 8360Y 2.4GHz、36C/72T,QB-INTEL-PLAT-8360Y,Each,,QB-INTEL-PLAT-8360Y,,EACH
,false,,"インテル® Xeon® Platinum 8368 2.4G、38C/76T、11.2GT/s、57M キャッシュ、ターボ、HT (270W) DDR4-3200

インテル® Xeon® Platinum プロセッサーは、要求の厳しいエンタープライズおよびデータセンターのワークロード向けに、スケーラブルなパワー、高度な信頼性、高速なデータ処理を実現するように設計された、高性能マルチコアサーバー CPU です。",/resource/intel_e52609,,true,true,false,Intel Xeon Platinum 8368 2.4GHz、38C/76T,QB-INTEL-PLAT-8368,Each,,QB-INTEL-PLAT-8368,,EACH
,false,Allowed,,/resource/RLM_quantumBit_logo_sq,,true,false,false,クラウドライセンス（月次）,QB-LIC-CLOUD,,,QB-LIC-CLOUD,,
,false,Allowed,高度なCPU冷却用液体冷却器,/resource/liquidcooler,Hardware,true,true,false,QB液体冷却器,QB-LIQUIDCOOL,,,QB-LIQUIDCOOL,,
,false,Allowed,128GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,128GB LRDIMM,QB-MEM 128GB,Each,,QB-MEM 128GB,,
,false,Allowed,16GB RDIMM,/resource/ram_16GB_RDIMM2,Hardware,true,true,false,16GB RDIMM,QB-MEM 16GB,Each,,QB-MEM 16GB,,
,false,Allowed,32GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,32GB RDIMM,QB-MEM 32GB,Each,,QB-MEM 32GB,,
,false,Allowed,64GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,64GB RDIMM,QB-MEM 64GB,Each,,QB-MEM 64GB,,
,false,Allowed,8GB RDIMM,/resource/ram_8GB_RDIMM,Hardware,true,true,false,8GB RDIMM,QB-MEM 8GB,Each,,QB-MEM 8GB,,
,false,,QB Syncは、アプリケーション間で非同期にデータを交換するためのマルチテナント型クラウドベースのメッセージキューイングサービスです。QB Syncメッセージングブローカーは、アプリケーションがキューにQBメッセージを発行することで通信を可能にし、別のアプリケーションがそのメッセージを消費できるようにします。,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加メッセージ - QB エンタープライズ,QB-MSG-ENTR,,,QB-MSG-ENTR,,
,false,,QB Syncは、アプリケーション間で非同期にデータを交換するためのマルチテナント型クラウドベースのメッセージキューイングサービスです。QB Syncメッセージングブローカーは、アプリケーションがキューにQBメッセージを発行することで通信を可能にし、別のアプリケーションがそのメッセージを消費できるようにします。,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,追加メッセージ - QB スターター,QB-MSG-STRT,,,QB-MSG-STRT,,
,false,Allowed,QuantumBit Database (金銭コミット),/resource/database,Software,true,true,false,QuantumBit データベース（金額コミット）,QB-MTY-CMT,Each,,QB-MTY-CMT,,
PC-QB-NIC,false,Allowed,理論上80Gb/sの双方向スループットで優れた性能を発揮。,/resource/intel_x710_dp,Hardware,true,true,false,Intel X710 デュアルポート 10Gb ダイレクトアタッチ,QB-NET X710,Each,,QB-NET X710,,
