"Id","CanRamp","ConfigureDuringSale","Description","DisplayUrl","Family","IsActive","IsAssetizable","IsSoldOnlyWithOtherProds","Name","ProductCode","QuantityUnitOfMeasure","SpecificationType","StockKeepingUnit","Type","BasedOn.Code","UnitOfMeasure.UnitCode","BasedOnId","UnitOfMeasureId"
"6FHYB4CMZ0LPLC4WUN","false","Allowed","The 414LP KAA Skid Steer Loader, with its radial lift design, delivers impressive mid-lift reach and excellent digging performance with outstanding drawbar power.","/resource/1743025485000/SkidSteer414LP?","#N/A","true","true","false","414LP KAA Skid Steer Loader","414LP-KAA-E-SSL","#N/A","#N/A","414LP-KAA-E-SSL","Bundle","Skid Steer PC","#N/A","ZGYXWORM71JMHODLOV","#N/A"
"DF3AEEQVPKIYIC6J71","false","Allowed","These pneumatic tires feature the traditional bar-lug design for excellent traction and long wear. They're good general-use tires intended for normal machine-hour applications, such as agriculture, rental, landscaping, general construction and other standard-duty jobs.","/resource/1743027060000/StandardDutyTires?","#N/A","true","true","false","Standard Duty Tires","414LP-KAA-TT1","#N/A","#N/A","414LP-KAA-TT1","#N/A","#N/A","#N/A","#N/A","#N/A"
"RBSNFIANPRLGDVNUES","false","Allowed","This design offers a thicker sidewall, a bead guard and a higher ply rating than other pneumatic tires. The result: better wear and resistance to flats. These tires are ideal for rough, high-hour applications: rental, construction, landscaping and industry.","/resource/1743026659000/HeavyDutyTires?","#N/A","true","true","false","Heavy Duty Tires","414LP-KAA-TT2","#N/A","#N/A","414LP-KAA-TT2","#N/A","#N/A","#N/A","#N/A","#N/A"
"MU97DSG2MV02GYLSNU","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A030S169","A030S169-FRD","#N/A","#N/A","A030S169-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"PZDSZLECDRAANSVFS0","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A035K427","A035K427-FRD","#N/A","#N/A","A035K427-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"6J3IFKWYT3WL9JQUNC","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A046D218","A046D218-FRD","#N/A","#N/A","A046D218-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"XLDWGRVFSPUN1GCECA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A048N280","A048N280-FRD","#N/A","#N/A","A048N280-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"GDPV5WNBPBP3TG8SUW","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A051H785","A051H785-FRD","#N/A","#N/A","A051H785-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"VBC4FSFKKZ6C5CEFVG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A051K118","A051K118-FRD","#N/A","#N/A","A051K118-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"C5GRMPQHY6SO0SBBWG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A052X578","A052X578-FRD","#N/A","#N/A","A052X578-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"N4NXVMD9TWO7MCZOHE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A052X580","A052X580-FRD","#N/A","#N/A","A052X580-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"RIW3EAQNVPQMLF8C0N","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A052X582","A052X582-FRD","#N/A","#N/A","A052X582-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"MO8SKXBV1UZ4DBAKPA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A052X584","A052X584-FRD","#N/A","#N/A","A052X584-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"VY2VXGL7XZTRN1ITI6","false","#N/A","#N/A","#N/A","Hardware","true","true","false","A052X586","A052X586-FRD","#N/A","#N/A","A052X586-FRD","#N/A","#N/A","#N/A","#N/A","#N/A"
"JOYDVTDYPV01AMTF9D","false","Allowed","A fast-evaporating solvent with strong dissolving capabilities.","/resource/1743025731000/Acet50Drum?","Chemical","true","false","false","Acetone (ACET-50) - 200L Drum","ACET-50-200L","#N/A","#N/A","ACET-50-200L","#N/A","#N/A","200L-DR","#N/A","IWASGZL54RR8OI5TGB"
"WGKB2F3CS1W0XV0GIG","false","Allowed","A fast-evaporating solvent with strong dissolving capabilities.","/resource/1743025778000/Acet50Pail?","Chemical","true","false","false","Acetone (ACET-50) - 20L Pail","ACET-50-20L","#N/A","#N/A","ACET-50-20L","#N/A","#N/A","20L-PAIL","#N/A","PSWB6FG7X1EVYEZFHL"
"XJTLU7LCH9XITBN4GR","false","Allowed","The AMEL Series genset brings power, technology and reliability to the power range from 400 to 600 kWe (460 to 730 kVA).","/resource/1736281665000/generators/600kw.png","Generator Set","true","true","false","AMEL Generator Set","AMEL-FRD","#N/A","#N/A","AMEL-FRD","Bundle","#N/A","#N/A","#N/A","#N/A"
"FY1ZQVRU2MAIHNPHNC","false","Allowed","A chemical compound that prevents oxidative degradation of materials.","/resource/1743025999000/AO1000Bag?","Chemical","true","false","false","Antioxidant (AO-1000) - 25KG Bag","AO-1000-25KG","#N/A","#N/A","AO-1000-25KG","#N/A","#N/A","25kg-BAG","#N/A","45S4DGAPCTE3QFVJ8Y"
"NHIKWVIWGIOP14QXE1","false","Allowed","A chemical compound that prevents oxidative degradation of materials.","/resource/1743025999000/AO1000Bag?","Chemical","true","false","false","Antioxidant (AO-1000) - 50KG Bag","AO-1000-50KG","#N/A","#N/A","AO-1000-50KG","#N/A","#N/A","50kg-BAG","#N/A","G7UMIFY8HR6VUYXHA2"
"UQZQZKMDHM5ASIKFIH","false","Allowed","A thermoplastic resin providing excellent weather resistance and clarity.","/resource/1743025828000/AR300Tote?","Chemical","true","false","false","Acrylic Resin (AR-300) - 1000KG Tote","AR-300-1000KG","#N/A","#N/A","AR-300-1000KG","#N/A","#N/A","1000KG-TOTE","#N/A","1WFNOVSCM1WG643TPG"
"GGWMXVK0MPTC8HLLPJ","false","Allowed","A thermoplastic resin providing excellent weather resistance and clarity.","/resource/1743025892000/AR300Drum?","Chemical","true","false","false","Acrylic Resin (AR-300) - 200KG Drum","AR-300-200KG-DR","#N/A","#N/A","AR-300-200KG-DR","#N/A","#N/A","200KG-DR","#N/A","BBOZSXBVEMZDFVIOGR"
"SQSGDVVQGBBIOT7MSV","false","Allowed","A highly versatile single-row radial ball bearing perfect for high-speed applications. This 6205 series bearing features a 25mm bore and comes with two rubber seals (2RS) to protect against contaminants and retain lubricant. C3 internal clearance allows for thermal expansion.","/resource/groovebearing","Industrial","true","false","false","Deep Groove Ball Bearing, 6205-2RS, 25mm Bore","BG-BRG-7001","Each","#N/A","BG-BRG-7001","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"F5OB7W1B07UKTR5LET","false","Allowed","A self-aligning mounted bearing unit enclosed in a solid cast iron housing. The bearing insert is relubricatable via a grease fitting and secures to the shaft with two set screws. It's ideal for supporting shafts on conveyors and machinery frames.","/resource/pillowblockbearing","Industrial","true","false","false","Pillow Block Bearing, UCP207-20, Cast Iron, 1-1/4"" Bore","BG-BRG-7002","Each","#N/A","BG-BRG-7002","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"UA08QGZP3BFLCXWLNQ","false","Allowed","An  sintered bronze bushing (plain bearing) for low-speed, high-load applications. Meeting the SAE 841 standard, it provides a continuous, low-friction surface without the need for external lubrication.","/resource/sleevebushing","Industrial","true","false","false","SAE 841 Sintered Bronze Sleeve Bushing, 1"" ID","BG-BRG-7003","Each","#N/A","BG-BRG-7003","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"8EJVCFTYHGPS3ZWFEZ","false","Allowed","A heavy-duty double strand (#60-2) roller chain designed for high-torque drive systems. Constructed from shot-peened carbon steel with solid rollers for maximum durability. Supplied in a standard 10-foot box with one connecting link included.","/resource/rollerchain","Industrial","true","false","false","Double Strand Roller Chain, ANSI #60-2, 10 ft.","BG-CHS-8001","Each","#N/A","BG-CHS-8001","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"S9LKMION4LP2BBQSYB","false","Allowed","A Type B sprocket for #60 roller chain, featuring a hub on one side for stability. Made from high-carbon steel with hardened teeth for long wear life. This sprocket comes with a 1"" finished bore, a standard keyway, and two set screws for immediate installation.","/resource/sprocket","Industrial","true","false","false","Type B Sprocket, #60 Chain, 24 Tooth, 1"" Bore","BG-CHS-8002","Each","#N/A","BG-CHS-8002","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"V7WH72S7BG2UR8W5EH","false","Allowed","An industry-standard L-type jaw coupling hub made from durable sintered iron. It's used with another hub and an elastomer ""spider"" to transmit torque while damping system vibrations. Ideal for standard motor-to-shaft connections.","/resource/jawcoupling2","Industrial","true","true","false","L095 Jaw Coupling Hub, Sintered Iron, 1/2"" Bore","BG-CPL-6001","Each","#N/A","BG-CPL-6001","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"FPLDJZRTHPP7TQ7LPP","false","Allowed","The flexible elastomer insert for an L095 series jaw coupling assembly. Made from Buna-N rubber, it offers excellent oil resistance and vibration-dampening properties. This component serves as the power-transmitting and shock-absorbing element.","/resource/jawcoupling","Industrial","true","false","false","Jaw Coupling Spider, Buna-N Rubber","BG-CPL-6002","Each","#N/A","BG-CPL-6002","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"D8D0JCHZXJCIS0SIHL","false","Allowed","A one-piece rigid coupling designed to connect two shafts with high torsional stiffness and precise alignment. Made from black oxide-coated steel for corrosion resistance, it uses clamping screws for a secure, non-marring grip on the shaft.","/resource/rigidclamp","Industrial","true","false","false","Rigid Clamp Coupling, One-Piece, Steel, 3/4"" Bore","BG-CPL-6003","Each","#N/A","BG-CPL-6003","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"4VGCBYAXOHQY3J8KOR","false","Allowed","A complete, ready-to-assemble L095 jaw coupling kit for connecting two 1/2"" shafts. Includes two hubs and one standard Buna-N spider for vibration damping.","/resource/couplingkit","Industrial","true","true","false","L095 Jaw Coupling Assembly Kit, 1/2"" Bore","BG-KIT-CPL95","Each","#N/A","BG-KIT-CPL95","Bundle","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"AB6BRWINDWJMQHBERP","false","Allowed","A complete system for variable-speed control. This kit includes a 1 HP, 1800 RPM three-phase motor and a matching 1 HP VFD that accepts 240V single-phase input.","/resource/motorkit","Industrial","true","true","false","1HP Motor & VFD Control System","BG-KIT-MTR1","Each","#N/A","BG-KIT-MTR1","Bundle","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"MXRNCBFLGNGJMMCESA","false","Allowed","A general-purpose three-phase electric motor designed for pumps, fans, and conveyors. Features a Totally Enclosed Fan Cooled (TEFC) enclosure to protect against dust and moisture. Built to NEMA 145T frame standards and operates on 208-230/460V power.","/resource/threephasemotor","Industrial","true","false","false","Three-Phase AC Motor, 1 HP, 1800 RPM, 145T Frame, TEFC","BG-MTR-1201","Each","#N/A","BG-MTR-1201","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"OOWT7PVOU2QCKCFSQ0","false","Allowed","A compact VFD for controlling the speed of a 1 HP three-phase AC motor. Accepts single-phase 240V input. Features adjustable acceleration/deceleration, dynamic braking, and a digital operator panel for easy programming and monitoring.","/resource/vfd","Industrial","true","false","false","Variable Frequency Drive (VFD), 1 HP, 240V Input","BG-MTR-1202","Each","#N/A","BG-MTR-1202","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"XKY8GXGT0ZKIKJDPJW","false","Allowed","An NFPA interchangeable stainless steel air cylinder for linear push/pull applications. Features a 2-inch bore, 6-inch stroke, and a magnetic piston for use with position sensors. Rated for a maximum pressure of 250 PSI.","/resource/aircylinder","Industrial","true","false","false","Pneumatic Air Cylinder, Double-Acting, 2"" Bore, 6"" Stroke","BG-PNH-9001","Each","#N/A","BG-PNH-9001","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"QCPBUISNZQWHOTR7TB","false","Allowed","A single solenoid valve for directing airflow in pneumatic circuits. Actuated by a 120V AC electrical signal, it features 1/4-inch NPT ports and includes a manual override button for system testing and diagnostics.","/resource/solenoid_5port","Industrial","true","false","false","5-Port 2-Position Solenoid Valve, 1/4"" NPT","BG-PNH-9002","Each","#N/A","BG-PNH-9002","#N/A","#N/A","EACH","#N/A","AYTIXFOBWA3OE6LHMK"
"GUNV5WQZ9TMVJ5KHDY","false","Allowed","A chemical compound that reduces the rate of corrosion on metal surfaces.","/resource/1743026054000/CI3000Drum?","Chemical","true","false","false","Corrosion Inhibitor (CI-3000) - 200L Drum","CI-3000-200L","#N/A","#N/A","CI-3000-200L","#N/A","#N/A","200L-DR","#N/A","IWASGZL54RR8OI5TGB"
"3IQZBBLTTUKEUXATTH","false","Allowed","A chemical compound that reduces the rate of corrosion on metal surfaces.","/resource/1743026095000/CI3000Pail?","Chemical","true","false","false","Corrosion Inhibitor (CI-3000) - 20L Pail","CI-3000-20L","#N/A","#N/A","CI-3000-20L","#N/A","#N/A","20L-PAIL","#N/A","PSWB6FG7X1EVYEZFHL"
"DYSIKLLVWJLLKNINTX","false","Allowed","For site preparation, including grading, concrete pad design, and foundation stability.","#N/A","#N/A","true","false","false","Civil Engineer","Civil-Engineer","#N/A","#N/A","Civil-Engineer","#N/A","#N/A","#N/A","#N/A","#N/A"
"CBV0TCNWJHCAUFBBF3","false","Allowed","The CUGR Series delivers power output within a few seconds with industry leading load factors even in extreme ambient conditions.","/resource/1736281665000/generators/1200kw.png","Generator Set","true","true","false","CUGR Generator Set","CUGR-FRD","#N/A","#N/A","CUGR-FRD","Bundle","#N/A","#N/A","#N/A","#N/A"
"CMD1CYIXQM5HUQBJP3","false","Allowed","A chemical additive that eliminates or prevents the formation of foam.","/resource/1743026138000/DF4000Drum?","Chemical","true","false","false","Defoamer (DF-4000) - 200L Drum","DF-4000-200L","#N/A","#N/A","DF-4000-200L","#N/A","#N/A","200L-DR","#N/A","IWASGZL54RR8OI5TGB"
"VMB756D1GKM0QUWKQT","false","Allowed","A chemical additive that eliminates or prevents the formation of foam.","/resource/1743026174000/DF4000Pail?","Chemical","true","false","false","Defoamer (DF-4000) - 20L Pail","DF-4000-20L","#N/A","#N/A","DF-4000-20L","#N/A","#N/A","20L-PAIL","#N/A","PSWB6FG7X1EVYEZFHL"
"8SASYPEK4MUQTJDNYX","false","Allowed","This rugged bucket offers weld-on or bolt-on cutting edge backed up by a skid-bar that strengthens the bucket bottom for added durability. Round back design enhances loading and cleanout. This bucket is ideal for everything from digging to material handling.","/resource/1743026215000/DirtBucket?","#N/A","true","true","false","Dirt Bucket","DIRT-BUCKET","#N/A","#N/A","DIRT-BUCKET","#N/A","Buckets PC","#N/A","9BODPWDT0MBIAPESFO","#N/A"
"DOEDFTQVK0DIIINBOF","false","#N/A","To analyze the building's power requirements, load calculations, and determine the correct generator capacity.","#N/A","Service","true","false","false","Electrical Engineer","Electrical-Engineer","#N/A","#N/A","Electrical-Engineer","#N/A","#N/A","#N/A","#N/A","#N/A"
"ZGVIZO8G6KPQMYKB5E","false","Allowed","High-performance spark plugs designed to enhance engine efficiency, improve fuel economy, and ensure smooth ignition for reliable vehicle performance.","/resource/1743027030000/SparkPlugs?","#N/A","true","false","false","Spark Plugs","EP-43253","#N/A","#N/A","EP-43253","#N/A","#N/A","#N/A","#N/A","#N/A"
"SZNEBSPQT2AU42GSOG","false","Allowed","A thermosetting resin that creates strong, durable, and chemical-resistant bonds.","/resource/1743026293000/EPX500Drum?","Chemical","true","false","false","Epoxy Resin (EPX-500) - 200KG Drum","EPX-500-200KG","#N/A","#N/A","EPX-500-200KG","#N/A","#N/A","200KG-DR","#N/A","BBOZSXBVEMZDFVIOGR"
"MO1BMG8DS4HF8NPJ7R","false","Allowed","A thermosetting resin that creates strong, durable, and chemical-resistant bonds.","/resource/1743026329000/EPX500Pail?","Chemical","true","false","false","Epoxy Resin (EPX-500) - 20KG PAIL","EPX-500-20KG","#N/A","#N/A","EPX-500-20KG","#N/A","#N/A","20KG-PAIL","#N/A","JYB9HADGEJWR6AKGUI"
"RYEMXBGQIOVBVTMRUJ","false","Allowed","Extended Warranty that can be sold stand-alone or with a service contract.","/resource/1743026252000/Warranty?","#N/A","true","true","false","Extended Warranty","EW","#N/A","#N/A","EW","#N/A","#N/A","#N/A","#N/A","#N/A"
"12ILST07KKAIL9ABNQ","false","Allowed","Fluid Analysis for Heavy Equipment","/resource/1743026407000/FluidAnalysis?","#N/A","true","true","true","Fluid Analysis","FA-Entitlement","#N/A","#N/A","FA-Entitlement","#N/A","#N/A","#N/A","#N/A","#N/A"
"ECBMPIYIRBHY2GBSPA","false","#N/A","#N/A","#N/A","Hardware","true","true","false","FESBA 1200kW","FESBA_1200","#N/A","#N/A","FESBA_1200","#N/A","Model PC","#N/A","RFXZMWJGNJRUMICKHO","#N/A"
"16OMR8BCYPQ2WVJQ4P","false","Allowed","#N/A","#N/A","Hardware","true","true","false","FESBA 1500kW","FESBA_1500","#N/A","#N/A","FESBA_1500","#N/A","Model PC","#N/A","RFXZMWJGNJRUMICKHO","#N/A"
"O3ZKFBTPDJCYPOLTZ9","false","Allowed","The  FESBA Series generator set performs at the highest level, featuring a robust design and optimal fuel consumption. A perfect solution for mission-critical applications.","https://velocedev--c.test1.vf.pc-rnd.force.com/resource/1736281665000/generators/3000kw.png","Hardware","true","true","false","FESBA 1750kW","FESBA_1750","#N/A","#N/A","FESBA_1750","#N/A","Model PC","#N/A","RFXZMWJGNJRUMICKHO","#N/A"
"LQL7A0DLJLYAWNOKLO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","FESBA 2500kW","FESBA_2500","#N/A","#N/A","FESBA_2500","#N/A","Model PC","#N/A","RFXZMWJGNJRUMICKHO","#N/A"
"QOC4072UNCXL3XVT36","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Engine - QSK60-G6","FESBA_2940","#N/A","#N/A","FESBA_2940","#N/A","#N/A","#N/A","#N/A","#N/A"
"QND31TFMK5EIKPSDLO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Fuel Filters-Engine, Standard","FESBA_3090","#N/A","#N/A","FESBA_3090","#N/A","#N/A","#N/A","#N/A","#N/A"
"3JWEBZZD2TPLGNFDNN","false","#N/A","#N/A","#N/A","Hardware","true","true","false","PMG","FESBA_3750","#N/A","#N/A","FESBA_3750","#N/A","#N/A","#N/A","#N/A","#N/A"
"DDZ3VUWR5BO4GTEAMG","false","#N/A","#N/A","#N/A","Service","true","true","false","Test - Standard Factory","FESBA_5860","#N/A","#N/A","FESBA_5860","#N/A","#N/A","#N/A","#N/A","#N/A"
"5AEWDPLKY3TB7AF09L","false","#N/A","#N/A","#N/A","Hardware","true","true","false","FESBA 900kW","FESBA_900","#N/A","#N/A","FESBA_900","Bundle","Model PC","#N/A","RFXZMWJGNJRUMICKHO","#N/A"
"OLU2THGOVIZPPBJGHY","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Heater-Alternator, 120 Volt AC","FESBA_A292-2","#N/A","#N/A","FESBA_A292-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"8OI9TP1M6I137H2YYN","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Heater-Alternator, 240 Volt AC","FESBA_A293-2","#N/A","#N/A","FESBA_A293-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"KYEQTAZ5MH1UMQPTUI","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Battery Charging Alternator","FESBA_A333-2","#N/A","#N/A","FESBA_A333-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"AJYAJYYJANR7WX4TC0","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Electric Starter Motor - 24V DC","FESBA_A334-2","#N/A","#N/A","FESBA_A334-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"DLJCRST3986HAE4VXP","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Packing-None","FESBA_A358-2","#N/A","#N/A","FESBA_A358-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"UQRM8E4YCZKKMUYOEW","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Heater-Alternator, 110/220 (120/240) Volt AC","FESBA_A416-2","#N/A","#N/A","FESBA_A416-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"UBKUHMSVYPBMDEK9QD","false","#N/A","#N/A","#N/A","Hardware","true","true","false","120/240VAC compatible","FESBA_A460-2","#N/A","#N/A","FESBA_A460-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"GBCJNBLN7VYIYHEOUB","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Temp Sens-Stator, 2 RTD/Ph","FESBA_B225-2","#N/A","#N/A","FESBA_B225-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"AJ0KRQ8RJXQ2KP8GYZ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Bearing,1 RTD NDE","FESBA_B244-2","#N/A","#N/A","FESBA_B244-2","#N/A","#N/A","#N/A","#N/A","#N/A"
"RUL6SNBNN5C6KEHWMS","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator - 60Hz, 3-Phase, Wye, 2400/4160V, 105/80C, StbyPrm","FESBA_B313-2","#N/A","#N/A","FESBA_B313-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"SF6Y0AJG6CIAOYZSWE","false","#N/A","#N/A","#N/A","Hardware","true","true","false","ALT-60Hz, Wye,12.47-13.8kV,125/105/80C (S/P/C)","FESBA_B448-2","#N/A","#N/A","FESBA_B448-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"BJZ03ZFG7WWXVO0LRJ","false","#N/A","#N/A","#N/A","Hardware","true","true","false","ALT-60Hz,2400/4160V,125/105/80C (S/P/C)","FESBA_B467-2","#N/A","#N/A","FESBA_B467-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"PPXLL4RXUMZ2A0ROFG","false","#N/A","#N/A","#N/A","Hardware","true","true","false","ALT-60Hz,Wye,12.47kV,105/80C (S/P)","FESBA_B567-2","#N/A","#N/A","FESBA_B567-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"YAPNQQO3DHF97SAOLX","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,220/380V,150/125/105C-SD/P/C,40C amb","FESBA_B595-2","#N/A","#N/A","FESBA_B595-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"OE5YYIQMVKRNATYRNV","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,220/380V,125/105/80C-StbyPrmCont","FESBA_B598-2","#N/A","#N/A","FESBA_B598-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"1IQIT7BDF3LTOOBPUV","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alt-60Hz,Wye,220/380V,105/80C-StbyPrm","FESBA_B599-2","#N/A","#N/A","FESBA_B599-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"HNA20PA8F32VILCHPO","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 3Phase, 480Volt, 105/80C-StbyPrm","FESBA_B600-2","#N/A","#N/A","FESBA_B600-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
"4BTAOQAGRHWY85ORKB","false","#N/A","#N/A","#N/A","Hardware","true","true","false","Alternator-60Hz, 3Phase, 480Volt, 80C-Stby","FESBA_B601-2","#N/A","#N/A","FESBA_B601-2","#N/A","MainAlternator","#N/A","Y9RKGGISSSBZ4P5NMM","#N/A"
