$$Name$StockKeepingUnit,DecompositionScope,FulfillmentQtyCalcMethod,Name,StockKeepingUnit
QB CPU Heat Sink;QB-CPU-HEATSINK,,,QB CPU Heat Sink,QB-CPU-HEATSINK
QuantumBit Collaboration Suite;QB-CS,Order,,QuantumBit Collaboration Suite,QB-CS
Additional QB DataGraph (500M);QB-DAT-GRPH,OrderLineItem,,Additional QB DataGraph (500M),QB-DAT-GRPH
Additional Data Throughput;QB-DAT-THPT,OrderLineItem,,Additional Data Throughput,QB-DAT-THPT
Data Storage;QB-DATA-STORAGE-BLNG,,,Data Storage,QB-DATA-STORAGE-BLNG
Data Throughput;QB-DATA-THPT-BLNG,,,Data Throughput,QB-DATA-THPT-BLNG
QuantumBit Database;QB-DB,,,QuantumBit Database,QB-DB
QuantumBit Database (Token Based);QB-DB-TOKEN,,,QuantumBit Database (Token Based),QB-DB-TOKEN
Additional Flows - Provisioning & Activation Service;QB-DRO-AACR,Custom,Aggregate,Additional Flows - Provisioning & Activation Service,QB-DRO-AACR
AI Help Desk Lite Seats  - Provision & Activation Service;QB-DRO-AAPI,Custom,Aggregate,AI Help Desk Lite Seats  - Provision & Activation Service,QB-DRO-AAPI
Resolutions - Provisioning & Activation Service;QB-DRO-AAQBC,Custom,AlwaysOne,Resolutions - Provisioning & Activation Service,QB-DRO-AAQBC
AEH API - Provisioning & Activation Service;QB-DRO-AEH,Custom,,AEH API - Provisioning & Activation Service,QB-DRO-AEH
Additional Flows - QB Starter - Provisioning & Activation Service;QB-DRO-AFBQ,Custom,,Additional Flows - QB Starter - Provisioning & Activation Service,QB-DRO-AFBQ
Additional Messages QB Starter - Provisioning & Activation Service;QB-DRO-AM,Custom,,Additional Messages QB Starter - Provisioning & Activation Service,QB-DRO-AM
AI Help Desk Platform - Provisioning & Activation Service;QB-DRO-APIPLAT,Custom,AlwaysOne,AI Help Desk Platform - Provisioning & Activation Service,QB-DRO-APIPLAT
Finance Service;QB-DRO-BILL,Account,AlwaysOne,Finance Service,QB-DRO-BILL
Billing;QB-DRO-BILLING,Account,Aggregate,Billing,QB-DRO-BILLING
License Activation;QB-DRO-LICACT,Custom,AlwaysOne,License Activation,QB-DRO-LICACT
Order Processing;QB-DRO-OR,Custom,AlwaysOne,Order Processing,QB-DRO-OR
AI Help Desk Full License - Provisioning & Activation Service;QB-DRO-PERMS,Custom,Aggregate,AI Help Desk Full License - Provisioning & Activation Service,QB-DRO-PERMS
Project Service;QB-DRO-PROJ,Account,,Project Service,QB-DRO-PROJ
Provision DB;QB-DRO-PROVISION,Custom,AlwaysOne,Provision DB,QB-DRO-PROVISION
QuantumBit Database - Provisioning & Activation Service;QB-DRO-QBD,Custom,,QuantumBit Database - Provisioning & Activation Service,QB-DRO-QBD
Additional Flows - QB Enterprise;QB-FLO-ENTR,OrderLineItem,,Additional Flows - QB Enterprise,QB-FLO-ENTR
Additional Flows - QB Starter;QB-FLO-STRT,OrderLineItem,,Additional Flows - QB Starter,QB-FLO-STRT
QuantumBit Generative AI License;QB-GEN-AI-LIC,,,QuantumBit Generative AI License,QB-GEN-AI-LIC
1TB 10k RPM (2.5in);QB-HD 1.2TB,,,1TB 10k RPM (2.5in),QB-HD 1.2TB
1TB 7.2k RPM NLSAS;QB-HD 1TB,OrderLineItem,,1TB 7.2k RPM NLSAS,QB-HD 1TB
20TB 7.2k RPM NLSAS (3.5in);QB-HD 20TB,,,20TB 7.2k RPM NLSAS (3.5in),QB-HD 20TB
3TB 10k RPM (2.5in);QB-HD 3TB,,,3TB 10k RPM (2.5in),QB-HD 3TB
4TB 7.2k RPM NLSAS;QB-HD 4TB,OrderLineItem,,4TB 7.2k RPM NLSAS,QB-HD 4TB
8TB 7.2k RPM NLSAS;QB-HD 8TB,OrderLineItem,,8TB 7.2k RPM NLSAS,QB-HD 8TB
8TB 7.2k RPM Self-Encrypting NLSAS;QB-HD 8TBSE,OrderLineItem,,8TB 7.2k RPM Self-Encrypting NLSAS,QB-HD 8TBSE
Installation and Assembly;QB-INST-1000,OrderLineItem,,Installation and Assembly,QB-INST-1000
Intel Xeon E5-2609 v4 1.7GHz;QB-INTEL E5-2609,OrderLineItem,,Intel Xeon E5-2609 v4 1.7GHz,QB-INTEL E5-2609
Intel Xeon E5-2660 v4 2.0GHz;QB-INTEL E5-2660,OrderLineItem,,Intel Xeon E5-2660 v4 2.0GHz,QB-INTEL E5-2660
Intel Xeon E5-2667 v4 3.2GHz;QB-INTEL E5-2667,OrderLineItem,,Intel Xeon E5-2667 v4 3.2GHz,QB-INTEL E5-2667
Intel Xeon E5-2683 v4 2.1GHz;QB-INTEL E5-2683,OrderLineItem,,Intel Xeon E5-2683 v4 2.1GHz,QB-INTEL E5-2683
"Intel Xeon Gold 5318N 2.1GHz, 24C/48T;QB-INTEL-GOLD-5318N",,,"Intel Xeon Gold 5318N 2.1GHz, 24C/48T",QB-INTEL-GOLD-5318N
"Intel Xeon Gold 6330N 2.2GHz, 28C/56T;QB-INTEL-GOLD-6330N",,,"Intel Xeon Gold 6330N 2.2GHz, 28C/56T",QB-INTEL-GOLD-6330N
"Intel Xeon Gold 6354 3GHz, 18C/36T;QB-INTEL-GOLD-6354",,,"Intel Xeon Gold 6354 3GHz, 18C/36T",QB-INTEL-GOLD-6354
"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T;QB-INTEL-PLAT-8352M",,,"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T",QB-INTEL-PLAT-8352M
"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T;QB-INTEL-PLAT-8352Y",,,"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T",QB-INTEL-PLAT-8352Y
"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T;QB-INTEL-PLAT-8360Y",,,"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T",QB-INTEL-PLAT-8360Y
"Intel Xeon Platinum 8368 2.4GHz, 38C/76T;QB-INTEL-PLAT-8368",,,"Intel Xeon Platinum 8368 2.4GHz, 38C/76T",QB-INTEL-PLAT-8368
Cloud License (Monthly);QB-LIC-CLOUD,Order,,Cloud License (Monthly),QB-LIC-CLOUD
QB Liquid Cooler;QB-LIQUIDCOOL,,,QB Liquid Cooler,QB-LIQUIDCOOL
128GB LRDIMM;QB-MEM 128GB,,,128GB LRDIMM,QB-MEM 128GB
16GB RDIMM;QB-MEM 16GB,OrderLineItem,,16GB RDIMM,QB-MEM 16GB
32GB RDIMM;QB-MEM 32GB,OrderLineItem,,32GB RDIMM,QB-MEM 32GB
64GB RDIMM;QB-MEM 64GB,,,64GB RDIMM,QB-MEM 64GB
8GB RDIMM;QB-MEM 8GB,OrderLineItem,,8GB RDIMM,QB-MEM 8GB
Additional Messages - QB Enterprise;QB-MSG-ENTR,OrderLineItem,,Additional Messages - QB Enterprise,QB-MSG-ENTR
Additional Messages - QB Starter;QB-MSG-STRT,OrderLineItem,,Additional Messages - QB Starter,QB-MSG-STRT
QuantumBit Database (Monetary Commit);QB-MTY-CMT,,,QuantumBit Database (Monetary Commit),QB-MTY-CMT
Intel X710 Dual Port 10Gb Direct Attach;QB-NET X710,OrderLineItem,,Intel X710 Dual Port 10Gb Direct Attach,QB-NET X710
QB-NetLink 100G Ultra;QB-NET-100G-ULTRA,,,QB-NetLink 100G Ultra,QB-NET-100G-ULTRA
QB-NetLink 10G;QB-NET-10G,,,QB-NetLink 10G,QB-NET-10G
QB-NetLink 25G;QB-NET-25G,,,QB-NetLink 25G,QB-NET-25G
QB-NetSecure 10G;QB-NETSECURE-10G,,,QB-NetSecure 10G,QB-NETSECURE-10G
No Operating System;QB-NO-OSYS,OrderLineItem,,No Operating System,QB-NO-OSYS
QB-Accel NovaX150;QB-NovaX150,,,QB-Accel NovaX150,QB-NovaX150
QB-NVExpand 200;QB-NVExpand-200,,,QB-NVExpand 200,QB-NVExpand-200
"Rack PDU 20A, 120V L5-20;QB-PDU-2022",OrderLineItem,,"Rack PDU 20A, 120V L5-20",QB-PDU-2022
"Rack PDU 30A, 120V L5-20;QB-PDU-2023",OrderLineItem,,"Rack PDU 30A, 120V L5-20",QB-PDU-2023
"Rack PDU 15A, 120V L5-20;QB-PDU-2024",OrderLineItem,,"Rack PDU 15A, 120V L5-20",QB-PDU-2024
"Rack PDU 20A, 230V C20 input C1;QB-PDU-2025",OrderLineItem,,"Rack PDU 20A, 230V C20 input C1",QB-PDU-2025
"Rack PDU 10A, 230V C20 input C19;QB-PDU-2026",OrderLineItem,,"Rack PDU 10A, 230V C20 input C19",QB-PDU-2026
"Rack PDU 16A, 230V, C13 output;QB-PDU-2027",OrderLineItem,,"Rack PDU 16A, 230V, C13 output",QB-PDU-2027
"Rack PDU 14.4kW, 208V, C13 output;QB-PDU-2028",OrderLineItem,,"Rack PDU 14.4kW, 208V, C13 output",QB-PDU-2028
"Rack PDU 5.7W, 208V, C13 output;QB-PDU-2029",OrderLineItem,,"Rack PDU 5.7W, 208V, C13 output",QB-PDU-2029
QB-PowerCore 1600S;QB-PWRCORE-1600S,,,QB-PowerCore 1600S,QB-PWRCORE-1600S
QB-PowerCore 500S;QB-PWRCORE-500S,,,QB-PowerCore 500S,QB-PWRCORE-500S
QB-PowerCore 800S;QB-PWRCORE-800S,,,QB-PowerCore 800S,QB-PWRCORE-800S
QB-PowerSafe 1000D;QB-PWRSAFE-1000D,,,QB-PowerSafe 1000D,QB-PWRSAFE-1000D
QB-PowerSafe 2000D;QB-PWRSAFE-2000D,,,QB-PowerSafe 2000D,QB-PWRSAFE-2000D
QB-PowerSafe 600D;QB-PWRSAFE-600D,,,QB-PowerSafe 600D,QB-PWRSAFE-600D
QuantumBit Q-Rack 750;QB-QRack-750,,,QuantumBit Q-Rack 750,QB-QRack-750
QuantumBit Database (Quantity Commit);QB-QTY-CMT,,,QuantumBit Database (Quantity Commit),QB-QTY-CMT
QB-RAIDForce 500;QB-RAID-500,,,QB-RAIDForce 500,QB-RAID-500
Red Hat Enterprise Linux;QB-REDHAT,OrderLineItem,,Red Hat Enterprise Linux,QB-REDHAT
"QuantumBit Advisory Services, CSM Premium;QB-SRV-AS",OrderLineItem,,"QuantumBit Advisory Services, CSM Premium",QB-SRV-AS
Data Normalization Expert;QB-SRV-DNE,OrderLineItem,,Data Normalization Expert,QB-SRV-DNE
Implementation Engineer;QB-SRV-IMP,OrderLineItem,,Implementation Engineer,QB-SRV-IMP
Integration Specialist Engineer;QB-SRV-ISE,OrderLineItem,,Integration Specialist Engineer,QB-SRV-ISE
Module Extension Engineer;QB-SRV-MEE,OrderLineItem,,Module Extension Engineer,QB-SRV-MEE
Professional Services - Associate Consultant Daily Rate;QB-SRV-OG-AC-PSH,OrderLineItem,,Professional Services - Associate Consultant Daily Rate,QB-SRV-OG-AC-PSH
Professional Services - Project Management Daily Rate;QB-SRV-OG-PM-PSH,OrderLineItem,,Professional Services - Project Management Daily Rate,QB-SRV-OG-PM-PSH
Professional Services Daily Rate;QB-SRV-OG-PSH,OrderLineItem,,Professional Services Daily Rate,QB-SRV-OG-PSH
Professional Service Hours (Consumption);QB-SRV-OG-PSHC,OrderLineItem,,Professional Service Hours (Consumption),QB-SRV-OG-PSHC
Program Director;QB-SRV-PD,OrderLineItem,,Program Director,QB-SRV-PD
Project Manager;QB-SRV-PMN,OrderLineItem,,Project Manager,QB-SRV-PMN
Premium Support;QB-SRV-PRM-SP,OrderLineItem,,Premium Support,QB-SRV-PRM-SP
Quality Assurance Engineer;QB-SRV-QAE,OrderLineItem,,Quality Assurance Engineer,QB-SRV-QAE
Quick Start Enablement;QB-SRV-QSE,OrderLineItem,,Quick Start Enablement,QB-SRV-QSE
Solutions Architect;QB-SRV-SAT,OrderLineItem,,Solutions Architect,QB-SRV-SAT
Professional Services Scope of Work;QB-SRV-SOW,OrderLineItem,,Professional Services Scope of Work,QB-SRV-SOW
Q-Drive NVX 16TB;QB-SSD 16TB,,,Q-Drive NVX 16TB,QB-SSD 16TB
Q-Drive NVX 2TB;QB-SSD 2TB,,,Q-Drive NVX 2TB,QB-SSD 2TB
Q-Drive NVX Ultra 30TB;QB-SSD 30TB,,,Q-Drive NVX Ultra 30TB,QB-SSD 30TB
Q-Drive NVX 4TB;QB-SSD 4TB,,,Q-Drive NVX 4TB,QB-SSD 4TB
Q-Drive NVX 8TB;QB-SSD 8TB,,,Q-Drive NVX 8TB,QB-SSD 8TB
Standard Success Plan;QB-STD-SP,OrderLineItem,,Standard Success Plan,QB-STD-SP
Silver Hardware Maintenance;QB-SUPP-1000,OrderLineItem,,Silver Hardware Maintenance,QB-SUPP-1000
Gold Hardware Maintenance;QB-SUPP-1005,OrderLineItem,,Gold Hardware Maintenance,QB-SUPP-1005
Software Maintenance;QB-SUPP-2000,OrderLineItem,,Software Maintenance,QB-SUPP-2000
Quantum Tokens Definition;QB-TOKEN-DEF,,,Quantum Tokens Definition,QB-TOKEN-DEF
QuantumBit Tokens Pack;QB-TOKENS-PACK,,,QuantumBit Tokens Pack,QB-TOKENS-PACK
QuantumBit Essentials Training;QB-TRN-ESSNTLS,OrderLineItem,,QuantumBit Essentials Training,QB-TRN-ESSNTLS
QuantumBit Fundamentals Training;QB-TRN-FUND,OrderLineItem,,QuantumBit Fundamentals Training,QB-TRN-FUND
QB-Accel VegaX200;QB-VegaX200,,,QB-Accel VegaX200,QB-VegaX200
vSphere Desktop;QB-VMW-D,OrderLineItem,,vSphere Desktop,QB-VMW-D
vSphere Enterprise;QB-VMW-E,OrderLineItem,,vSphere Enterprise,QB-VMW-E
vSphere Standard;QB-VMW-S,OrderLineItem,,vSphere Standard,QB-VMW-S
USD Resource Definition Product;RES-USD-DEF,,,USD Resource Definition Product,RES-USD-DEF
Resolutions;RESO,OrderLineItem,,Resolutions,RESO
SMS Messages;SMS-MESS,,,SMS Messages,SMS-MESS
SMS Sent/Received AU;SMSAU,OrderLineItem,,SMS Sent/Received AU,SMSAU
SMS Sent/Received CA;SMSCA,OrderLineItem,,SMS Sent/Received CA,SMSCA
SMS Sent/Received UK;SMSUK,OrderLineItem,,SMS Sent/Received UK,SMSUK
SMS Sent/Received US;SMSUS,OrderLineItem,,SMS Sent/Received US,SMSUS
QuantumBit Subscription;TEST-SUB,OrderLineItem,,QuantumBit Subscription,TEST-SUB
