$$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
QB-INTEL E5-2660;One-Time;USD,USD,true,false,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,One-Time;OneTime,1699
QB-INTEL E5-2667;One-Time;USD,USD,true,false,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,One-Time;OneTime,2499
QB-INTEL E5-2683;One-Time;USD,USD,true,false,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,One-Time;OneTime,1399
QB-INTEL-GOLD-5318N;One-Time;USD,USD,true,false,"Intel Xeon Gold 5318N 2.1GHz, 24C/48T",Standard Price Book;true,QB-INTEL-GOLD-5318N,One-Time;OneTime,1999
QB-INTEL-GOLD-6330N;One-Time;USD,USD,true,false,"Intel Xeon Gold 6330N 2.2GHz, 28C/56T",Standard Price Book;true,QB-INTEL-GOLD-6330N,One-Time;OneTime,2149
QB-INTEL-GOLD-6354;One-Time;USD,USD,true,false,"Intel Xeon Gold 6354 3GHz, 18C/36T",Standard Price Book;true,QB-INTEL-GOLD-6354,One-Time;OneTime,3300
QB-INTEL-PLAT-8352M;One-Time;USD,USD,true,false,"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T",Standard Price Book;true,QB-INTEL-PLAT-8352M,One-Time;OneTime,2000
QB-INTEL-PLAT-8352Y;One-Time;USD,USD,true,false,"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T",Standard Price Book;true,QB-INTEL-PLAT-8352Y,One-Time;OneTime,2500
QB-INTEL-PLAT-8360Y;One-Time;USD,USD,true,false,"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T",Standard Price Book;true,QB-INTEL-PLAT-8360Y,One-Time;OneTime,2800
QB-INTEL-PLAT-8368;One-Time;USD,USD,true,false,"Intel Xeon Platinum 8368 2.4GHz, 38C/76T",Standard Price Book;true,QB-INTEL-PLAT-8368,One-Time;OneTime,2950
QB-LIC-CLOUD;Term Annual;USD,USD,true,false,Cloud License (Monthly),Standard Price Book;true,QB-LIC-CLOUD,Term Annual;TermDefined,550
QB-LIQUIDCOOL;One-Time;USD,USD,true,false,QB Liquid Cooler,Standard Price Book;true,QB-LIQUIDCOOL,One-Time;OneTime,250
QB-MEM 128GB;One-Time;USD,USD,true,false,128GB LRDIMM,Standard Price Book;true,QB-MEM 128GB,One-Time;OneTime,1989
QB-MEM 16GB;One-Time;USD,USD,true,false,16GB RDIMM,Standard Price Book;true,QB-MEM 16GB,One-Time;OneTime,599
QB-MEM 32GB;One-Time;USD,USD,true,false,32GB RDIMM,Standard Price Book;true,QB-MEM 32GB,One-Time;OneTime,889
QB-MEM 64GB;One-Time;USD,USD,true,false,64GB RDIMM,Standard Price Book;true,QB-MEM 64GB,One-Time;OneTime,999
QB-MEM 8GB;One-Time;USD,USD,true,false,8GB RDIMM,Standard Price Book;true,QB-MEM 8GB,One-Time;OneTime,399
QB-MSG-STRT;Evergreen Monthly;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Evergreen Monthly;Evergreen,3500
QB-MSG-STRT;Term Annual;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Annual;TermDefined,30000
QB-MSG-STRT;Term Monthly;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Monthly;TermDefined,3000
QB-MTY-CMT;Term Annual;USD,USD,true,false,QuantumBit Database (Monetary Commit),Standard Price Book;true,QB-MTY-CMT,Term Annual;TermDefined,8000
QB-NET X710;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,QB-NET X710,One-Time;OneTime,1599
QB-NET-100G-ULTRA;One-Time;USD,USD,true,false,QB-NetLink 100G Ultra,Standard Price Book;true,QB-NET-100G-ULTRA,One-Time;OneTime,700
QB-NET-10G;One-Time;USD,USD,true,false,QB-NetLink 10G,Standard Price Book;true,QB-NET-10G,One-Time;OneTime,220
QB-NET-25G;One-Time;USD,USD,true,false,QB-NetLink 25G,Standard Price Book;true,QB-NET-25G,One-Time;OneTime,450
QB-NETSECURE-10G;One-Time;USD,USD,true,false,QB-NetSecure 10G,Standard Price Book;true,QB-NETSECURE-10G,One-Time;OneTime,500
QB-NovaX150;One-Time;USD,USD,true,false,QB-Accel NovaX150,Standard Price Book;true,QB-NovaX150,One-Time;OneTime,9800
QB-NVExpand-200;One-Time;USD,USD,true,false,QB-NVExpand 200,Standard Price Book;true,QB-NVExpand-200,One-Time;OneTime,475
QB-PWRCORE-1600S;One-Time;USD,USD,true,false,QB-PowerCore 1600S,Standard Price Book;true,QB-PWRCORE-1600S,One-Time;OneTime,599
QB-PWRCORE-500S;One-Time;USD,USD,true,false,QB-PowerCore 500S,Standard Price Book;true,QB-PWRCORE-500S,One-Time;OneTime,299
QB-PWRCORE-800S;One-Time;USD,USD,true,false,QB-PowerCore 800S,Standard Price Book;true,QB-PWRCORE-800S,One-Time;OneTime,489
QB-PWRSAFE-1000D;One-Time;USD,USD,true,false,QB-PowerSafe 1000D,Standard Price Book;true,QB-PWRSAFE-1000D,One-Time;OneTime,700
QB-PWRSAFE-2000D;One-Time;USD,USD,true,false,QB-PowerSafe 2000D,Standard Price Book;true,QB-PWRSAFE-2000D,One-Time;OneTime,1850
QB-PWRSAFE-600D;One-Time;USD,USD,true,false,QB-PowerSafe 600D,Standard Price Book;true,QB-PWRSAFE-600D,One-Time;OneTime,450
QB-QRack-750;One-Time;USD,USD,true,false,QuantumBit Q-Rack 750,Standard Price Book;true,QB-QRack-750,One-Time;OneTime,3980
QB-QTY-CMT;Term Annual;USD,USD,true,false,QuantumBit Database (Quantity Commit),Standard Price Book;true,QB-QTY-CMT,Term Annual;TermDefined,500
QB-RAID-500;One-Time;USD,USD,true,false,QB-RAIDForce 500,Standard Price Book;true,QB-RAID-500,One-Time;OneTime,620
QB-SRV-DNE;One-Time;USD,USD,true,false,Data Normalization Expert,Standard Price Book;true,QB-SRV-DNE,One-Time;OneTime,300
QB-SRV-IMP;One-Time;USD,USD,true,false,Implementation Engineer,Standard Price Book;true,QB-SRV-IMP,One-Time;OneTime,300
QB-SRV-ISE;One-Time;USD,USD,true,false,Integration Specialist Engineer,Standard Price Book;true,QB-SRV-ISE,One-Time;OneTime,350
QB-SRV-MEE;One-Time;USD,USD,true,false,Module Extension Engineer,Standard Price Book;true,QB-SRV-MEE,One-Time;OneTime,300
QB-SRV-OG-PSH;One-Time;USD,USD,true,false,Professional Services Daily Rate,Standard Price Book;true,QB-SRV-OG-PSH,One-Time;OneTime,250
QB-SRV-PD;One-Time;USD,USD,true,false,Program Director,Standard Price Book;true,QB-SRV-PD,One-Time;OneTime,350
QB-SRV-PMN;One-Time;USD,USD,true,false,Project Manager,Standard Price Book;true,QB-SRV-PMN,One-Time;OneTime,300
QB-SRV-QAE;One-Time;USD,USD,true,false,Quality Assurance Engineer,Standard Price Book;true,QB-SRV-QAE,One-Time;OneTime,300
QB-SRV-SAT;One-Time;USD,USD,true,false,Solutions Architect,Standard Price Book;true,QB-SRV-SAT,One-Time;OneTime,500
QB-SRV-SOW;One-Time;USD,USD,true,false,Professional Services Scope of Work,Standard Price Book;true,QB-SRV-SOW,One-Time;OneTime,25000
QB-SSD 16TB;One-Time;USD,USD,true,false,Q-Drive NVX 16TB,Standard Price Book;true,QB-SSD 16TB,One-Time;OneTime,1200
QB-SSD 2TB;One-Time;USD,USD,true,false,Q-Drive NVX 2TB,Standard Price Book;true,QB-SSD 2TB,One-Time;OneTime,150
QB-SSD 30TB;One-Time;USD,USD,true,false,Q-Drive NVX Ultra 30TB,Standard Price Book;true,QB-SSD 30TB,One-Time;OneTime,2500
QB-SSD 4TB;One-Time;USD,USD,true,false,Q-Drive NVX 4TB,Standard Price Book;true,QB-SSD 4TB,One-Time;OneTime,225
QB-SSD 8TB;One-Time;USD,USD,true,false,Q-Drive NVX 8TB,Standard Price Book;true,QB-SSD 8TB,One-Time;OneTime,580
QB-SUPP-1000;Term Annual;USD,USD,true,false,Silver Hardware Maintenance,Standard Price Book;true,QB-SUPP-1000,Term Annual;TermDefined,25000
QB-SUPP-1005;Term Annual;USD,USD,true,false,Gold Hardware Maintenance,Standard Price Book;true,QB-SUPP-1005,Term Annual;TermDefined,30000
QB-SUPP-2000;Term Annual;USD,USD,true,true,Software Maintenance,Standard Price Book;true,QB-SUPP-2000,Term Annual;TermDefined,0
QB-TOKENS-PACK;One-Time;USD,USD,true,false,QuantumBit Tokens Pack,Standard Price Book;true,QB-TOKENS-PACK,One-Time;OneTime,100
QB-TRN-ESSNTLS;One-Time;USD,USD,true,false,QuantumBit Essentials Training,Standard Price Book;true,QB-TRN-ESSNTLS,One-Time;OneTime,8500
QB-TRN-FUND;One-Time;USD,USD,true,false,QuantumBit Fundamentals Training,Standard Price Book;true,QB-TRN-FUND,One-Time;OneTime,6500
QB-VegaX200;One-Time;USD,USD,true,false,QB-Accel VegaX200,Standard Price Book;true,QB-VegaX200,One-Time;OneTime,15000
TEST-SUB;Evergreen Annual;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Annual;Evergreen,420
TEST-SUB;Evergreen Monthly;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Monthly;Evergreen,35
TEST-SUB;Term Annual;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Annual;TermDefined,360
TEST-SUB;Term Monthly;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Monthly;TermDefined,30
PROD-1000281857;One-Time;USD,USD,true,false,Switch ASIC,Standard Price Book;true,PROD-1000281857,One-Time;OneTime,2500
PROD-1002254785;One-Time;USD,USD,true,false,PDU Outlet Whip,Standard Price Book;true,PROD-1002254785,One-Time;OneTime,250
PROD-1008704562;One-Time;USD,USD,true,false,Network Fabric,Standard Price Book;true,PROD-1008704562,One-Time;OneTime,26700
PROD-1038139044;One-Time;USD,USD,true,false,NVMe U.2 SSD 3.84TB,Standard Price Book;true,PROD-1038139044,One-Time;OneTime,300
PROD-1046989797;One-Time;USD,USD,true,false,Breaker Set,Standard Price Book;true,PROD-1046989797,One-Time;OneTime,125
PROD-1054187061;One-Time;USD,USD,true,false,Charger Module,Standard Price Book;true,PROD-1054187061,One-Time;OneTime,500
PROD-1065068854;One-Time;USD,USD,true,false,Bypass Switch,Standard Price Book;true,PROD-1065068854,One-Time;OneTime,230
PROD-1066573967;One-Time;USD,USD,true,false,Front Door,Standard Price Book;true,PROD-1066573967,One-Time;OneTime,45
PROD-1078575407;One-Time;USD,USD,true,false,Dual PSU & Fan Modules,Standard Price Book;true,PROD-1078575407,One-Time;OneTime,1700
PROD-111239623;One-Time;USD,USD,true,false,1U LCD Tray,Standard Price Book;true,PROD-111239623,One-Time;OneTime,400
PROD-1128940216;One-Time;USD,USD,true,false,Perforated Doors,Standard Price Book;true,PROD-1128940216,One-Time;OneTime,560
PROD-1153963439;One-Time;USD,USD,true,false,Metering Board,Standard Price Book;true,PROD-1153963439,One-Time;OneTime,120
PROD-1160394163;One-Time;USD,USD,true,false,Online UPS Module,Standard Price Book;true,PROD-1160394163,One-Time;OneTime,2500
PROD-1167731127;One-Time;USD,USD,true,false,Outlet Strips,Standard Price Book;true,PROD-1167731127,One-Time;OneTime,300
PROD-1176699896;One-Time;USD,USD,true,false,Cable Tie Pack,Standard Price Book;true,PROD-1176699896,One-Time;OneTime,10
PROD-1202444971;One-Time;USD,USD,true,false,External Battery Pack,Standard Price Book;true,PROD-1202444971,One-Time;OneTime,800
PROD-1223537488;One-Time;USD,USD,true,false,Generic Component A,Standard Price Book;true,PROD-1223537488,One-Time;OneTime,1250
PROD-1232611253;One-Time;USD,USD,true,false,Generic Component A,Standard Price Book;true,PROD-1232611253,One-Time;OneTime,850
PROD-1234105735;One-Time;USD,USD,true,false,Redundant PDUs (A/B),Standard Price Book;true,PROD-1234105735,One-Time;OneTime,1090
PROD-1247640563;One-Time;USD,USD,true,false,PSU Set (2x),Standard Price Book;true,PROD-1247640563,One-Time;OneTime,2000
PROD-1249967782;One-Time;USD,USD,true,false,USB Console Cable,Standard Price Book;true,PROD-1249967782,One-Time;OneTime,15
PROD-1289692484;One-Time;USD,USD,true,false,Generic Component A,Standard Price Book;true,PROD-1289692484,One-Time;OneTime,400
PROD-1298719794;One-Time;USD,USD,true,false,Brush Strips & Baffles,Standard Price Book;true,PROD-1298719794,One-Time;OneTime,70
PROD-1302496369;One-Time;USD,USD,true,false,Mgmt Appliance Chassis,Standard Price Book;true,PROD-1302496369,One-Time;OneTime,500
PROD-1310694555;One-Time;USD,USD,true,false,24‑bay NVMe JBOF,Standard Price Book;true,PROD-1310694555,One-Time;OneTime,4000
PROD-1324161108;One-Time;USD,USD,true,false,Rails & Mounting,Standard Price Book;true,PROD-1324161108,One-Time;OneTime,4400
PROD-1361853679;One-Time;USD,USD,true,false,24‑bay SAS Shelf,Standard Price Book;true,PROD-1361853679,One-Time;OneTime,3000
PROD-1380327064;One-Time;USD,USD,true,false,Dual IOM (PCIe),Standard Price Book;true,PROD-1380327064,One-Time;OneTime,3000
PROD-1427074895;One-Time;USD,USD,true,false,Outlet Strips,Standard Price Book;true,PROD-1427074895,One-Time;OneTime,300
PROD-1448587501;One-Time;USD,USD,true,false,Generic Component B,Standard Price Book;true,PROD-1448587501,One-Time;OneTime,400
PROD-1472536093;One-Time;USD,USD,true,false,128x 100GbE Spine,Standard Price Book;true,PROD-1472536093,One-Time;OneTime,16000
PROD-148835828;One-Time;USD,USD,true,false,Compute Cluster,Standard Price Book;true,PROD-148835828,One-Time;OneTime,21000
PROD-1491788725;One-Time;USD,USD,true,false,Dual IOM (SAS),Standard Price Book;true,PROD-1491788725,One-Time;OneTime,2000
PROD-1511371870;One-Time;USD,USD,true,false,Rack Screw & Cage Nut (set),Standard Price Book;true,PROD-1511371870,One-Time;OneTime,15
PROD-1514472773;One-Time;USD,USD,true,false,RJ‑45 Patch 3m,Standard Price Book;true,PROD-1514472773,One-Time;OneTime,8
PROD-1517433427;One-Time;USD,USD,true,false,1U Dual‑CPU Servers,Standard Price Book;true,PROD-1517433427,One-Time;OneTime,9000
PROD-1533783581;One-Time;USD,USD,true,false,Fan Controller Board,Standard Price Book;true,PROD-1533783581,One-Time;OneTime,400
PROD-1536519560;One-Time;USD,USD,true,false,Generic Component B,Standard Price Book;true,PROD-1536519560,One-Time;OneTime,50
PROD-1547313492;One-Time;USD,USD,true,false,Generic Component A,Standard Price Book;true,PROD-1547313492,One-Time;OneTime,35
PROD-1559036382;One-Time;USD,USD,true,false,42U Uprights/Beams,Standard Price Book;true,PROD-1559036382,One-Time;OneTime,2550
PROD-1563124993;One-Time;USD,USD,true,false,In‑Rack Fan Trays,Standard Price Book;true,PROD-1563124993,One-Time;OneTime,680
PROD-1563341377;One-Time;USD,USD,true,false,Side Panels,Standard Price Book;true,PROD-1563341377,One-Time;OneTime,260
PROD-1574258426;One-Time;USD,USD,true,false,Rail Mount Bracket,Standard Price Book;true,PROD-1574258426,One-Time;OneTime,20
PROD-1576658789;One-Time;USD,USD,true,false,Generic Component B,Standard Price Book;true,PROD-1576658789,One-Time;OneTime,1250
PROD-1593141905;One-Time;USD,USD,true,false,Rear Door,Standard Price Book;true,PROD-1593141905,One-Time;OneTime,85
PROD-159863330;One-Time;USD,USD,true,false,PDU‑A (30A/3‑phase),Standard Price Book;true,PROD-159863330,One-Time;OneTime,545
PROD-1603627899;One-Time;USD,USD,true,false,Airflow Management (Blanking/Brush),Standard Price Book;true,PROD-1603627899,One-Time;OneTime,165
PROD-1607828377;One-Time;USD,USD,true,false,Motherboard (2‑socket),Standard Price Book;true,PROD-1607828377,One-Time;OneTime,7000
PROD-1609709205;One-Time;USD,USD,true,false,Blanking Panels Set,Standard Price Book;true,PROD-1609709205,One-Time;OneTime,95
PROD-1616292046;One-Time;USD,USD,true,false,Dual NIC & BMC,Standard Price Book;true,PROD-1616292046,One-Time;OneTime,300
PROD-1673140239;One-Time;USD,USD,true,false,M.2 SSD 512GB (OS),Standard Price Book;true,PROD-1673140239,One-Time;OneTime,50
PROD-1704766065;One-Time;USD,USD,true,false,Battery String,Standard Price Book;true,PROD-1704766065,One-Time;OneTime,300
PROD-1744092313;One-Time;USD,USD,true,false,Security & Safety,Standard Price Book;true,PROD-1744092313,One-Time;OneTime,3985
PROD-1766568232;One-Time;USD,USD,true,false,Inverter Module,Standard Price Book;true,PROD-1766568232,One-Time;OneTime,1500
PROD-1768772247;One-Time;USD,USD,true,false,Heatsink Assembly,Standard Price Book;true,PROD-1768772247,One-Time;OneTime,60
PROD-1776230868;One-Time;USD,USD,true,false,Hot‑swap Fan Tray,Standard Price Book;true,PROD-1776230868,One-Time;OneTime,280
PROD-1795624702;One-Time;USD,USD,true,false,Inlet Cordset (IEC‑309),Standard Price Book;true,PROD-1795624702,One-Time;OneTime,330
PROD-1803530052;One-Time;USD,USD,true,false,Hardware Kit,Standard Price Book;true,PROD-1803530052,One-Time;OneTime,245
PROD-1809409779;One-Time;USD,USD,true,false,LCD/KVM‑over‑IP Console,Standard Price Book;true,PROD-1809409779,One-Time;OneTime,680
PROD-186801522;One-Time;USD,USD,true,false,NVMe Backplane Cable,Standard Price Book;true,PROD-186801522,One-Time;OneTime,45
PROD-1878093187;One-Time;USD,USD,true,false,2U Dual‑CPU Servers,Standard Price Book;true,PROD-1878093187,One-Time;OneTime,12000
PROD-188088183;One-Time;USD,USD,true,false,Breaker Module 30A,Standard Price Book;true,PROD-188088183,One-Time;OneTime,45
PROD-1897393325;One-Time;USD,USD,true,false,Cabling & Harnesses,Standard Price Book;true,PROD-1897393325,One-Time;OneTime,225
PROD-1917148511;One-Time;USD,USD,true,false,PSU Power Cord (C19),Standard Price Book;true,PROD-1917148511,One-Time;OneTime,25
PROD-192607526;One-Time;USD,USD,true,false,SAS Cable (Mini‑SAS HD),Standard Price Book;true,PROD-192607526,One-Time;OneTime,40
PROD-1939884557;One-Time;USD,USD,true,false,Smart Rack Locks & Access,Standard Price Book;true,PROD-1939884557,One-Time;OneTime,3400
PROD-1941355444;One-Time;USD,USD,true,false,Management & Monitoring,Standard Price Book;true,PROD-1941355444,One-Time;OneTime,1480
PROD-1956857281;One-Time;USD,USD,true,false,Kensington Lock Anchor,Standard Price Book;true,PROD-1956857281,One-Time;OneTime,30
PROD-1977133047;One-Time;USD,USD,true,false,Rear Door,Standard Price Book;true,PROD-1977133047,One-Time;OneTime,180
PROD-2001013682;One-Time;USD,USD,true,false,Leveling Foot,Standard Price Book;true,PROD-2001013682,One-Time;OneTime,15
PROD-2003786421;One-Time;USD,USD,true,false,Cooling System,Standard Price Book;true,PROD-2003786421,One-Time;OneTime,845
PROD-2004313496;One-Time;USD,USD,true,false,Front Door,Standard Price Book;true,PROD-2004313496,One-Time;OneTime,380
PROD-2006854732;One-Time;USD,USD,true,false,25/100GbE NIC,Standard Price Book;true,PROD-2006854732,One-Time;OneTime,350
PROD-2035320005;One-Time;USD,USD,true,false,Harness,Standard Price Book;true,PROD-2035320005,One-Time;OneTime,200
PROD-204534203;One-Time;USD,USD,true,false,Universal Sliding Rails,Standard Price Book;true,PROD-204534203,One-Time;OneTime,4250
PROD-2058355083;One-Time;USD,USD,true,false,Motherboard (2‑socket),Standard Price Book;true,PROD-2058355083,One-Time;OneTime,6500
PROD-2059567741;One-Time;USD,USD,true,false,Generic Component B,Standard Price Book;true,PROD-2059567741,One-Time;OneTime,850
PROD-2063526037;One-Time;USD,USD,true,false,Rear Door,Standard Price Book;true,PROD-2063526037,One-Time;OneTime,15
