$$CostBook.Name$Product.StockKeepingUnit$CurrencyIsoCode,Cost,CostBook.$$Name$IsDefault,CurrencyIsoCode,Description,EffectiveFrom,EffectiveTo,Product.StockKeepingUnit
Standard Cost Book;QB-HD 1.2TB;USD,28.46,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 1.2TB
Standard Cost Book;QB-HD 1TB;USD,181.93,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 1TB
Standard Cost Book;QB-HD 20TB;USD,885.47,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 20TB
Standard Cost Book;QB-HD 3TB;USD,177.4,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 3TB
Standard Cost Book;QB-HD 4TB;USD,307.43,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 4TB
Standard Cost Book;QB-HD 8TB;USD,248.14,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TB
Standard Cost Book;QB-HD 8TBSE;USD,143.85,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-HD 8TBSE
Standard Cost Book;QB-INTEL E5-2609;USD,202.53,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2609
Standard Cost Book;QB-INTEL E5-2660;USD,733.04,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2660
Standard Cost Book;QB-INTEL E5-2667;USD,403.26,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2667
Standard Cost Book;QB-INTEL E5-2683;USD,584.2,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL E5-2683
Standard Cost Book;QB-INTEL-GOLD-5318N;USD,825.69,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-5318N
Standard Cost Book;QB-INTEL-GOLD-6330N;USD,853.54,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6330N
Standard Cost Book;QB-INTEL-GOLD-6354;USD,353.83,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-GOLD-6354
Standard Cost Book;QB-INTEL-PLAT-8352M;USD,281.24,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352M
Standard Cost Book;QB-INTEL-PLAT-8352Y;USD,1159.62,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8352Y
Standard Cost Book;QB-INTEL-PLAT-8360Y;USD,587.56,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8360Y
Standard Cost Book;QB-INTEL-PLAT-8368;USD,368.58,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-INTEL-PLAT-8368
Standard Cost Book;QB-LIC-CLOUD;USD,133.62,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-LIC-CLOUD
Standard Cost Book;QB-LIQUIDCOOL;USD,97.51,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-LIQUIDCOOL
Standard Cost Book;QB-MEM 128GB;USD,217.31,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 128GB
Standard Cost Book;QB-MEM 16GB;USD,67.49,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 16GB
Standard Cost Book;QB-MEM 32GB;USD,171.31,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 32GB
Standard Cost Book;QB-MEM 64GB;USD,143.86,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 64GB
Standard Cost Book;QB-MEM 8GB;USD,128.44,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MEM 8GB
Standard Cost Book;QB-MSG-STRT;USD,526.56,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MSG-STRT
Standard Cost Book;QB-MTY-CMT;USD,3198.77,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-MTY-CMT
Standard Cost Book;QB-NET X710;USD,489.26,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NET X710
Standard Cost Book;QB-NET-100G-ULTRA;USD,255.59,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NET-100G-ULTRA
Standard Cost Book;QB-NET-10G;USD,35.03,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NET-10G
Standard Cost Book;QB-NET-25G;USD,154.66,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NET-25G
Standard Cost Book;QB-NETSECURE-10G;USD,243.34,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NETSECURE-10G
Standard Cost Book;QB-NVExpand-200;USD,137.63,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NVExpand-200
Standard Cost Book;QB-NovaX150;USD,2411.16,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-NovaX150
Standard Cost Book;QB-PWRCORE-1600S;USD,178.12,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-PWRCORE-1600S
Standard Cost Book;QB-PWRCORE-500S;USD,132.52,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-PWRCORE-500S
Standard Cost Book;QB-PWRCORE-800S;USD,95.75,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-PWRCORE-800S
Standard Cost Book;QB-PWRSAFE-1000D;USD,246.6,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-PWRSAFE-1000D
Standard Cost Book;QB-PWRSAFE-2000D;USD,318.2,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-PWRSAFE-2000D
Standard Cost Book;QB-PWRSAFE-600D;USD,89.75,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-PWRSAFE-600D
Standard Cost Book;QB-QRack-750;USD,1441.71,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-QRack-750
Standard Cost Book;QB-QTY-CMT;USD,119.53,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-QTY-CMT
Standard Cost Book;QB-RAID-500;USD,91.24,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-RAID-500
Standard Cost Book;QB-SRV-DNE;USD,40.43,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-DNE
Standard Cost Book;QB-SRV-IMP;USD,38.58,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-IMP
Standard Cost Book;QB-SRV-ISE;USD,128.31,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-ISE
Standard Cost Book;QB-SRV-MEE;USD,146.88,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-MEE
Standard Cost Book;QB-SRV-OG-PSH;USD,31.59,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-OG-PSH
Standard Cost Book;QB-SRV-PD;USD,112.83,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-PD
Standard Cost Book;QB-SRV-PMN;USD,83.99,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-PMN
Standard Cost Book;QB-SRV-QAE;USD,91.82,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-QAE
Standard Cost Book;QB-SRV-SAT;USD,214.25,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-SAT
Standard Cost Book;QB-SRV-SOW;USD,12045.22,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SRV-SOW
Standard Cost Book;QB-SSD 16TB;USD,491.01,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SSD 16TB
Standard Cost Book;QB-SSD 2TB;USD,23.18,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SSD 2TB
Standard Cost Book;QB-SSD 30TB;USD,934.88,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SSD 30TB
Standard Cost Book;QB-SSD 4TB;USD,87.92,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SSD 4TB
Standard Cost Book;QB-SSD 8TB;USD,195.36,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SSD 8TB
Standard Cost Book;QB-SUPP-1000;USD,4990.11,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1000
Standard Cost Book;QB-SUPP-1005;USD,3392.16,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-SUPP-1005
Standard Cost Book;QB-TOKENS-PACK;USD,25.28,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-TOKENS-PACK
Standard Cost Book;QB-TRN-ESSNTLS;USD,2301.93,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-TRN-ESSNTLS
Standard Cost Book;QB-TRN-FUND;USD,1533.67,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-TRN-FUND
Standard Cost Book;QB-VegaX200;USD,5700.09,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,QB-VegaX200
Standard Cost Book;TEST-SUB;USD,6.51,Standard Cost Book;true,USD,,2024-01-01T17:00:00.000+0000,,TEST-SUB
