$$Product2.StockKeepingUnit$ProductSellingModel.Name,IsDefault,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,ProrationPolicy.Name
QB-HD 1TB;１回限り,true,QB-HD 1TB,１回限り;OneTime,
QB-HD 20TB;１回限り,true,QB-HD 20TB,１回限り;OneTime,
QB-HD 3TB;１回限り,true,QB-HD 3TB,１回限り;OneTime,
QB-HD 4TB;１回限り,true,QB-HD 4TB,１回限り;OneTime,
QB-HD 8TB;１回限り,true,QB-HD 8TB,１回限り;OneTime,
QB-HD 8TBSE;１回限り,true,QB-HD 8TBSE,１回限り;OneTime,
QB-INTEL E5-2609;１回限り,true,QB-INTEL E5-2609,１回限り;OneTime,
QB-INTEL E5-2660;１回限り,true,QB-INTEL E5-2660,１回限り;OneTime,
QB-INTEL E5-2667;１回限り,true,QB-INTEL E5-2667,１回限り;OneTime,
QB-INTEL E5-2683;１回限り,true,QB-INTEL E5-2683,１回限り;OneTime,
QB-INTEL-GOLD-5318N;１回限り,true,QB-INTEL-GOLD-5318N,１回限り;OneTime,
QB-INTEL-GOLD-6330N;１回限り,true,QB-INTEL-GOLD-6330N,１回限り;OneTime,
QB-INTEL-GOLD-6354;１回限り,true,QB-INTEL-GOLD-6354,１回限り;OneTime,
QB-INTEL-PLAT-8352M;１回限り,true,QB-INTEL-PLAT-8352M,１回限り;OneTime,
QB-INTEL-PLAT-8352Y;１回限り,true,QB-INTEL-PLAT-8352Y,１回限り;OneTime,
QB-INTEL-PLAT-8360Y;１回限り,true,QB-INTEL-PLAT-8360Y,１回限り;OneTime,
QB-INTEL-PLAT-8368;１回限り,true,QB-INTEL-PLAT-8368,１回限り;OneTime,
QB-LIC-CLOUD;期間ベース（年間）,true,QB-LIC-CLOUD,期間ベース（年間）;TermDefined,Default Proration Policy
QB-LIC-CLOUD;期間ベース（月間）,false,QB-LIC-CLOUD,期間ベース（月間）;TermDefined,Default Proration Policy
QB-LIQUIDCOOL;１回限り,true,QB-LIQUIDCOOL,１回限り;OneTime,
QB-MEM 128GB;１回限り,true,QB-MEM 128GB,１回限り;OneTime,
QB-MEM 16GB;１回限り,true,QB-MEM 16GB,１回限り;OneTime,
QB-MEM 32GB;１回限り,true,QB-MEM 32GB,１回限り;OneTime,
QB-MEM 64GB;１回限り,true,QB-MEM 64GB,１回限り;OneTime,
QB-MEM 8GB;１回限り,true,QB-MEM 8GB,１回限り;OneTime,
QB-MSG-STRT;エバーグリーン（月間）,false,QB-MSG-STRT,エバーグリーン（月間）;Evergreen,Default Proration Policy
QB-MSG-STRT;期間ベース（年間）,true,QB-MSG-STRT,期間ベース（年間）;TermDefined,Default Proration Policy
QB-MSG-STRT;期間ベース（月間）,false,QB-MSG-STRT,期間ベース（月間）;TermDefined,Default Proration Policy
QB-MTY-CMT;期間ベース（年間）,true,QB-MTY-CMT,期間ベース（年間）;TermDefined,Default Proration Policy
QB-NET X710;１回限り,true,QB-NET X710,１回限り;OneTime,
QB-NET-100G-ULTRA;１回限り,true,QB-NET-100G-ULTRA,１回限り;OneTime,
QB-NET-10G;１回限り,true,QB-NET-10G,１回限り;OneTime,
QB-NET-25G;１回限り,true,QB-NET-25G,１回限り;OneTime,
QB-NETSECURE-10G;１回限り,true,QB-NETSECURE-10G,１回限り;OneTime,
QB-NovaX150;１回限り,true,QB-NovaX150,１回限り;OneTime,
QB-NVExpand-200;１回限り,true,QB-NVExpand-200,１回限り;OneTime,
QB-PWRCORE-1600S;１回限り,true,QB-PWRCORE-1600S,１回限り;OneTime,
QB-PWRCORE-500S;１回限り,true,QB-PWRCORE-500S,１回限り;OneTime,
QB-PWRCORE-800S;１回限り,true,QB-PWRCORE-800S,１回限り;OneTime,
QB-PWRSAFE-1000D;１回限り,true,QB-PWRSAFE-1000D,１回限り;OneTime,
QB-PWRSAFE-2000D;１回限り,true,QB-PWRSAFE-2000D,１回限り;OneTime,
QB-PWRSAFE-600D;１回限り,true,QB-PWRSAFE-600D,１回限り;OneTime,
QB-QRack-750;１回限り,true,QB-QRack-750,１回限り;OneTime,
QB-QTY-CMT;期間ベース（年間）,true,QB-QTY-CMT,期間ベース（年間）;TermDefined,Default Proration Policy
QB-RAID-500;１回限り,true,QB-RAID-500,１回限り;OneTime,
QB-SRV-DNE;１回限り,true,QB-SRV-DNE,１回限り;OneTime,
QB-SRV-IMP;１回限り,true,QB-SRV-IMP,１回限り;OneTime,
QB-SRV-ISE;１回限り,true,QB-SRV-ISE,１回限り;OneTime,
QB-SRV-MEE;１回限り,true,QB-SRV-MEE,１回限り;OneTime,
QB-SRV-OG-PSH;１回限り,true,QB-SRV-OG-PSH,１回限り;OneTime,
QB-SRV-PD;１回限り,true,QB-SRV-PD,１回限り;OneTime,
QB-SRV-PMN;１回限り,true,QB-SRV-PMN,１回限り;OneTime,
QB-SRV-QAE;１回限り,true,QB-SRV-QAE,１回限り;OneTime,
QB-SRV-SAT;１回限り,true,QB-SRV-SAT,１回限り;OneTime,
QB-SRV-SOW;１回限り,true,QB-SRV-SOW,１回限り;OneTime,
QB-SSD 16TB;１回限り,true,QB-SSD 16TB,１回限り;OneTime,
QB-SSD 2TB;１回限り,true,QB-SSD 2TB,１回限り;OneTime,
QB-SSD 30TB;１回限り,true,QB-SSD 30TB,１回限り;OneTime,
QB-SSD 4TB;１回限り,true,QB-SSD 4TB,１回限り;OneTime,
QB-SSD 8TB;１回限り,true,QB-SSD 8TB,１回限り;OneTime,
QB-SUPP-1000;期間ベース（年間）,true,QB-SUPP-1000,期間ベース（年間）;TermDefined,Default Proration Policy
QB-SUPP-1005;期間ベース（年間）,true,QB-SUPP-1005,期間ベース（年間）;TermDefined,Default Proration Policy
QB-SUPP-2000;期間ベース（年間）,true,QB-SUPP-2000,期間ベース（年間）;TermDefined,Default Proration Policy
QB-TOKENS-PACK;１回限り,true,QB-TOKENS-PACK,１回限り;OneTime,
QB-TRN-ESSNTLS;１回限り,true,QB-TRN-ESSNTLS,１回限り;OneTime,
QB-TRN-FUND;１回限り,true,QB-TRN-FUND,１回限り;OneTime,
QB-VegaX200;１回限り,true,QB-VegaX200,１回限り;OneTime,
TEST-SUB;エバーグリーン（年間）,false,TEST-SUB,エバーグリーン（年間）;Evergreen,Default Proration Policy
TEST-SUB;エバーグリーン（月間）,false,TEST-SUB,エバーグリーン（月間）;Evergreen,Default Proration Policy
TEST-SUB;期間ベース（年間）,true,TEST-SUB,期間ベース（年間）;TermDefined,Default Proration Policy
TEST-SUB;期間ベース（月間）,false,TEST-SUB,期間ベース（月間）;TermDefined,Default Proration Policy
