BasedOn.Code,CanRamp,ConfigureDuringSale,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
P001,false,Allowed,High Quality Printer Papers of various sizes. Each pack of 500 papers.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQylcHrD-KFEePiWUgmrL0fFj5Mmi5f1HgzUTeWxPr2ZQYU4G81KFCIzfDPRR6fDUmzOHE&usqp=CAU,Hardware,true,true,false,Printer Paper,PP001,,Commercial,,,
SL001,false,Allowed,Any type of Support for your products purchased from our portal. Choose between Premium and Premium Plus Support to make your life easier.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlTy-f7-QgWQhj24Fgq2GAmhxXcFuI6HAT3g&usqp=CAU,Service,true,true,false,Support,SP001,,Commercial,,,
TL001,false,Allowed,Equipped with a wealth of skills,https://www.shutterstock.com/image-photo/call-center-manager-happy-team-260nw-2314271337.jpg,Service,true,true,false,Basic Training,TRG001,,Commercial,,,
,false,NotAllowed,Promise by manufacturer regarding the condition of their product,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS268_nXXWpPWBN8xscScw-usavPnQ-Ym7Mn0dEwqk68w&s,Service,true,true,false,Warranty,W001,,Commercial,,,
,false,NotAllowed,Makes spoken communication possible without having to wear an earpiece.,https://media.istockphoto.com/id/182776995/photo/headset.jpg?s=612x612&w=0&k=20&c=JiwLaWc7dVPm7JjwxA5PV-CLDjY-Zg6xL4owoyGd9_M=,Miscellaneous,true,true,false,Headset,HDS001,,Commercial,,,
,false,NotAllowed,,,,true,true,true,Trip Mechanism,,,Technical,,,
,false,NotAllowed,,,,true,true,true,Breaker Contacts,,,Technical,,,
,false,NotAllowed,,,,true,true,true,Arc Chute,,,Technical,,,
,false,NotAllowed,,,,true,true,true,Overload Relay,,,Technical,,,
,false,NotAllowed,,,,true,true,false,Fire-Rated Steel Fuel Hose,Fire-Rated Steel Fuel Hose,,Commercial,,,
,false,NotAllowed,,,,true,true,false,Base Tank Emergency Vent,Base Tank Emergency Vent001,,Commercial,,,
,false,NotAllowed,,,,true,true,false,"8"" Fuel Extension","8"" Fuel extension001",,Commercial,,,
,false,NotAllowed,,,,true,true,false,"13"" Fuel Extension","13"" Fuel extension001",,Commercial,,,
,false,NotAllowed,,,,true,true,false,Fuel Hose,Fuel Hose001,,Commercial,,,
,false,NotAllowed,,,,true,true,false,Overfill Prevention Valve,Overfill Prevention Valve001,,Commercial,,,
,false,NotAllowed,,,,true,true,false,Return Hose,Return Hose001,,Commercial,,,
,false,NotAllowed,,,,true,true,false,Tank Risers,Tank Risers001,,Commercial,,,
,false,NotAllowed,,,,true,true,false,Florida DEP-DERM,Florida DEP-DERM001,,Commercial,,,
,false,NotAllowed,,,,true,true,false,12' Vent Extension,12' Vent Extension001,,Commercial,,,
,false,NotAllowed,,,,true,true,true,Bearing Set,,,Technical,,,
,false,NotAllowed,,,,true,true,true,Exciter,,,Technical,,,
,false,NotAllowed,,,,true,true,true,Stator Coil,,,Technical,,,
,false,NotAllowed,,,,true,true,true,Rotor Assembly,,,Technical,,,
,false,,This is Usage definition product. Should not come in Catalog.,,,true,true,false,API Access Premium Definition Product,DEF001,,Commercial,,,
,false,Allowed,AT&T Add On for SMS on the mobile plans.,,,true,true,false,AT&T Add On for SMS,ATTSMS07,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Danish,FESBA_H661-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Finnish,FESBA_H660-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Spanish,FESBA_H537-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-English,FESBA_H536-2,,Commercial,,,
,false,,,,Hardware,true,true,false,CONTROL MTG-FRONT FACING,FESBA_H679-2,,Commercial,,,
,false,,,,Hardware,true,true,false,CONTROL MTG-LEFT FACING,FESBA_H609-2,,Commercial,,,
,false,,,,Hardware,true,true,false,CONTROL MTG-RIGHT FACING,FESBA_H608-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Dutch,FESBA_H583-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Chinese (Mandarin),FESBA_H709-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Greek,FESBA_H718-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Norwegian,FESBA_H717-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-German,FESBA_H581-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-French,FESBA_H538-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Russian,FESBA_H707-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Portuguese,FESBA_H582-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Display Language-Italian,FESBA_H659-2,,Commercial,,,
,false,Allowed,A program designed to detect and remove viruses and other kinds of malicious software from your computer or laptop.,https://www.shutterstock.com/image-photo/antivirus-cyber-security-data-protection-600nw-1402830170.jpg,Software,true,true,false,Antivirus,AV001,,Commercial,,,
,false,Allowed,Maintenance product for hardware,,,true,true,false,Hardware Maintenance,MAIN0098,,Commercial,,,
,false,Allowed,Slack Support - Derived Product,,,true,true,false,Slack Support,SLKDPP007,,Commercial,,,
,false,Allowed,"Slack Training, derived product.",,,true,true,false,Slack Training,SLKDPP008,,Commercial,,,
,false,Allowed,Slack Productivity Software,,,true,true,false,Slack,SLKSRC001,,Commercial,,,
,false,Allowed,"Slack Sandbox, derived product.",,,true,true,false,Slack Sandbox,SLKDPP009,,Commercial,,,
,false,Allowed,"Portable 5TB External Hard Drive HDD – USB 3.0 for PC, Mac, PS4, & Xbox",https://m.media-amazon.com/images/I/81o5zJ+FcPL._AC_SL1500_.jpg,,true,true,false,External Hard Drive,EHD009,,Commercial,,,
MED01,false,Allowed,Podcast Subscription,https://unsplash.com/photos/a-black-microphone-with-a-yellow-background-mw9u1Q38rl4,,true,true,false,Podcast Subscription,PS001,,Commercial,,,
,false,Allowed,"Rampable Usage Product. AT&T Mobile Plan , talk, text, and data in and between the U.S., Canada, and Mexico.",,Service,true,true,false,AT&T Mobile Plan,ATTMB001,,Commercial,,,
,false,Allowed,Anchor Product,,Service,true,true,false,Cloud Storage Pro,CLOUD001,,Commercial,,,
,false,Allowed,Anchor Product,,Service,true,true,false,API Access Premium,CLOUD001,,Commercial,,,
,false,Allowed,Anchor Product with only one usage,,Service,true,true,false,Data Access Basic,CLOUD002,,Commercial,,,
Generator Set PC,false,Allowed,"The  FESBA  Series generator set performs at the highest level, featuring a robust design and optimal fuel consumption. A perfect solution for mission-critical applications.",/resource/1736281665000/generators/3000kw.png,Hardware,true,true,false,FESBA Generator Set,FESBA-FRD,,Commercial,,Bundle,
Generator Set PC,false,Allowed,,,Hardware,true,true,false,Generator Set Dev,GeneratorSetDev,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,STD Enclosure - Steel - 70dB,STD Enclosure - Steel001,,Commercial,,Bundle,
,false,NotAllowed,,,,true,true,false,"STANDARD - 1YR P/L/T, 2 YR P","STANDARD - 1YR P/L/T, 2 YR P001",,Commercial,,,
,false,NotAllowed,,,,true,true,false,EXTENDED - 5 YR P/L/T PREMIUM,EXTENDED - 5 YR P/L/T PREMIUM001,,Commercial,,,
,false,Allowed,Generac 200-Amp Automatic Smart Transfer Switch & 20-Circuit Load Center w/ Power Management (Service Disc.),/resource/txswitch200?,,true,true,false,200AMP TX Switch - NEMA1,,,Commercial,,,
,false,Allowed,Generac 200-Amp Automatic Smart Transfer Switch & 20-Circuit Load Center w/ Power Management (Service Disc.),/resource/txswitch200?,,true,true,false,200AMP TX Switch - NEMA3R,,,Commercial,,,
,false,Allowed,The 200 Amp Automatic Transfer Switch (ATS) with Service Entrance Disconnect has a NEMA 3R enclosure for indoor and outdoor use. This single phase 2-pole generator transfer switch fits homes with 200-Amp service. Its Service Entrance Disconnect Rating allows installation with a circuit breaker panel rated for 200 amps with or without a main circuit breaker.,/resource/txswitch200?,,true,true,false,200AMP SG350,,,Commercial,,,
,false,Allowed,,,Service,true,false,false,Generator Labor & Installation,Generator-Installation,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 100 KW,Alternator - 100 KW,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 130 KW,Alternator - 130 KW,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,STD Enclosure - Aluminum - 70dB,STD Enclosure - Aluminum001,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 150 KW,Alternator - 150 KW,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,L1A Enclosure - Steel- 60dB,L1A Enclosure - Steel001,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,L1A Enclosure - Aluminum - 60dB,L1A Enclosure - Aluminum001,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 175 KW,Alternator - 175 KW,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,L2A Enclosure - Steel - 50dB,L2A Enclosure - Steel001,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,L2A Enclosure - Aluminum - 50dB,L2A Enclosure - Aluminum001,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,L2A Encl w/ Mtr Dampers Steel - 40dB,L2A Encl w/ Mtr Dampers Steel001,,Commercial,,Bundle,
Enclosure001,false,Allowed,,,,true,true,false,L2A Encl w/ Mtr Dampers Alum - 40dB,L2A Encl w/ Mtr Dampers Alum001,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 200 KW,Alternator - 200 KW,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 250 KW,Alternator - 250 KW,,Commercial,,Bundle,
Alternator,false,Allowed,,,,true,true,false,Alternator - 300 KW,Alternator - 300 KW,,Commercial,,Bundle,
Battery001,false,NotAllowed,,,,true,true,false,"110AH, 925CCA, Inst, Dual","110AH, 925CCA, Inst, Dual",,Commercial,,Bundle,
Battery001,false,NotAllowed,,,,true,true,false,Optima Battery with Charger,Optima Battery with Charger,,Commercial,,Bundle,
Generac Solution,false,Allowed,,,,true,true,false,Generac Solution,Generac Solution,,Commercial,,Bundle,
CircuitBreaker,false,Allowed,,,,true,true,false,Circuit Breaker,Circuit Breaker,,Commercial,,Bundle,
BaseTank001,false,Allowed,,,,true,true,false,Base Tank,Basetank001,,Commercial,,Bundle,
Model PC,false,,,,Hardware,true,true,false,FESBA 900kW,FESBA_900,,Commercial,,Bundle,
Model PC,false,,,,Hardware,true,true,false,FESBA 1200kW,FESBA_1200,,Commercial,,,
Model PC,false,Allowed,,,Hardware,true,true,false,FESBA 1500kW,FESBA_1500,,Commercial,,,
Model PC,false,Allowed,"The  FESBA Series generator set performs at the highest level, featuring a robust design and optimal fuel consumption. A perfect solution for mission-critical applications.",/resource/1736281665000/generators/3000kw.png,Hardware,true,true,false,FESBA 1750kW,FESBA_1750,,Commercial,,,
Model PC,false,,,,Hardware,true,true,false,FESBA 2500kW,FESBA_2500,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"220/380,3 Phase,Wye,4 Wire",FESBA_R099-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"240/416,3 Phase,Wye,4 Wire",FESBA_R003-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"255/440,3 Phase,Wye,4 Wire",FESBA_R023-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"277/480,3 Phase,Wye,4 Wire",FESBA_R002-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"347/600,3 Phase,Wye,4 Wire",FESBA_R114-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"2400/4160,3 Phase,Wye,4Wire",FESBA_R107-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"7200/12470,3 Ph,Wye,4 Wire",FESBA_R144-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"7621/13200,3 Ph,Wye,4 Wire",FESBA_R132-2,,Commercial,,,
Voltage PC,false,,,,Hardware,true,true,false,"7976/13800,3 Ph,Wye,4 Wire",FESBA_R130-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator - 60Hz, 3-Phase, Wye, 2400/4160V, 105/80C, StbyPrm",FESBA_B313-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"ALT-60Hz, Wye,12.47-13.8kV,125/105/80C (S/P/C)",FESBA_B448-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"ALT-60Hz,2400/4160V,125/105/80C (S/P/C)",FESBA_B467-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"ALT-60Hz,Wye,12.47kV,105/80C (S/P)",FESBA_B567-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,Wye,220/380V,150/125/105C-SD/P/C,40C amb",FESBA_B595-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,Wye,220/380V,125/105/80C-StbyPrmCont",FESBA_B598-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,Wye,220/380V,105/80C-StbyPrm",FESBA_B599-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, 3Phase, 480Volt, 105/80C-StbyPrm",FESBA_B600-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, 3Phase, 480Volt, 80C-Stby",FESBA_B601-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,347/600V,125/105/80C-SPC",FESBA_B602-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, 347/600Volt, 105/80C-StbyPrm",FESBA_B603-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, 347/600Volt, 80C-Stby",FESBA_B604-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, Wye, 12.47kVolt, 80C-Stby",FESBA_B607-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz, Wye, 13.2-13.8kVolt, 105/80C-StbyPrm",FESBA_B612-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, Wye, 13.2-13.8kVolt, 80C-Stby",FESBA_B628-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60 Hz, Wye, 380 Volt, 80C-Stby",FESBA_B660-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,Wye,440V,125-80C-SPC",FESBA_B663-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60 Hz, Wye, 440 Volt,105/80C-StbyPrm",FESBA_B664-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz, Wye, 440 Volt,80C-Stby",FESBA_B688-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,Wye,440V,150/125SP,40C amb",FESBA_B691-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60 Hz,Wye,240/416 Volt,105/80C-StbyPrm",FESBA_B715-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz, 3Phase, 480Volt, 125/105/80C-StbyPrmCont",FESBA_B801-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz,3Phase,480Volt,150C-Stby,40C amb",FESBA_B816-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alternator-60Hz,3Phase,600Volt,150C-Stby,40C amb",FESBA_B817-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,277/480V,80C, Stby-Prime,IncrMtrStart",FESBA_B903-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,347/600V,80C, Stby-Prime,IncrMtrStart",FESBA_B904-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,2400/4160V,80C, Stby-Prime,IncrMtrStart",FESBA_B905-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,7200/12470V,80C, Stby-Prime,IncrMtrStart",FESBA_B906-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,7620/13200V,80C, Stby-Prime,IncrMtrStart",FESBA_B907-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,7968/13800V,80C, Stby-Prime,IncrMtrStart",FESBA_B909-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,380V,105C-DCC,40C Amb",FESBA_BB08-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,416V,105C-DCC,40C Amb",FESBA_BB10-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,440V,105C-DCC,40C Amb",FESBA_BB12-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,480V,80C-DCC,40C Amb",FESBA_BB14-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,480V,105C-DCC,40C Amb",FESBA_BB15-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,600V,80C-DCC,40C Amb",FESBA_BB17-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,600V,105C-DCC,40C Amb",FESBA_BB18-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,4160V,80C-DCC,40C Amb",FESBA_BB20-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,12.47kV,80C-DCC,40C Amb",FESBA_BB23-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,13.2kV,80C-DCC,40C Amb",FESBA_BB26-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,13.8kV,80C-DCC,40C Amb",FESBA_BB29-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,440V,80C-DCC,40C Amb",FESBA_BC03-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,380V,80C-DCC,40C Amb",FESBA_BC04-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,416V,80C-DCC,40C Amb",FESBA_BC05-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Engine - QSK60-G6,FESBA_2940,,Commercial,,,
,false,,,,Hardware,true,true,false,Normal Duty Air Cleaner,FESBA_D041-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Heavy Duty Air Cleaner,FESBA_D036-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Electric Starter Motor - 24V DC,FESBA_A334-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Battery Charging Alternator,FESBA_A333-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Filters-Eng Oil,Full Flow/Bypass",FESBA_H607-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Oil Sampling Valve,FESBA_H734-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Oil Pan-High Capacity,FESBA_H110-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Separator-Fuel/Water,FESBA_C127-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Fuel Filters-Engine, Standard",FESBA_3090,,Commercial,,,
,false,,,,Hardware,true,true,false,"Fuel Filters-Engine, Duplex",FESBA_C278-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Coolant Heater-208/240/480V, 40F Minimum Ambient Temp",FESBA_H556-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Coolant Heater-208/240/480V, Below 40F Ambient Temp",FESBA_H557-2,,Commercial,,,
,false,,,,Hardware,true,true,false,None Supplied (Remote Cooling),FESBA_E043-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Engine Cooling-High Ambient Air Temperature,FESBA_E125-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Engine Cooling-Enhanced High Ambient Air Temperature,FESBA_E126-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Eng Cooling-High Ambient Air Temp, Ship Loose",FESBA_E128-2,,Commercial,,,
,false,,,,Hardware,true,true,false,(Remote Cooling) Flanged Connectors ASA,FESBA_E080-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Shutdown-Low Coolant Level,FESBA_H389-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Warning-Low Coolant Level,FESBA_H527-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Temp Sens-Stator, 2 RTD/Ph",FESBA_B225-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Bearing,1 RTD NDE",FESBA_B244-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Heater-Alternator, 120 Volt AC",FESBA_A292-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Heater-Alternator, 240 Volt AC",FESBA_A293-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Heater-Alternator, 110/220 (120/240) Volt AC",FESBA_A416-2,,Commercial,,,
,false,,,,Hardware,true,true,false,PMG,FESBA_3750,,Commercial,,,
,false,,,,Hardware,true,true,false,Hardened Bearing Cartridge,FESBA_B791-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Output Terminals-2-Hole Lug, NEMA",FESBA_KR78-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Differential CT's P7,FESBA_KR08-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Differential CT's P80,FESBA_K993-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Circuit Breaker or Entrance Box-None,FESBA_KP78-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Housing Arrangement - Left Entry,FESBA_KU93-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Housing Arrangement - Right Entry,FESBA_KU94-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Housing Arrangement - Left & Right Entry,FESBA_KU95-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn",FESBA_F258-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn",FESBA_F259-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Terminal Housing-Bottom Entrance,Medium/High Volts",FESBA_KS57-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Terminal Housing-Top Entrance,Medium/High Volts",FESBA_KS58-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Entrance Box-Low Voltage,Left",FESBA_KU71-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Terminal Box-Low Voltage,Left",FESBA_KC53-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-600A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KP93-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-800A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP91-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-1200A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP89-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-1600A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP87-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-2000A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP85-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-2500A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP83-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"CB-3000A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KU68-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Top Entry, Left",FESBA_KB71-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Bottom Entry, Left",FESBA_KB73-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Bottom Entry Chute, Left",FESBA_KU83-2,,Commercial,,,
,false,,,,Hardware,true,true,false,Entrance Box-Right,FESBA_KP94-2,,Commercial,,,
,false,,,,Hardware,true,true,false,"Entrance Box-Low Voltage,Right",FESBA_KU70-2,,Commercial,,,
