$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.$$Code$ParentProduct.StockKeepingUnit,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,Sequence,UnitOfMeasure.UnitCode
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,229,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,228,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,226,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,225,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,224,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,223,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,222,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,221,
Accessories Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Accessories Main,Bundle to Bundle Component Relationship,1,Proportional,220,
Air Cleaner Duty Rating;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Air Cleaner Duty Rating,Bundle to Bundle Component Relationship,1,Proportional,66,
Air Cleaner Duty Rating;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,true,false,,,,Bundle,,Air Cleaner Duty Rating,Bundle to Bundle Component Relationship,1,Proportional,65,
Battery Charging Alternator;Bundle to Bundle Component Relationship,,,BundleComponent,,true,true,true,false,,,,Bundle,,Battery Charging Alternator,Bundle to Bundle Component Relationship,1,Proportional,68,
Bearing Hardened Cartridge;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Bearing Hardened Cartridge,Bundle to Bundle Component Relationship,1,Proportional,90,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,96,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,95,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,94,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,100,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,101,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,99,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,98,
Circuit Breaker or Box Arrangement;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Box Arrangement,Bundle to Bundle Component Relationship,1,Proportional,97,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,104,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,true,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,102,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,123,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,122,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,121,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,120,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,119,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,118,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,117,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,116,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,115,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,114,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,110,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,109,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,108,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,107,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,106,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,105,
Circuit Breaker or Terminal Box;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Circuit Breaker or Terminal Box,Bundle to Bundle Component Relationship,1,Proportional,103,
Control Cabinet Heater;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Cabinet Heater,Bundle to Bundle Component Relationship,1,Proportional,153,
Control Main;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,true,false,,,,Bundle,,Control Main,Bundle to Bundle Component Relationship,1,Proportional,135,
Control Main;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Main,Bundle to Bundle Component Relationship,1,Proportional,136,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,154,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,162,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,161,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,160,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,159,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,true,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,158,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,157,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,156,
Control Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Control Options,Bundle to Bundle Component Relationship,1,Proportional,155,
Coolant Heater;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Coolant Heater,Bundle to Bundle Component Relationship,1,Proportional,76,
Coolant Heater;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Coolant Heater,Bundle to Bundle Component Relationship,1,Proportional,75,
Cooling System;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Cooling System,Bundle to Bundle Component Relationship,1,Proportional,79,
Cooling System;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Cooling System,Bundle to Bundle Component Relationship,1,Proportional,80,
Cooling System;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Cooling System,Bundle to Bundle Component Relationship,1,Proportional,77,
Cooling System;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,true,false,,,,Bundle,,Cooling System,Bundle to Bundle Component Relationship,1,Proportional,78,
Cooling System Connection;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Cooling System Connection,Bundle to Bundle Component Relationship,1,Proportional,81,
Cooling System Protection;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Cooling System Protection,Bundle to Bundle Component Relationship,1,Proportional,83,
Cooling System Protection;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,true,false,,,,Bundle,,Cooling System Protection,Bundle to Bundle Component Relationship,1,Proportional,82,
Differential CT's;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Differential CT's,Bundle to Bundle Component Relationship,1,Proportional,92,
Differential CT's;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Differential CT's,Bundle to Bundle Component Relationship,1,Proportional,93,
Enclosure;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,243,
Enclosure;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,244,
Enclosure;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,true,false,,,,Bundle,,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,240,
Enclosure;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,241,
Enclosure;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Enclosure,Bundle to Bundle Component Relationship,1,Proportional,242,
Engine Model;Bundle to Bundle Component Relationship,,,BundleComponent,,true,true,true,false,,,,Bundle,,Engine Model,Bundle to Bundle Component Relationship,1,Proportional,64,
Fuel Filter;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,true,false,,,,Bundle,,Fuel Filter,Bundle to Bundle Component Relationship,1,Proportional,73,
Fuel Filter;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Fuel Filter,Bundle to Bundle Component Relationship,1,Proportional,74,
Fuel System Options;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,true,false,,,,Bundle,,Fuel System Options,Bundle to Bundle Component Relationship,1,Proportional,72,
Heater;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Heater,Bundle to Bundle Component Relationship,1,Proportional,86,
Heater;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Heater,Bundle to Bundle Component Relationship,1,Proportional,88,
Heater;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Heater,Bundle to Bundle Component Relationship,1,Proportional,87,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,216,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,218,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,217,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,215,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,214,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,213,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,212,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,211,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,210,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,209,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,208,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,true,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,207,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,206,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,205,
Literature Language;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Literature Language,Bundle to Bundle Component Relationship,1,Proportional,204,
Load Connections;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Load Connections,Bundle to Bundle Component Relationship,1,Proportional,112,
Load Connections;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Load Connections,Bundle to Bundle Component Relationship,1,Proportional,113,
Load Connections;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Load Connections,Bundle to Bundle Component Relationship,1,Proportional,111,
Load Connections;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Load Connections,Bundle to Bundle Component Relationship,1,Proportional,124,
Load Connections;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Load Connections,Bundle to Bundle Component Relationship,1,Proportional,125,
Load Connections;Bundle to Bundle Component Relationship,,,BundleComponent,,true,false,false,false,,,,Bundle,,Load Connections,Bundle to Bundle Component Relationship,1,Proportional,126,
Main Alternator;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Main Alternator,Bundle to Bundle Component Relationship,1,Proportional,53,
Main Alternator;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Main Alternator,Bundle to Bundle Component Relationship,1,Proportional,52,
Main Alternator;Bundle to Bundle Component Relationship,,,BundleComponent,,false,false,false,false,,,,Bundle,,Main Alternator,Bundle to Bundle Component Relationship,1,Proportional,51,
