$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
C13 to C14 Power Cable 3';Standard Price Book;QB-CMPC-5887;One-Time;USD,USD,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,250
QuantumBit Database (Token Commit - Each);Standard Price Book;QB-CMT-TKN-EACH;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Each),Standard Price Book;true,QB-CMT-TKN-EACH,Term Annual;TermDefined,1000
QuantumBit Database (Token Commit - Flat);Standard Price Book;QB-CMT-TKN-FLAT;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Flat),Standard Price Book;true,QB-CMT-TKN-FLAT,Term Annual;TermDefined,1000
QuantumBit Database (Token Commit - Tier);Standard Price Book;QB-CMT-TKN-TIER;Term Annual;USD,USD,true,false,QuantumBit Database (Token Commit - Tier),Standard Price Book;true,QB-CMT-TKN-TIER,Term Annual;TermDefined,1000
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Evergreen Monthly;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;One-Time;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Annual;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Monthly;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Monthly;TermDefined,0
QB CPU Heat Sink;Standard Price Book;QB-CPU-HEATSINK;One-Time;USD,USD,true,false,QB CPU Heat Sink,Standard Price Book;true,QB-CPU-HEATSINK,One-Time;OneTime,35
QuantumBit Collaboration Suite;Standard Price Book;QB-CS;Term Annual;USD,USD,true,false,QuantumBit Collaboration Suite,Standard Price Book;true,QB-CS,Term Annual;TermDefined,0
QuantumBit Collaboration Suite;Standard Price Book;QB-CS;Term Monthly;USD,USD,true,false,QuantumBit Collaboration Suite,Standard Price Book;true,QB-CS,Term Monthly;TermDefined,0
Additional QB DataGraph (500M);Standard Price Book;QB-DAT-GRPH;Term Annual;USD,USD,true,false,Additional QB DataGraph (500M),Standard Price Book;true,QB-DAT-GRPH,Term Annual;TermDefined,25000
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Evergreen Monthly;USD,USD,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Evergreen Monthly;Evergreen,0
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Annual;USD,USD,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Annual;TermDefined,0
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Monthly;USD,USD,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Monthly;TermDefined,0
QuantumBit Database;Standard Price Book;QB-DB;Term Annual;USD,USD,true,false,QuantumBit Database,Standard Price Book;true,QB-DB,Term Annual;TermDefined,12000
QuantumBit Database (Token Based);Standard Price Book;QB-DB-TOKEN;Term Annual;USD,USD,true,false,QuantumBit Database (Token Based),Standard Price Book;true,QB-DB-TOKEN,Term Annual;TermDefined,12000
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Evergreen Monthly;USD,USD,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Evergreen Monthly;Evergreen,2000
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Annual;USD,USD,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Annual;TermDefined,24000
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Monthly;USD,USD,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Monthly;TermDefined,1500
QuantumBit Generative AI License;Standard Price Book;QB-GEN-AI-LIC;Term Annual;USD,USD,true,false,QuantumBit Generative AI License,Standard Price Book;true,QB-GEN-AI-LIC,Term Annual;TermDefined,149.99
1TB 10k RPM (2.5in);Standard Price Book;QB-HD 1.2TB;One-Time;USD,USD,true,false,1TB 10k RPM (2.5in),Standard Price Book;true,QB-HD 1.2TB,One-Time;OneTime,250
1TB 7.2k RPM NLSAS (3.5in);Standard Price Book;QB-HD 1TB;One-Time;USD,USD,true,false,1TB 7.2k RPM NLSAS (3.5in),Standard Price Book;true,QB-HD 1TB,One-Time;OneTime,499
20TB 7.2k RPM NLSAS (3.5in);Standard Price Book;QB-HD 20TB;One-Time;USD,USD,true,false,20TB 7.2k RPM NLSAS (3.5in),Standard Price Book;true,QB-HD 20TB,One-Time;OneTime,1848
3TB 10k RPM (2.5in);Standard Price Book;QB-HD 3TB;One-Time;USD,USD,true,false,3TB 10k RPM (2.5in),Standard Price Book;true,QB-HD 3TB,One-Time;OneTime,450
4TB 7.2k RPM NLSAS (3.5in);Standard Price Book;QB-HD 4TB;One-Time;USD,USD,true,false,4TB 7.2k RPM NLSAS (3.5in),Standard Price Book;true,QB-HD 4TB,One-Time;OneTime,799
8TB 7.2k RPM NLSAS (3.5in);Standard Price Book;QB-HD 8TB;One-Time;USD,USD,true,false,8TB 7.2k RPM NLSAS (3.5in),Standard Price Book;true,QB-HD 8TB,One-Time;OneTime,999
8TB 7.2k RPM Self-Encrypting NLSAS (3.5in);Standard Price Book;QB-HD 8TBSE;One-Time;USD,USD,true,false,8TB 7.2k RPM Self-Encrypting NLSAS (3.5in),Standard Price Book;true,QB-HD 8TBSE,One-Time;OneTime,1199
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;One-Time;USD,USD,true,false,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,One-Time;OneTime,1499
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;One-Time;USD,USD,true,false,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,One-Time;OneTime,1699
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;One-Time;USD,USD,true,false,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,One-Time;OneTime,2499
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;One-Time;USD,USD,true,false,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,One-Time;OneTime,1399
"Intel Xeon Gold 5318N 2.1GHz, 24C/48T;Standard Price Book;QB-INTEL-GOLD-5318N;One-Time;USD",USD,true,false,"Intel Xeon Gold 5318N 2.1GHz, 24C/48T",Standard Price Book;true,QB-INTEL-GOLD-5318N,One-Time;OneTime,1999
"Intel Xeon Gold 6330N 2.2GHz, 28C/56T;Standard Price Book;QB-INTEL-GOLD-6330N;One-Time;USD",USD,true,false,"Intel Xeon Gold 6330N 2.2GHz, 28C/56T",Standard Price Book;true,QB-INTEL-GOLD-6330N,One-Time;OneTime,2149
"Intel Xeon Gold 6354 3GHz, 18C/36T;Standard Price Book;QB-INTEL-GOLD-6354;One-Time;USD",USD,true,false,"Intel Xeon Gold 6354 3GHz, 18C/36T",Standard Price Book;true,QB-INTEL-GOLD-6354,One-Time;OneTime,3300
"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T;Standard Price Book;QB-INTEL-PLAT-8352M;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T",Standard Price Book;true,QB-INTEL-PLAT-8352M,One-Time;OneTime,2000
"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T;Standard Price Book;QB-INTEL-PLAT-8352Y;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T",Standard Price Book;true,QB-INTEL-PLAT-8352Y,One-Time;OneTime,2500
"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T;Standard Price Book;QB-INTEL-PLAT-8360Y;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T",Standard Price Book;true,QB-INTEL-PLAT-8360Y,One-Time;OneTime,2800
"Intel Xeon Platinum 8368 2.4GHz, 38C/76T;Standard Price Book;QB-INTEL-PLAT-8368;One-Time;USD",USD,true,false,"Intel Xeon Platinum 8368 2.4GHz, 38C/76T",Standard Price Book;true,QB-INTEL-PLAT-8368,One-Time;OneTime,2950
Cloud License (Monthly);Standard Price Book;QB-LIC-CLOUD;Term Annual;USD,USD,true,false,Cloud License (Monthly),Standard Price Book;true,QB-LIC-CLOUD,Term Annual;TermDefined,550
QB Liquid Cooler;Standard Price Book;QB-LIQUIDCOOL;One-Time;USD,USD,true,false,QB Liquid Cooler,Standard Price Book;true,QB-LIQUIDCOOL,One-Time;OneTime,250
128GB LRDIMM;Standard Price Book;QB-MEM 128GB;One-Time;USD,USD,true,false,128GB LRDIMM,Standard Price Book;true,QB-MEM 128GB,One-Time;OneTime,1989
16GB RDIMM;Standard Price Book;QB-MEM 16GB;One-Time;USD,USD,true,false,16GB RDIMM,Standard Price Book;true,QB-MEM 16GB,One-Time;OneTime,599
32GB RDIMM;Standard Price Book;QB-MEM 32GB;One-Time;USD,USD,true,false,32GB RDIMM,Standard Price Book;true,QB-MEM 32GB,One-Time;OneTime,889
64GB RDIMM;Standard Price Book;QB-MEM 64GB;One-Time;USD,USD,true,false,64GB RDIMM,Standard Price Book;true,QB-MEM 64GB,One-Time;OneTime,999
8GB RDIMM;Standard Price Book;QB-MEM 8GB;One-Time;USD,USD,true,false,8GB RDIMM,Standard Price Book;true,QB-MEM 8GB,One-Time;OneTime,399
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Evergreen Monthly;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Evergreen Monthly;Evergreen,3500
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Annual;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Annual;TermDefined,30000
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Monthly;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Monthly;TermDefined,3000
QuantumBit Database (Monetary Commit);Standard Price Book;QB-MTY-CMT;Term Annual;USD,USD,true,false,QuantumBit Database (Monetary Commit),Standard Price Book;true,QB-MTY-CMT,Term Annual;TermDefined,8000
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;QB-NET X710;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,QB-NET X710,One-Time;OneTime,1599
QB-NetLink 100G Ultra;Standard Price Book;QB-NET-100G-ULTRA;One-Time;USD,USD,true,false,QB-NetLink 100G Ultra,Standard Price Book;true,QB-NET-100G-ULTRA,One-Time;OneTime,700
QB-NetLink 10G;Standard Price Book;QB-NET-10G;One-Time;USD,USD,true,false,QB-NetLink 10G,Standard Price Book;true,QB-NET-10G,One-Time;OneTime,220
QB-NetLink 25G;Standard Price Book;QB-NET-25G;One-Time;USD,USD,true,false,QB-NetLink 25G,Standard Price Book;true,QB-NET-25G,One-Time;OneTime,450
QB-NetSecure 10G;Standard Price Book;QB-NETSECURE-10G;One-Time;USD,USD,true,false,QB-NetSecure 10G,Standard Price Book;true,QB-NETSECURE-10G,One-Time;OneTime,500
QB-Accel NovaX150;Standard Price Book;QB-NovaX150;One-Time;USD,USD,true,false,QB-Accel NovaX150,Standard Price Book;true,QB-NovaX150,One-Time;OneTime,9800
QB-NVExpand 200;Standard Price Book;QB-NVExpand-200;One-Time;USD,USD,true,false,QB-NVExpand 200,Standard Price Book;true,QB-NVExpand-200,One-Time;OneTime,475
QB-PowerCore 1600S;Standard Price Book;QB-PWRCORE-1600S;One-Time;USD,USD,true,false,QB-PowerCore 1600S,Standard Price Book;true,QB-PWRCORE-1600S,One-Time;OneTime,599
QB-PowerCore 500S;Standard Price Book;QB-PWRCORE-500S;One-Time;USD,USD,true,false,QB-PowerCore 500S,Standard Price Book;true,QB-PWRCORE-500S,One-Time;OneTime,299
QB-PowerCore 800S;Standard Price Book;QB-PWRCORE-800S;One-Time;USD,USD,true,false,QB-PowerCore 800S,Standard Price Book;true,QB-PWRCORE-800S,One-Time;OneTime,489
QB-PowerSafe 1000D;Standard Price Book;QB-PWRSAFE-1000D;One-Time;USD,USD,true,false,QB-PowerSafe 1000D,Standard Price Book;true,QB-PWRSAFE-1000D,One-Time;OneTime,700
QB-PowerSafe 2000D;Standard Price Book;QB-PWRSAFE-2000D;One-Time;USD,USD,true,false,QB-PowerSafe 2000D,Standard Price Book;true,QB-PWRSAFE-2000D,One-Time;OneTime,1850
QB-PowerSafe 600D;Standard Price Book;QB-PWRSAFE-600D;One-Time;USD,USD,true,false,QB-PowerSafe 600D,Standard Price Book;true,QB-PWRSAFE-600D,One-Time;OneTime,450
QuantumBit Q-Rack 750;Standard Price Book;QB-QRack-750;One-Time;USD,USD,true,false,QuantumBit Q-Rack 750,Standard Price Book;true,QB-QRack-750,One-Time;OneTime,3980
QuantumBit Database (Quantity Commit);Standard Price Book;QB-QTY-CMT;Term Annual;USD,USD,true,false,QuantumBit Database (Quantity Commit),Standard Price Book;true,QB-QTY-CMT,Term Annual;TermDefined,500
QB-RAIDForce 500;Standard Price Book;QB-RAID-500;One-Time;USD,USD,true,false,QB-RAIDForce 500,Standard Price Book;true,QB-RAID-500,One-Time;OneTime,620
Data Normalization Expert;Standard Price Book;QB-SRV-DNE;One-Time;USD,USD,true,false,Data Normalization Expert,Standard Price Book;true,QB-SRV-DNE,One-Time;OneTime,300
Implementation Engineer;Standard Price Book;QB-SRV-IMP;One-Time;USD,USD,true,false,Implementation Engineer,Standard Price Book;true,QB-SRV-IMP,One-Time;OneTime,300
Integration Specialist Engineer;Standard Price Book;QB-SRV-ISE;One-Time;USD,USD,true,false,Integration Specialist Engineer,Standard Price Book;true,QB-SRV-ISE,One-Time;OneTime,350
Module Extension Engineer;Standard Price Book;QB-SRV-MEE;One-Time;USD,USD,true,false,Module Extension Engineer,Standard Price Book;true,QB-SRV-MEE,One-Time;OneTime,300
Professional Services Daily Rate;Standard Price Book;QB-SRV-OG-PSH;One-Time;USD,USD,true,false,Professional Services Daily Rate,Standard Price Book;true,QB-SRV-OG-PSH,One-Time;OneTime,250
Program Director;Standard Price Book;QB-SRV-PD;One-Time;USD,USD,true,false,Program Director,Standard Price Book;true,QB-SRV-PD,One-Time;OneTime,350
Project Manager;Standard Price Book;QB-SRV-PMN;One-Time;USD,USD,true,false,Project Manager,Standard Price Book;true,QB-SRV-PMN,One-Time;OneTime,300
Quality Assurance Engineer;Standard Price Book;QB-SRV-QAE;One-Time;USD,USD,true,false,Quality Assurance Engineer,Standard Price Book;true,QB-SRV-QAE,One-Time;OneTime,300
Solutions Architect;Standard Price Book;QB-SRV-SAT;One-Time;USD,USD,true,false,Solutions Architect,Standard Price Book;true,QB-SRV-SAT,One-Time;OneTime,500
Professional Services Scope of Work;Standard Price Book;QB-SRV-SOW;One-Time;USD,USD,true,false,Professional Services Scope of Work,Standard Price Book;true,QB-SRV-SOW,One-Time;OneTime,25000
Q-Drive NVX 16TB;Standard Price Book;QB-SSD 16TB;One-Time;USD,USD,true,false,Q-Drive NVX 16TB,Standard Price Book;true,QB-SSD 16TB,One-Time;OneTime,1200
Q-Drive NVX 2TB;Standard Price Book;QB-SSD 2TB;One-Time;USD,USD,true,false,Q-Drive NVX 2TB,Standard Price Book;true,QB-SSD 2TB,One-Time;OneTime,150
Q-Drive NVX Ultra 30TB;Standard Price Book;QB-SSD 30TB;One-Time;USD,USD,true,false,Q-Drive NVX Ultra 30TB,Standard Price Book;true,QB-SSD 30TB,One-Time;OneTime,2500
Q-Drive NVX 4TB;Standard Price Book;QB-SSD 4TB;One-Time;USD,USD,true,false,Q-Drive NVX 4TB,Standard Price Book;true,QB-SSD 4TB,One-Time;OneTime,225
Q-Drive NVX 8TB;Standard Price Book;QB-SSD 8TB;One-Time;USD,USD,true,false,Q-Drive NVX 8TB,Standard Price Book;true,QB-SSD 8TB,One-Time;OneTime,580
Silver Hardware Maintenance;Standard Price Book;QB-SUPP-1000;Term Annual;USD,USD,true,false,Silver Hardware Maintenance,Standard Price Book;true,QB-SUPP-1000,Term Annual;TermDefined,25000
Gold Hardware Maintenance;Standard Price Book;QB-SUPP-1005;Term Annual;USD,USD,true,false,Gold Hardware Maintenance,Standard Price Book;true,QB-SUPP-1005,Term Annual;TermDefined,30000
Software Maintenance;Standard Price Book;QB-SUPP-2000;Term Annual;USD,USD,true,true,Software Maintenance,Standard Price Book;true,QB-SUPP-2000,Term Annual;TermDefined,0
QuantumBit Tokens Pack;Standard Price Book;QB-TOKENS-PACK;One-Time;USD,USD,true,false,QuantumBit Tokens Pack,Standard Price Book;true,QB-TOKENS-PACK,One-Time;OneTime,100
QuantumBit Essentials Training;Standard Price Book;QB-TRN-ESSNTLS;One-Time;USD,USD,true,false,QuantumBit Essentials Training,Standard Price Book;true,QB-TRN-ESSNTLS,One-Time;OneTime,8500
QuantumBit Fundamentals Training;Standard Price Book;QB-TRN-FUND;One-Time;USD,USD,true,false,QuantumBit Fundamentals Training,Standard Price Book;true,QB-TRN-FUND,One-Time;OneTime,6500
QB-Accel VegaX200;Standard Price Book;QB-VegaX200;One-Time;USD,USD,true,false,QB-Accel VegaX200,Standard Price Book;true,QB-VegaX200,One-Time;OneTime,15000
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Annual;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Annual;Evergreen,420
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Monthly;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Monthly;Evergreen,35
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Annual;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Annual;TermDefined,360
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Monthly;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Monthly;TermDefined,30
Additional API GEN0170;Standard Price Book;QB-API-GEN0170;Evergreen Monthly;USD,USD,true,false,Additional API GEN0170,Standard Price Book;true,QB-API-GEN0170,Evergreen Monthly;Evergreen,2000
Additional API GEN0170;Standard Price Book;QB-API-GEN0170;Term Annual;USD,USD,true,false,Additional API GEN0170,Standard Price Book;true,QB-API-GEN0170,Term Annual;TermDefined,15000
Additional API GEN0170;Standard Price Book;QB-API-GEN0170;Term Monthly;USD,USD,true,false,Additional API GEN0170,Standard Price Book;true,QB-API-GEN0170,Term Monthly;TermDefined,1500
Additional API Flex (100M) GEN0172;Standard Price Book;QB-API-FLEX-GEN0172;Term Annual;USD,USD,true,false,Additional API Flex (100M) GEN0172,Standard Price Book;true,QB-API-FLEX-GEN0172,Term Annual;TermDefined,450
Additional API Gov GEN0173;Standard Price Book;QB-API-GOVT-GEN0173;Term Annual;USD,USD,true,false,Additional API Gov GEN0173,Standard Price Book;true,QB-API-GOVT-GEN0173,Term Annual;TermDefined,1450
QB API Management Solution GEN0174;Standard Price Book;QB-API-MGMT-GEN0174;Evergreen Monthly;USD,USD,true,false,QB API Management Solution GEN0174,Standard Price Book;true,QB-API-MGMT-GEN0174,Evergreen Monthly;Evergreen,1000
QB API Management Solution GEN0174;Standard Price Book;QB-API-MGMT-GEN0174;Term Annual;USD,USD,true,false,QB API Management Solution GEN0174,Standard Price Book;true,QB-API-MGMT-GEN0174,Term Annual;TermDefined,12000
QB API Management Solution GEN0174;Standard Price Book;QB-API-MGMT-GEN0174;Term Monthly;USD,USD,true,false,QB API Management Solution GEN0174,Standard Price Book;true,QB-API-MGMT-GEN0174,Term Monthly;TermDefined,1000
Additional API Pre-Prod GEN0175;Standard Price Book;QB-API-PREP-GEN0175;Term Annual;USD,USD,true,false,Additional API Pre-Prod GEN0175,Standard Price Book;true,QB-API-PREP-GEN0175,Term Annual;TermDefined,3240
Additional API Prod GEN0176;Standard Price Book;QB-API-PROD-GEN0176;Term Annual;USD,USD,true,false,Additional API Prod GEN0176,Standard Price Book;true,QB-API-PROD-GEN0176,Term Annual;TermDefined,3240
API Access Requests (AEH) GEN0177;Standard Price Book;QB-API-REQT-GEN0177;Evergreen Monthly;USD,USD,true,false,API Access Requests (AEH) GEN0177,Standard Price Book;true,QB-API-REQT-GEN0177,Evergreen Monthly;Evergreen,5
API Access Requests (AEH) GEN0177;Standard Price Book;QB-API-REQT-GEN0177;Term Annual;USD,USD,true,false,API Access Requests (AEH) GEN0177,Standard Price Book;true,QB-API-REQT-GEN0177,Term Annual;TermDefined,45
API Access Requests (AEH) GEN0177;Standard Price Book;QB-API-REQT-GEN0177;Term Monthly;USD,USD,true,false,API Access Requests (AEH) GEN0177,Standard Price Book;true,QB-API-REQT-GEN0177,Term Monthly;TermDefined,5
Additional Automation QB Credits GEN0178;Standard Price Book;QB-AUT-CRED-GEN0178;Evergreen Monthly;USD,USD,true,false,Additional Automation QB Credits GEN0178,Standard Price Book;true,QB-AUT-CRED-GEN0178,Evergreen Monthly;Evergreen,2.5
Additional Automation QB Credits GEN0178;Standard Price Book;QB-AUT-CRED-GEN0178;Term Annual;USD,USD,true,false,Additional Automation QB Credits GEN0178,Standard Price Book;true,QB-AUT-CRED-GEN0178,Term Annual;TermDefined,25
Additional Automation QB Credits GEN0178;Standard Price Book;QB-AUT-CRED-GEN0178;Term Monthly;USD,USD,true,false,Additional Automation QB Credits GEN0178,Standard Price Book;true,QB-AUT-CRED-GEN0178,Term Monthly;TermDefined,2
PowerSwerve R750 Rack Server GEN0181;Standard Price Book;QB-BDL-R750-GEN0181;One-Time;USD,USD,true,false,PowerSwerve R750 Rack Server GEN0181,Standard Price Book;true,QB-BDL-R750-GEN0181,One-Time;OneTime,3899
QuantumBit Services Project GEN0183;Standard Price Book;QB-BDL-SRVC-GEN0183;One-Time;USD,USD,true,false,QuantumBit Services Project GEN0183,Standard Price Book;true,QB-BDL-SRVC-GEN0183,One-Time;OneTime,0
QuantumBit Starter GEN0184;Standard Price Book;QB-BDL-STND-GEN0184;One-Time;USD,USD,true,false,QuantumBit Starter GEN0184,Standard Price Book;true,QB-BDL-STND-GEN0184,One-Time;OneTime,0
Intel X710 Dual Port 10Gb SFP GEN0185;Standard Price Book;QB-BET X710SFP-GEN0185;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb SFP GEN0185,Standard Price Book;true,QB-BET X710SFP-GEN0185,One-Time;OneTime,1599
QB-CacheBoost 150 GEN0196;Standard Price Book;QB-CBOOST-150-GEN0196;One-Time;USD,USD,true,false,QB-CacheBoost 150 GEN0196,Standard Price Book;true,QB-CBOOST-150-GEN0196,One-Time;OneTime,389
Configured Power Cable GEN0198;Standard Price Book;QB-CMPC-5882-GEN0198;One-Time;USD,USD,true,false,Configured Power Cable GEN0198,Standard Price Book;true,QB-CMPC-5882-GEN0198,One-Time;OneTime,249
