$$AttributeBasedAdjRule.Name$AttributeDefinition.Code$Product.StockKeepingUnit,AttributeBasedAdjRule.Name,AttributeDefinition.Code,BooleanValue,DateTimeValue,DateValue,DoubleValue,IntegerValue,Operator,Product.StockKeepingUnit,StringValue
Rule_1724814105445-QB-API-GEN2302;ATTR-QB-API;QB-API-GEN2302,Rule_1724814105445-QB-API-GEN2302,ATTR-QB-API,,,,,,equals,QB-API-GEN2302,Flex
Rule_1724814147720-QB-API-GEN2302;ATTR-QB-API;QB-API-GEN2302,Rule_1724814147720-QB-API-GEN2302,ATTR-QB-API,,,,,,equals,QB-API-GEN2302,Pre-Prod
Rule_1724814176583-QB-API-GEN2302;ATTR-QB-API;QB-API-GEN2302,Rule_1724814176583-QB-API-GEN2302,ATTR-QB-API,,,,,,equals,QB-API-GEN2302,Prod
Rule_1724814263993-QB-API-GEN2302;ATTR-QB-API;QB-API-GEN2302,Rule_1724814263993-QB-API-GEN2302,ATTR-QB-API,,,,,,equals,QB-API-GEN2302,Gov
Rule_1724814105445-QB-API-GEN2466;ATTR-QB-API;QB-API-GEN2466,Rule_1724814105445-QB-API-GEN2466,ATTR-QB-API,,,,,,equals,QB-API-GEN2466,Flex
Rule_1724814147720-QB-API-GEN2466;ATTR-QB-API;QB-API-GEN2466,Rule_1724814147720-QB-API-GEN2466,ATTR-QB-API,,,,,,equals,QB-API-GEN2466,Pre-Prod
Rule_1724814176583-QB-API-GEN2466;ATTR-QB-API;QB-API-GEN2466,Rule_1724814176583-QB-API-GEN2466,ATTR-QB-API,,,,,,equals,QB-API-GEN2466,Prod
Rule_1724814263993-QB-API-GEN2466;ATTR-QB-API;QB-API-GEN2466,Rule_1724814263993-QB-API-GEN2466,ATTR-QB-API,,,,,,equals,QB-API-GEN2466,Gov
Rule_1724814105445-QB-API-GEN2630;ATTR-QB-API;QB-API-GEN2630,Rule_1724814105445-QB-API-GEN2630,ATTR-QB-API,,,,,,equals,QB-API-GEN2630,Flex
Rule_1724814147720-QB-API-GEN2630;ATTR-QB-API;QB-API-GEN2630,Rule_1724814147720-QB-API-GEN2630,ATTR-QB-API,,,,,,equals,QB-API-GEN2630,Pre-Prod
Rule_1724814176583-QB-API-GEN2630;ATTR-QB-API;QB-API-GEN2630,Rule_1724814176583-QB-API-GEN2630,ATTR-QB-API,,,,,,equals,QB-API-GEN2630,Prod
Rule_1724814263993-QB-API-GEN2630;ATTR-QB-API;QB-API-GEN2630,Rule_1724814263993-QB-API-GEN2630,ATTR-QB-API,,,,,,equals,QB-API-GEN2630,Gov
Rule_1724814105445-QB-API-GEN2794;ATTR-QB-API;QB-API-GEN2794,Rule_1724814105445-QB-API-GEN2794,ATTR-QB-API,,,,,,equals,QB-API-GEN2794,Flex
Rule_1724814147720-QB-API-GEN2794;ATTR-QB-API;QB-API-GEN2794,Rule_1724814147720-QB-API-GEN2794,ATTR-QB-API,,,,,,equals,QB-API-GEN2794,Pre-Prod
Rule_1724814176583-QB-API-GEN2794;ATTR-QB-API;QB-API-GEN2794,Rule_1724814176583-QB-API-GEN2794,ATTR-QB-API,,,,,,equals,QB-API-GEN2794,Prod
Rule_1724814263993-QB-API-GEN2794;ATTR-QB-API;QB-API-GEN2794,Rule_1724814263993-QB-API-GEN2794,ATTR-QB-API,,,,,,equals,QB-API-GEN2794,Gov
Rule_1724814105445-QB-API-GEN2958;ATTR-QB-API;QB-API-GEN2958,Rule_1724814105445-QB-API-GEN2958,ATTR-QB-API,,,,,,equals,QB-API-GEN2958,Flex
Rule_1724814147720-QB-API-GEN2958;ATTR-QB-API;QB-API-GEN2958,Rule_1724814147720-QB-API-GEN2958,ATTR-QB-API,,,,,,equals,QB-API-GEN2958,Pre-Prod
Rule_1724814176583-QB-API-GEN2958;ATTR-QB-API;QB-API-GEN2958,Rule_1724814176583-QB-API-GEN2958,ATTR-QB-API,,,,,,equals,QB-API-GEN2958,Prod
Rule_1724814263993-QB-API-GEN2958;ATTR-QB-API;QB-API-GEN2958,Rule_1724814263993-QB-API-GEN2958,ATTR-QB-API,,,,,,equals,QB-API-GEN2958,Gov
Rule_1724814105445-QB-API-GEN3122;ATTR-QB-API;QB-API-GEN3122,Rule_1724814105445-QB-API-GEN3122,ATTR-QB-API,,,,,,equals,QB-API-GEN3122,Flex
Rule_1724814147720-QB-API-GEN3122;ATTR-QB-API;QB-API-GEN3122,Rule_1724814147720-QB-API-GEN3122,ATTR-QB-API,,,,,,equals,QB-API-GEN3122,Pre-Prod
Rule_1724814176583-QB-API-GEN3122;ATTR-QB-API;QB-API-GEN3122,Rule_1724814176583-QB-API-GEN3122,ATTR-QB-API,,,,,,equals,QB-API-GEN3122,Prod
Rule_1724814263993-QB-API-GEN3122;ATTR-QB-API;QB-API-GEN3122,Rule_1724814263993-QB-API-GEN3122,ATTR-QB-API,,,,,,equals,QB-API-GEN3122,Gov
Rule_1724814105445-QB-API-GEN3286;ATTR-QB-API;QB-API-GEN3286,Rule_1724814105445-QB-API-GEN3286,ATTR-QB-API,,,,,,equals,QB-API-GEN3286,Flex
Rule_1724814147720-QB-API-GEN3286;ATTR-QB-API;QB-API-GEN3286,Rule_1724814147720-QB-API-GEN3286,ATTR-QB-API,,,,,,equals,QB-API-GEN3286,Pre-Prod
Rule_1724814176583-QB-API-GEN3286;ATTR-QB-API;QB-API-GEN3286,Rule_1724814176583-QB-API-GEN3286,ATTR-QB-API,,,,,,equals,QB-API-GEN3286,Prod
Rule_1724814263993-QB-API-GEN3286;ATTR-QB-API;QB-API-GEN3286,Rule_1724814263993-QB-API-GEN3286,ATTR-QB-API,,,,,,equals,QB-API-GEN3286,Gov
Rule_1724814105445-QB-API-GEN3450;ATTR-QB-API;QB-API-GEN3450,Rule_1724814105445-QB-API-GEN3450,ATTR-QB-API,,,,,,equals,QB-API-GEN3450,Flex
Rule_1724814147720-QB-API-GEN3450;ATTR-QB-API;QB-API-GEN3450,Rule_1724814147720-QB-API-GEN3450,ATTR-QB-API,,,,,,equals,QB-API-GEN3450,Pre-Prod
Rule_1724814176583-QB-API-GEN3450;ATTR-QB-API;QB-API-GEN3450,Rule_1724814176583-QB-API-GEN3450,ATTR-QB-API,,,,,,equals,QB-API-GEN3450,Prod
Rule_1724814263993-QB-API-GEN3450;ATTR-QB-API;QB-API-GEN3450,Rule_1724814263993-QB-API-GEN3450,ATTR-QB-API,,,,,,equals,QB-API-GEN3450,Gov
Rule_1724814105445-QB-API-GEN3614;ATTR-QB-API;QB-API-GEN3614,Rule_1724814105445-QB-API-GEN3614,ATTR-QB-API,,,,,,equals,QB-API-GEN3614,Flex
Rule_1724814147720-QB-API-GEN3614;ATTR-QB-API;QB-API-GEN3614,Rule_1724814147720-QB-API-GEN3614,ATTR-QB-API,,,,,,equals,QB-API-GEN3614,Pre-Prod
Rule_1724814176583-QB-API-GEN3614;ATTR-QB-API;QB-API-GEN3614,Rule_1724814176583-QB-API-GEN3614,ATTR-QB-API,,,,,,equals,QB-API-GEN3614,Prod
Rule_1724814263993-QB-API-GEN3614;ATTR-QB-API;QB-API-GEN3614,Rule_1724814263993-QB-API-GEN3614,ATTR-QB-API,,,,,,equals,QB-API-GEN3614,Gov
Rule_1724814105445-QB-API-GEN3778;ATTR-QB-API;QB-API-GEN3778,Rule_1724814105445-QB-API-GEN3778,ATTR-QB-API,,,,,,equals,QB-API-GEN3778,Flex
Rule_1724814147720-QB-API-GEN3778;ATTR-QB-API;QB-API-GEN3778,Rule_1724814147720-QB-API-GEN3778,ATTR-QB-API,,,,,,equals,QB-API-GEN3778,Pre-Prod
Rule_1724814176583-QB-API-GEN3778;ATTR-QB-API;QB-API-GEN3778,Rule_1724814176583-QB-API-GEN3778,ATTR-QB-API,,,,,,equals,QB-API-GEN3778,Prod
Rule_1724814263993-QB-API-GEN3778;ATTR-QB-API;QB-API-GEN3778,Rule_1724814263993-QB-API-GEN3778,ATTR-QB-API,,,,,,equals,QB-API-GEN3778,Gov
Rule_1724814105445-QB-API-GEN3942;ATTR-QB-API;QB-API-GEN3942,Rule_1724814105445-QB-API-GEN3942,ATTR-QB-API,,,,,,equals,QB-API-GEN3942,Flex
Rule_1724814147720-QB-API-GEN3942;ATTR-QB-API;QB-API-GEN3942,Rule_1724814147720-QB-API-GEN3942,ATTR-QB-API,,,,,,equals,QB-API-GEN3942,Pre-Prod
Rule_1724814176583-QB-API-GEN3942;ATTR-QB-API;QB-API-GEN3942,Rule_1724814176583-QB-API-GEN3942,ATTR-QB-API,,,,,,equals,QB-API-GEN3942,Prod
Rule_1724814263993-QB-API-GEN3942;ATTR-QB-API;QB-API-GEN3942,Rule_1724814263993-QB-API-GEN3942,ATTR-QB-API,,,,,,equals,QB-API-GEN3942,Gov
Rule_1724814105445-QB-API-GEN4106;ATTR-QB-API;QB-API-GEN4106,Rule_1724814105445-QB-API-GEN4106,ATTR-QB-API,,,,,,equals,QB-API-GEN4106,Flex
Rule_1724814147720-QB-API-GEN4106;ATTR-QB-API;QB-API-GEN4106,Rule_1724814147720-QB-API-GEN4106,ATTR-QB-API,,,,,,equals,QB-API-GEN4106,Pre-Prod
Rule_1724814176583-QB-API-GEN4106;ATTR-QB-API;QB-API-GEN4106,Rule_1724814176583-QB-API-GEN4106,ATTR-QB-API,,,,,,equals,QB-API-GEN4106,Prod
Rule_1724814263993-QB-API-GEN4106;ATTR-QB-API;QB-API-GEN4106,Rule_1724814263993-QB-API-GEN4106,ATTR-QB-API,,,,,,equals,QB-API-GEN4106,Gov
Rule_1724814105445-QB-API-GEN4270;ATTR-QB-API;QB-API-GEN4270,Rule_1724814105445-QB-API-GEN4270,ATTR-QB-API,,,,,,equals,QB-API-GEN4270,Flex
Rule_1724814147720-QB-API-GEN4270;ATTR-QB-API;QB-API-GEN4270,Rule_1724814147720-QB-API-GEN4270,ATTR-QB-API,,,,,,equals,QB-API-GEN4270,Pre-Prod
Rule_1724814176583-QB-API-GEN4270;ATTR-QB-API;QB-API-GEN4270,Rule_1724814176583-QB-API-GEN4270,ATTR-QB-API,,,,,,equals,QB-API-GEN4270,Prod
Rule_1724814263993-QB-API-GEN4270;ATTR-QB-API;QB-API-GEN4270,Rule_1724814263993-QB-API-GEN4270,ATTR-QB-API,,,,,,equals,QB-API-GEN4270,Gov
Rule_1724814105445-QB-API-GEN4434;ATTR-QB-API;QB-API-GEN4434,Rule_1724814105445-QB-API-GEN4434,ATTR-QB-API,,,,,,equals,QB-API-GEN4434,Flex
Rule_1724814147720-QB-API-GEN4434;ATTR-QB-API;QB-API-GEN4434,Rule_1724814147720-QB-API-GEN4434,ATTR-QB-API,,,,,,equals,QB-API-GEN4434,Pre-Prod
Rule_1724814176583-QB-API-GEN4434;ATTR-QB-API;QB-API-GEN4434,Rule_1724814176583-QB-API-GEN4434,ATTR-QB-API,,,,,,equals,QB-API-GEN4434,Prod
Rule_1724814263993-QB-API-GEN4434;ATTR-QB-API;QB-API-GEN4434,Rule_1724814263993-QB-API-GEN4434,ATTR-QB-API,,,,,,equals,QB-API-GEN4434,Gov
Rule_1724814105445-QB-API-GEN4598;ATTR-QB-API;QB-API-GEN4598,Rule_1724814105445-QB-API-GEN4598,ATTR-QB-API,,,,,,equals,QB-API-GEN4598,Flex
Rule_1724814147720-QB-API-GEN4598;ATTR-QB-API;QB-API-GEN4598,Rule_1724814147720-QB-API-GEN4598,ATTR-QB-API,,,,,,equals,QB-API-GEN4598,Pre-Prod
Rule_1724814176583-QB-API-GEN4598;ATTR-QB-API;QB-API-GEN4598,Rule_1724814176583-QB-API-GEN4598,ATTR-QB-API,,,,,,equals,QB-API-GEN4598,Prod
Rule_1724814263993-QB-API-GEN4598;ATTR-QB-API;QB-API-GEN4598,Rule_1724814263993-QB-API-GEN4598,ATTR-QB-API,,,,,,equals,QB-API-GEN4598,Gov
Rule_1724814105445-QB-API-GEN4762;ATTR-QB-API;QB-API-GEN4762,Rule_1724814105445-QB-API-GEN4762,ATTR-QB-API,,,,,,equals,QB-API-GEN4762,Flex
Rule_1724814147720-QB-API-GEN4762;ATTR-QB-API;QB-API-GEN4762,Rule_1724814147720-QB-API-GEN4762,ATTR-QB-API,,,,,,equals,QB-API-GEN4762,Pre-Prod
Rule_1724814176583-QB-API-GEN4762;ATTR-QB-API;QB-API-GEN4762,Rule_1724814176583-QB-API-GEN4762,ATTR-QB-API,,,,,,equals,QB-API-GEN4762,Prod
Rule_1724814263993-QB-API-GEN4762;ATTR-QB-API;QB-API-GEN4762,Rule_1724814263993-QB-API-GEN4762,ATTR-QB-API,,,,,,equals,QB-API-GEN4762,Gov
Rule_1724814105445-QB-API-GEN4926;ATTR-QB-API;QB-API-GEN4926,Rule_1724814105445-QB-API-GEN4926,ATTR-QB-API,,,,,,equals,QB-API-GEN4926,Flex
Rule_1724814147720-QB-API-GEN4926;ATTR-QB-API;QB-API-GEN4926,Rule_1724814147720-QB-API-GEN4926,ATTR-QB-API,,,,,,equals,QB-API-GEN4926,Pre-Prod
Rule_1724814176583-QB-API-GEN4926;ATTR-QB-API;QB-API-GEN4926,Rule_1724814176583-QB-API-GEN4926,ATTR-QB-API,,,,,,equals,QB-API-GEN4926,Prod
Rule_1724814263993-QB-API-GEN4926;ATTR-QB-API;QB-API-GEN4926,Rule_1724814263993-QB-API-GEN4926,ATTR-QB-API,,,,,,equals,QB-API-GEN4926,Gov
