$$Name$ObjectStateDefinition.Name,DisplaySequence,IsActive,Name,ObjectStateActionDefinition.Name,ObjectStateDefinition.Name,ObjectStateTransition.Name
AwaitingSignature_To_Negotiating;Legal,2,true,AwaitingSignature_To_Negotiating,revokeESign,Legal,AwaitingSignature_To_Negotiating
AwaitingSignature_To_SignatureDeclined;Legal,1,true,AwaitingSignature_To_SignatureDeclined,updateEnvelopeStatus,Legal,AwaitingSignature_To_SignatureDeclined
AwaitingSignature_To_Signed;Legal,1,true,AwaitingSignature_To_Signed,updateEnvelopeStatus,Legal,AwaitingSignature_To_Signed
Canceled_To_Draft;Legal,1,true,Canceled_To_Draft,re-draftContract,Legal,Canceled_To_ReDraft
CustomLegalS1_To_Draft;Legal,2,true,CustomLegalS1_To_Draft,re-draftContract,Legal,CustomLegalS1_To_Draft
CustomLegalS1_To_InApproval;Legal,1,true,CustomLegalS1_To_InApproval,submitForApproval,Legal,CustomLegalS1_To_InApproval
CustomLegalS2_To_AwaitingSignature;Legal,1,true,CustomLegalS2_To_AwaitingSignature,sendForESign,Legal,CustomLegalS2_To_AwaitingSignature
CustomLegalS2_To_CancelContract;Legal,2,true,CustomLegalS2_To_CancelContract,cancelContract,Legal,CustomLegalS2_To_CancelContract
Draft_To_Canceled;Legal,2,true,Draft_To_Canceled,cancelContract,Legal,Draft_To_Canceled
Draft_To_CustomLegalS1;Legal,1,true,Draft_To_CustomLegalS1,legalS1,Legal,Draft_To_CustomLegalS1
Draft_To_InApproval;Legal,1,false,Draft_To_InApproval,submitForApproval,Legal,Draft_To_InApproval
InApproval_To_Canceled;Legal,2,true,InApproval_To_Canceled,cancelContract,Legal,InApproval_To_Canceled
InApproval_To_Draft;Legal,1,true,InApproval_To_Draft,re-draftContract,Legal,InApproval_To_Draft
Negotiating_To_AwaitingSignature;Legal,1,false,Negotiating_To_AwaitingSignature,sendForESign,Legal,Negotiating_To_AwaitingSignature
Negotiating_To_Canceled;Legal,3,true,Negotiating_To_Canceled,cancelContract,Legal,Negotiating_To_Canceled
Negotiating_To_CustomLegalS2;Legal,1,true,Negotiating_To_CustomLegalS2,legalS2,Legal,Negotiating_To_CustomLegalS2
Negotiating_To_Draft;Legal,2,true,Negotiating_To_Draft,re-draftContract,Legal,Negotiating_To_Draft
Rejected_To_Canceled;Legal,2,true,Rejected_To_Canceled,cancelContract,Legal,Rejected_To_Canceled
Rejected_To_Draft;Legal,1,true,Rejected_To_Draft,re-draftContract,Legal,Rejected_To_Draft
SignatureDeclined_To_Canceled;Legal,2,true,SignatureDeclined_To_Canceled,cancelContract,Legal,SignatureDeclined_To_Canceled
SignatureDeclined_To_Draft;Legal,1,true,SignatureDeclined_To_Draft,re-draftContract,Legal,SignatureDeclined_To_Draft
Signed_To_Activated;Legal,1,true,Signed_To_Activated,activateContract,Legal,Signed_To_Activated
