$$Name$SourceProduct.Name$DestinationProduct.Name$CurrencyIsoCode,CurrencyIsoCode,DestinationProduct.Name,Name,Priority,SourceProduct.Name
Additional API;Additional API;Additional API;USD,USD,Additional API,Additional API,,Additional API
QuantumBit Complete Solution;QuantumBit Complete Solution;QuantumBit Complete Solution;USD,USD,QuantumBit Complete Solution,QuantumBit Complete Solution,,QuantumBit Complete Solution
4TB 7.2k RPM NLSAS;4TB 7.2k RPM NLSAS;4TB 7.2k RPM NLSAS;USD,USD,4TB 7.2k RPM NLSAS,4TB 7.2k RPM NLSAS,,4TB 7.2k RPM NLSAS
8GB RDIMM;8GB RDIMM;8GB RDIMM;USD,USD,8GB RDIMM,8GB RDIMM,,8GB RDIMM
Intel X710 Dual Port 10Gb Direct Attach;Intel X710 Dual Port 10Gb Direct Attach;Intel X710 Dual Port 10Gb Direct Attach;USD,USD,Intel X710 Dual Port 10Gb Direct Attach,Intel X710 Dual Port 10Gb Direct Attach,,Intel X710 Dual Port 10Gb Direct Attach
C13 to C14 Power Cable 3';C13 to C14 Power Cable 3';C13 to C14 Power Cable 3';USD,USD,C13 to C14 Power Cable 3',C13 to C14 Power Cable 3',,C13 to C14 Power Cable 3'
C13 to C14 Power Cable 5';C13 to C14 Power Cable 5';C13 to C14 Power Cable 5';USD,USD,C13 to C14 Power Cable 5',C13 to C14 Power Cable 5',,C13 to C14 Power Cable 5'
C19 to C20 Power Cable 3';C19 to C20 Power Cable 3';C19 to C20 Power Cable 3';USD,USD,C19 to C20 Power Cable 3',C19 to C20 Power Cable 3',,C19 to C20 Power Cable 3'
C19 to C20 Power Cable 5';C19 to C20 Power Cable 5';C19 to C20 Power Cable 5';USD,USD,C19 to C20 Power Cable 5',C19 to C20 Power Cable 5',,C19 to C20 Power Cable 5'
L5-20 Input Power Cable 12';L5-20 Input Power Cable 12';L5-20 Input Power Cable 12';USD,USD,L5-20 Input Power Cable 12',L5-20 Input Power Cable 12',,L5-20 Input Power Cable 12'
L5-20 Input Power Cable 8';L5-20 Input Power Cable 8';L5-20 Input Power Cable 8';USD,USD,L5-20 Input Power Cable 8',L5-20 Input Power Cable 8',,L5-20 Input Power Cable 8'
Gold Hardware Maintenance;Gold Hardware Maintenance;Gold Hardware Maintenance;USD,USD,Gold Hardware Maintenance,Gold Hardware Maintenance,,Gold Hardware Maintenance
Silver Hardware Maintenance;Silver Hardware Maintenance;Silver Hardware Maintenance;USD,USD,Silver Hardware Maintenance,Silver Hardware Maintenance,,Silver Hardware Maintenance
Additional Automation QB Credits;Additional Automation QB Credits;Additional Automation QB Credits;USD,USD,Additional Automation QB Credits,Additional Automation QB Credits,,Additional Automation QB Credits
Additional API Prod;Additional API Prod;Additional API Prod;USD,USD,Additional API Prod,Additional API Prod,,Additional API Prod
QuantumBit Enterprise;QuantumBit Enterprise;QuantumBit Enterprise;USD,USD,QuantumBit Enterprise,QuantumBit Enterprise,,QuantumBit Enterprise
QuantumBit Business Critical;QuantumBit Business Critical;QuantumBit Business Critical;USD,USD,QuantumBit Business Critical,QuantumBit Business Critical,,QuantumBit Business Critical
QuantumBit Fundamentals Training;QuantumBit Fundamentals Training;QuantumBit Fundamentals Training;USD,USD,QuantumBit Fundamentals Training,QuantumBit Fundamentals Training,,QuantumBit Fundamentals Training
QuantumBit Essentials Training;QuantumBit Essentials Training;QuantumBit Essentials Training;USD,USD,QuantumBit Essentials Training,QuantumBit Essentials Training,,QuantumBit Essentials Training
Professional Services Daily Rate;Professional Services Daily Rate;Professional Services Daily Rate;USD,USD,Professional Services Daily Rate,Professional Services Daily Rate,,Professional Services Daily Rate
Professional Services Scope of Work;Professional Services Scope of Work;Professional Services Scope of Work;USD,USD,Professional Services Scope of Work,Professional Services Scope of Work,,Professional Services Scope of Work
Intel Xeon E5-2609 v4 1.7GHz;Intel Xeon E5-2609 v4 1.7GHz;Intel Xeon E5-2609 v4 1.7GHz;USD,USD,Intel Xeon E5-2609 v4 1.7GHz,Intel Xeon E5-2609 v4 1.7GHz,,Intel Xeon E5-2609 v4 1.7GHz
PowerSwerve R750 Rack Server;PowerSwerve R750 Rack Server;PowerSwerve R750 Rack Server;USD,USD,PowerSwerve R750 Rack Server,PowerSwerve R750 Rack Server,,PowerSwerve R750 Rack Server
Subscription;Subscription;Subscription;USD,USD,Subscription,Subscription,,Subscription
16GB RDIMM;16GB RDIMM;16GB RDIMM;USD,USD,16GB RDIMM,16GB RDIMM,,16GB RDIMM
8TB 7.2k RPM NLSAS;8TB 7.2k RPM NLSAS;8TB 7.2k RPM NLSAS;USD,USD,8TB 7.2k RPM NLSAS,8TB 7.2k RPM NLSAS,,8TB 7.2k RPM NLSAS
8TB 7.2k RPM Self-Encrypting NLSAS;8TB 7.2k RPM Self-Encrypting NLSAS;8TB 7.2k RPM Self-Encrypting NLSAS;USD,USD,8TB 7.2k RPM Self-Encrypting NLSAS,8TB 7.2k RPM Self-Encrypting NLSAS,,8TB 7.2k RPM Self-Encrypting NLSAS
Intel X710 Dual Port 10Gb SFP;Intel X710 Dual Port 10Gb SFP;Intel X710 Dual Port 10Gb SFP;USD,USD,Intel X710 Dual Port 10Gb SFP,Intel X710 Dual Port 10Gb SFP,,Intel X710 Dual Port 10Gb SFP
QuantumBit Services Project;QuantumBit Services Project;QuantumBit Services Project;USD,USD,QuantumBit Services Project,QuantumBit Services Project,,QuantumBit Services Project
Configured Power Cable;Configured Power Cable;Configured Power Cable;USD,USD,Configured Power Cable,Configured Power Cable,,Configured Power Cable
TX 600mm/750mm Stabilizer Plate;TX 600mm/750mm Stabilizer Plate;TX 600mm/750mm Stabilizer Plate;USD,USD,TX 600mm/750mm Stabilizer Plate,TX 600mm/750mm Stabilizer Plate,,TX 600mm/750mm Stabilizer Plate
TX Bolt-Down Kit;TX Bolt-Down Kit;TX Bolt-Down Kit;USD,USD,TX Bolt-Down Kit,TX Bolt-Down Kit,,TX Bolt-Down Kit
"Rack PDU 30A, 120V L5-20";"Rack PDU 30A, 120V L5-20";"Rack PDU 30A, 120V L5-20";USD,USD,"Rack PDU 30A, 120V L5-20","Rack PDU 30A, 120V L5-20",,"Rack PDU 30A, 120V L5-20"
"Rack PDU 15A, 120V L5-20";"Rack PDU 15A, 120V L5-20";"Rack PDU 15A, 120V L5-20";USD,USD,"Rack PDU 15A, 120V L5-20","Rack PDU 15A, 120V L5-20",,"Rack PDU 15A, 120V L5-20"
"Rack PDU 20A, 230V C20 input C1";"Rack PDU 20A, 230V C20 input C1";"Rack PDU 20A, 230V C20 input C1";USD,USD,"Rack PDU 20A, 230V C20 input C1","Rack PDU 20A, 230V C20 input C1",,"Rack PDU 20A, 230V C20 input C1"
"Rack PDU 10A, 230V C20 input C19";"Rack PDU 10A, 230V C20 input C19";"Rack PDU 10A, 230V C20 input C19";USD,USD,"Rack PDU 10A, 230V C20 input C19","Rack PDU 10A, 230V C20 input C19",,"Rack PDU 10A, 230V C20 input C19"
"Rack PDU 16A, 230V, C13 output";"Rack PDU 16A, 230V, C13 output";"Rack PDU 16A, 230V, C13 output";USD,USD,"Rack PDU 16A, 230V, C13 output","Rack PDU 16A, 230V, C13 output",,"Rack PDU 16A, 230V, C13 output"
"Rack PDU 14.4kW, 208V, C13 output";"Rack PDU 14.4kW, 208V, C13 output";"Rack PDU 14.4kW, 208V, C13 output";USD,USD,"Rack PDU 14.4kW, 208V, C13 output","Rack PDU 14.4kW, 208V, C13 output",,"Rack PDU 14.4kW, 208V, C13 output"
"Rack PDU 5.7W, 208V, C13 output";"Rack PDU 5.7W, 208V, C13 output";"Rack PDU 5.7W, 208V, C13 output";USD,USD,"Rack PDU 5.7W, 208V, C13 output","Rack PDU 5.7W, 208V, C13 output",,"Rack PDU 5.7W, 208V, C13 output"
No Operating System;No Operating System;No Operating System;USD,USD,No Operating System,No Operating System,,No Operating System
vSphere Standard;vSphere Standard;vSphere Standard;USD,USD,vSphere Standard,vSphere Standard,,vSphere Standard
vSphere Enterprise;vSphere Enterprise;vSphere Enterprise;USD,USD,vSphere Enterprise,vSphere Enterprise,,vSphere Enterprise
Installation and Assembly;Installation and Assembly;Installation and Assembly;USD,USD,Installation and Assembly,Installation and Assembly,,Installation and Assembly
Professional Service Hours (Consumption);Professional Service Hours (Consumption);Professional Service Hours (Consumption);USD,USD,Professional Service Hours (Consumption),Professional Service Hours (Consumption),,Professional Service Hours (Consumption)
Red Hat Enterprise Linux;Red Hat Enterprise Linux;Red Hat Enterprise Linux;USD,USD,Red Hat Enterprise Linux,Red Hat Enterprise Linux,,Red Hat Enterprise Linux
vSphere Desktop;vSphere Desktop;vSphere Desktop;USD,USD,vSphere Desktop,vSphere Desktop,,vSphere Desktop
Software Maintenance;Software Maintenance;Software Maintenance;USD,USD,Software Maintenance,Software Maintenance,,Software Maintenance
Additional Flows - QB Enterprise;Additional Flows - QB Enterprise;Additional Flows - QB Enterprise;USD,USD,Additional Flows - QB Enterprise,Additional Flows - QB Enterprise,,Additional Flows - QB Enterprise
Additional Messages - QB Enterprise;Additional Messages - QB Enterprise;Additional Messages - QB Enterprise;USD,USD,Additional Messages - QB Enterprise,Additional Messages - QB Enterprise,,Additional Messages - QB Enterprise
"Rack PDU 20A, 120V L5-20";"Rack PDU 20A, 120V L5-20";"Rack PDU 20A, 120V L5-20";USD,USD,"Rack PDU 20A, 120V L5-20","Rack PDU 20A, 120V L5-20",,"Rack PDU 20A, 120V L5-20"
Additional API Pre-Prod;Additional API Pre-Prod;Additional API Pre-Prod;USD,USD,Additional API Pre-Prod,Additional API Pre-Prod,,Additional API Pre-Prod
Additional API Gov;Additional API Gov;Additional API Gov;USD,USD,Additional API Gov,Additional API Gov,,Additional API Gov
Additional API Flex (100M);Additional API Flex (100M);Additional API Flex (100M);USD,USD,Additional API Flex (100M),Additional API Flex (100M),,Additional API Flex (100M)
Additional QB DataGraph (500M);Additional QB DataGraph (500M);Additional QB DataGraph (500M);USD,USD,Additional QB DataGraph (500M),Additional QB DataGraph (500M),,Additional QB DataGraph (500M)
Program Director;Program Director;Program Director;USD,USD,Program Director,Program Director,,Program Director
Solutions Architect;Solutions Architect;Solutions Architect;USD,USD,Solutions Architect,Solutions Architect,,Solutions Architect
Project Manager;Project Manager;Project Manager;USD,USD,Project Manager,Project Manager,,Project Manager
Implementation Engineer;Implementation Engineer;Implementation Engineer;USD,USD,Implementation Engineer,Implementation Engineer,,Implementation Engineer
Integration Specialist Engineer;Integration Specialist Engineer;Integration Specialist Engineer;USD,USD,Integration Specialist Engineer,Integration Specialist Engineer,,Integration Specialist Engineer
Module Extension Engineer;Module Extension Engineer;Module Extension Engineer;USD,USD,Module Extension Engineer,Module Extension Engineer,,Module Extension Engineer
Quality Assurance Engineer;Quality Assurance Engineer;Quality Assurance Engineer;USD,USD,Quality Assurance Engineer,Quality Assurance Engineer,,Quality Assurance Engineer
Data Normalization Expert;Data Normalization Expert;Data Normalization Expert;USD,USD,Data Normalization Expert,Data Normalization Expert,,Data Normalization Expert
QB API Management Solution;QB API Management Solution;QB API Management Solution;USD,USD,QB API Management Solution,QB API Management Solution,,QB API Management Solution
Additional Flows - QB Starter;Additional Flows - QB Starter;Additional Flows - QB Starter;USD,USD,Additional Flows - QB Starter,Additional Flows - QB Starter,,Additional Flows - QB Starter
Additional Messages - QB Starter;Additional Messages - QB Starter;Additional Messages - QB Starter;USD,USD,Additional Messages - QB Starter,Additional Messages - QB Starter,,Additional Messages - QB Starter
Additional Data Throughput (TB);Additional Data Throughput (TB);Additional Data Throughput (TB);USD,USD,Additional Data Throughput (TB),Additional Data Throughput (TB),,Additional Data Throughput (TB)
Blanking Panel;Blanking Panel;Blanking Panel;USD,USD,Blanking Panel,Blanking Panel,,Blanking Panel
Sliding Shelf 200lbs;Sliding Shelf 200lbs;Sliding Shelf 200lbs;USD,USD,Sliding Shelf 200lbs,Sliding Shelf 200lbs,,Sliding Shelf 200lbs
Fixed Shelf 250lbs;Fixed Shelf 250lbs;Fixed Shelf 250lbs;USD,USD,Fixed Shelf 250lbs,Fixed Shelf 250lbs,,Fixed Shelf 250lbs
Roof Fan Tray 750mm - 120V;Roof Fan Tray 750mm - 120V;Roof Fan Tray 750mm - 120V;USD,USD,Roof Fan Tray 750mm - 120V,Roof Fan Tray 750mm - 120V,,Roof Fan Tray 750mm - 120V
Roof Fan Tray 750mm - 208V;Roof Fan Tray 750mm - 208V;Roof Fan Tray 750mm - 208V;USD,USD,Roof Fan Tray 750mm - 208V,Roof Fan Tray 750mm - 208V,,Roof Fan Tray 750mm - 208V
QuantumBit Rack Enclosure;QuantumBit Rack Enclosure;QuantumBit Rack Enclosure;USD,USD,QuantumBit Rack Enclosure,QuantumBit Rack Enclosure,,QuantumBit Rack Enclosure
Quick Start Enablement;Quick Start Enablement;Quick Start Enablement;USD,USD,Quick Start Enablement,Quick Start Enablement,,Quick Start Enablement
Professional Services - Associate Consultant Daily Rate;Professional Services - Associate Consultant Daily Rate;Professional Services - Associate Consultant Daily Rate;USD,USD,Professional Services - Associate Consultant Daily Rate,Professional Services - Associate Consultant Daily Rate,,Professional Services - Associate Consultant Daily Rate
"QuantumBit Advisory Services, CSM Premium";"QuantumBit Advisory Services, CSM Premium";"QuantumBit Advisory Services, CSM Premium";USD,USD,"QuantumBit Advisory Services, CSM Premium","QuantumBit Advisory Services, CSM Premium",,"QuantumBit Advisory Services, CSM Premium"
Standard Success Plan;Standard Success Plan;Standard Success Plan;USD,USD,Standard Success Plan,Standard Success Plan,,Standard Success Plan
Professional Services - Project Management Daily Rate;Professional Services - Project Management Daily Rate;Professional Services - Project Management Daily Rate;USD,USD,Professional Services - Project Management Daily Rate,Professional Services - Project Management Daily Rate,,Professional Services - Project Management Daily Rate
Premium Success Plan;Premium Success Plan;Premium Success Plan;USD,USD,Premium Success Plan,Premium Success Plan,,Premium Success Plan
API Access Requests (AEH);API Access Requests (AEH);API Access Requests (AEH);USD,USD,API Access Requests (AEH),API Access Requests (AEH),,API Access Requests (AEH)
Cable Management Rings (Qty 10);Cable Management Rings (Qty 10);Cable Management Rings (Qty 10);USD,USD,Cable Management Rings (Qty 10),Cable Management Rings (Qty 10),,Cable Management Rings (Qty 10)
"Vertical Cable Organizer, 8 Cable Rings";"Vertical Cable Organizer, 8 Cable Rings";"Vertical Cable Organizer, 8 Cable Rings";USD,USD,"Vertical Cable Organizer, 8 Cable Rings","Vertical Cable Organizer, 8 Cable Rings",,"Vertical Cable Organizer, 8 Cable Rings"
Cable Containment Brackets;Cable Containment Brackets;Cable Containment Brackets;USD,USD,Cable Containment Brackets,Cable Containment Brackets,,Cable Containment Brackets
QuantumShell 6U 600mmx870mm;QuantumShell 6U 600mmx870mm;QuantumShell 6U 600mmx870mm;USD,USD,QuantumShell 6U 600mmx870mm,QuantumShell 6U 600mmx870mm,,QuantumShell 6U 600mmx870mm
