$$Name$Pricebook2.Name$Product2.StockKeepingUnit$ProductSellingModel.Name$CurrencyIsoCode,CurrencyIsoCode,IsActive,IsDerived,Name,Pricebook2.$$Name$IsStandard,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,UnitPrice
Additional API Gov;Standard Price Book;QB-API-GOVT;Term Annual;USD,USD,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,1450
Additional API Pre-Prod;Standard Price Book;QB-API-PREP;Term Annual;USD,USD,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,3240
Additional API Prod;Standard Price Book;QB-API-PROD;Term Annual;USD,USD,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,3240
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Evergreen Monthly;USD,USD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,2.5
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Annual;USD,USD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,25
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Monthly;USD,USD,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,2
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Evergreen Monthly;USD,USD,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Evergreen Monthly;Evergreen,0
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Annual;USD,USD,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Annual;TermDefined,0
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Monthly;USD,USD,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Monthly;TermDefined,0
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Evergreen Monthly;USD,USD,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Evergreen Monthly;Evergreen,2000
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Annual;USD,USD,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Annual;TermDefined,24000
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Monthly;USD,USD,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Monthly;TermDefined,1500
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Evergreen Monthly;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Evergreen Monthly;Evergreen,3500
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Annual;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Annual;TermDefined,30000
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Monthly;USD,USD,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Monthly;TermDefined,3000
Additional QB DataGraph (500M);Standard Price Book;QB-DAT-GRPH;Term Annual;USD,USD,true,false,Additional QB DataGraph (500M),Standard Price Book;true,QB-DAT-GRPH,Term Annual;TermDefined,25000
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Evergreen Monthly;USD,USD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,5
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Annual;USD,USD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,45
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Monthly;USD,USD,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,5
C13 to C14 Power Cable 3';Standard Price Book;QB-CMPC-5887;One-Time;USD,USD,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,250
Cloud License (Monthly);Standard Price Book;QB-LIC-CLOUD;Term Annual;USD,USD,true,false,Cloud License (Monthly),Standard Price Book;true,QB-LIC-CLOUD,Term Annual;TermDefined,550
Configured Power Cable;Standard Price Book;QB-CMPC-5882;One-Time;USD,USD,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,249
Data Normalization Expert;Standard Price Book;QB-SRV-DNE;One-Time;USD,USD,true,false,Data Normalization Expert,Standard Price Book;true,QB-SRV-DNE,One-Time;OneTime,300
Gold Hardware Maintenance;Standard Price Book;QB-SUPP-1005;Term Annual;USD,USD,true,false,Gold Hardware Maintenance,Standard Price Book;true,QB-SUPP-1005,Term Annual;TermDefined,30000
Implementation Engineer;Standard Price Book;QB-SRV-IMP;One-Time;USD,USD,true,false,Implementation Engineer,Standard Price Book;true,QB-SRV-IMP,One-Time;OneTime,300
Integration Specialist Engineer;Standard Price Book;QB-SRV-ISE;One-Time;USD,USD,true,false,Integration Specialist Engineer,Standard Price Book;true,QB-SRV-ISE,One-Time;OneTime,350
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;QB-NET X710;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,QB-NET X710,One-Time;OneTime,1599
Intel X710 Dual Port 10Gb SFP;Standard Price Book;QB-BET X710SFP;One-Time;USD,USD,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,1599
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;One-Time;USD,USD,true,false,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,One-Time;OneTime,1499
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;One-Time;USD,USD,true,false,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,One-Time;OneTime,1699
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;One-Time;USD,USD,true,false,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,One-Time;OneTime,2499
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;One-Time;USD,USD,true,false,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,One-Time;OneTime,1399
Module Extension Engineer;Standard Price Book;QB-SRV-MEE;One-Time;USD,USD,true,false,Module Extension Engineer,Standard Price Book;true,QB-SRV-MEE,One-Time;OneTime,300
PowerSwerve R750 Rack Server;Standard Price Book;QB-BDL-R750;One-Time;USD,USD,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,3899
Professional Services Daily Rate;Standard Price Book;QB-SRV-OG-PSH;One-Time;USD,USD,true,false,Professional Services Daily Rate,Standard Price Book;true,QB-SRV-OG-PSH,One-Time;OneTime,250
Professional Services Scope of Work;Standard Price Book;QB-SRV-SOW;One-Time;USD,USD,true,false,Professional Services Scope of Work,Standard Price Book;true,QB-SRV-SOW,One-Time;OneTime,25000
Program Director;Standard Price Book;QB-SRV-PD;One-Time;USD,USD,true,false,Program Director,Standard Price Book;true,QB-SRV-PD,One-Time;OneTime,350
Project Manager;Standard Price Book;QB-SRV-PMN;One-Time;USD,USD,true,false,Project Manager,Standard Price Book;true,QB-SRV-PMN,One-Time;OneTime,300
QB API Management Solution;Standard Price Book;QB-API-MGMT;Evergreen Monthly;USD,USD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,1000
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Annual;USD,USD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,12000
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Monthly;USD,USD,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,1000
Quality Assurance Engineer;Standard Price Book;QB-SRV-QAE;One-Time;USD,USD,true,false,Quality Assurance Engineer,Standard Price Book;true,QB-SRV-QAE,One-Time;OneTime,300
QuantumBit Collaboration Suite;Standard Price Book;QB-CS;Term Annual;USD,USD,true,false,QuantumBit Collaboration Suite,Standard Price Book;true,QB-CS,Term Annual;TermDefined,0
QuantumBit Collaboration Suite;Standard Price Book;QB-CS;Term Monthly;USD,USD,true,false,QuantumBit Collaboration Suite,Standard Price Book;true,QB-CS,Term Monthly;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Evergreen Monthly;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;One-Time;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Annual;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Monthly;USD,USD,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QB-TRN-ESSNTLS;One-Time;USD,USD,true,false,QuantumBit Essentials Training,Standard Price Book;true,QB-TRN-ESSNTLS,One-Time;OneTime,8500
QuantumBit Fundamentals Training;Standard Price Book;QB-TRN-FUND;One-Time;USD,USD,true,false,QuantumBit Fundamentals Training,Standard Price Book;true,QB-TRN-FUND,One-Time;OneTime,6500
QuantumBit Services Project;Standard Price Book;QB-BDL-SRVC;One-Time;USD,USD,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QB-BDL-STND;One-Time;USD,USD,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Annual;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Annual;Evergreen,420
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Monthly;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Monthly;Evergreen,35
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Annual;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Annual;TermDefined,360
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Monthly;USD,USD,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Monthly;TermDefined,30
Silver Hardware Maintenance;Standard Price Book;QB-SUPP-1000;Term Annual;USD,USD,true,false,Silver Hardware Maintenance,Standard Price Book;true,QB-SUPP-1000,Term Annual;TermDefined,25000
Software Maintenance;Standard Price Book;QB-SUPP-2000;Term Annual;USD,USD,true,true,Software Maintenance,Standard Price Book;true,QB-SUPP-2000,Term Annual;TermDefined,0
Solutions Architect;Standard Price Book;QB-SRV-SAT;One-Time;USD,USD,true,false,Solutions Architect,Standard Price Book;true,QB-SRV-SAT,One-Time;OneTime,500
16GB RDIMM;Standard Price Book;QB-MEM 16GB;One-Time;JPY,JPY,true,false,16GB RDIMM,Standard Price Book;true,QB-MEM 16GB,One-Time;OneTime,90600
1TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 1TB;One-Time;JPY,JPY,true,false,1TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 1TB,One-Time;OneTime,75500
32GB RDIMM;Standard Price Book;QB-MEM 32GB;One-Time;JPY,JPY,true,false,32GB RDIMM,Standard Price Book;true,QB-MEM 32GB,One-Time;OneTime,134500
4TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 4TB;One-Time;JPY,JPY,true,false,4TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 4TB,One-Time;OneTime,120900
8GB RDIMM;Standard Price Book;QB-MEM 8GB;One-Time;JPY,JPY,true,false,8GB RDIMM,Standard Price Book;true,QB-MEM 8GB,One-Time;OneTime,60400
8TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 8TB;One-Time;JPY,JPY,true,false,8TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 8TB,One-Time;OneTime,151100
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;QB-HD 8TBSE;One-Time;JPY,JPY,true,false,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,QB-HD 8TBSE,One-Time;OneTime,181400
Additional API;Standard Price Book;QB-API;Evergreen Monthly;JPY,JPY,true,false,Additional API,Standard Price Book;true,QB-API,Evergreen Monthly;Evergreen,302600
Additional API;Standard Price Book;QB-API;Term Annual;JPY,JPY,true,false,Additional API,Standard Price Book;true,QB-API,Term Annual;TermDefined,2269500
Additional API;Standard Price Book;QB-API;Term Monthly;JPY,JPY,true,false,Additional API,Standard Price Book;true,QB-API,Term Monthly;TermDefined,226900
Additional API Flex (100M);Standard Price Book;QB-API-FLEX;Term Annual;JPY,JPY,true,false,Additional API Flex (100M),Standard Price Book;true,QB-API-FLEX,Term Annual;TermDefined,68100
Additional API Gov;Standard Price Book;QB-API-GOVT;Term Annual;JPY,JPY,true,false,Additional API Gov,Standard Price Book;true,QB-API-GOVT,Term Annual;TermDefined,219400
Additional API Pre-Prod;Standard Price Book;QB-API-PREP;Term Annual;JPY,JPY,true,false,Additional API Pre-Prod,Standard Price Book;true,QB-API-PREP,Term Annual;TermDefined,490200
Additional API Prod;Standard Price Book;QB-API-PROD;Term Annual;JPY,JPY,true,false,Additional API Prod,Standard Price Book;true,QB-API-PROD,Term Annual;TermDefined,490200
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Evergreen Monthly;JPY,JPY,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Evergreen Monthly;Evergreen,380
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Annual;JPY,JPY,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Annual;TermDefined,3780
Additional Automation QB Credits;Standard Price Book;QB-AUT-CRED;Term Monthly;JPY,JPY,true,false,Additional Automation QB Credits,Standard Price Book;true,QB-AUT-CRED,Term Monthly;TermDefined,300
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Evergreen Monthly;JPY,JPY,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Evergreen Monthly;Evergreen,484200
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Annual;JPY,JPY,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Annual;TermDefined,5749300
Additional Data Throughput;Standard Price Book;QB-DAT-THPT;Term Monthly;JPY,JPY,true,false,Additional Data Throughput,Standard Price Book;true,QB-DAT-THPT,Term Monthly;TermDefined,453900
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Evergreen Monthly;JPY,JPY,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Evergreen Monthly;Evergreen,302600
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Annual;JPY,JPY,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Annual;TermDefined,3631100
Additional Flows - QB Starter;Standard Price Book;QB-FLO-STRT;Term Monthly;JPY,JPY,true,false,Additional Flows - QB Starter,Standard Price Book;true,QB-FLO-STRT,Term Monthly;TermDefined,226900
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Evergreen Monthly;JPY,JPY,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Evergreen Monthly;Evergreen,529500
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Annual;JPY,JPY,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Annual;TermDefined,4538900
Additional Messages - QB Starter;Standard Price Book;QB-MSG-STRT;Term Monthly;JPY,JPY,true,false,Additional Messages - QB Starter,Standard Price Book;true,QB-MSG-STRT,Term Monthly;TermDefined,453900
Additional QB DataGraph (500M);Standard Price Book;QB-DAT-GRPH;Term Annual;JPY,JPY,true,false,Additional QB DataGraph (500M),Standard Price Book;true,QB-DAT-GRPH,Term Annual;TermDefined,3782400
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Evergreen Monthly;JPY,JPY,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Evergreen Monthly;Evergreen,760
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Annual;JPY,JPY,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Annual;TermDefined,6810
API Access Requests (AEH);Standard Price Book;QB-API-REQT;Term Monthly;JPY,JPY,true,false,API Access Requests (AEH),Standard Price Book;true,QB-API-REQT,Term Monthly;TermDefined,760
C13 to C14 Power Cable 3';Standard Price Book;QB-CMPC-5887;One-Time;JPY,JPY,true,false,C13 to C14 Power Cable 3',Standard Price Book;true,QB-CMPC-5887,One-Time;OneTime,37800
Configured Power Cable;Standard Price Book;QB-CMPC-5882;One-Time;JPY,JPY,true,false,Configured Power Cable,Standard Price Book;true,QB-CMPC-5882,One-Time;OneTime,37700
Data Normalization Expert;Standard Price Book;QB-SRV-DNE;One-Time;JPY,JPY,true,false,Data Normalization Expert,Standard Price Book;true,QB-SRV-DNE,One-Time;OneTime,45400
Gold Hardware Maintenance;Standard Price Book;QB-SUPP-1005;Term Annual;JPY,JPY,true,false,Gold Hardware Maintenance,Standard Price Book;true,QB-SUPP-1005,Term Annual;TermDefined,4538900
Implementation Engineer;Standard Price Book;QB-SRV-IMP;One-Time;JPY,JPY,true,false,Implementation Engineer,Standard Price Book;true,QB-SRV-IMP,One-Time;OneTime,45400
Integration Specialist Engineer;Standard Price Book;QB-SRV-ISE;One-Time;JPY,JPY,true,false,Integration Specialist Engineer,Standard Price Book;true,QB-SRV-ISE,One-Time;OneTime,53000
Intel X710 Dual Port 10Gb Direct Attach;Standard Price Book;QB-NET X710;One-Time;JPY,JPY,true,false,Intel X710 Dual Port 10Gb Direct Attach,Standard Price Book;true,QB-NET X710,One-Time;OneTime,241900
Intel X710 Dual Port 10Gb SFP;Standard Price Book;QB-BET X710SFP;One-Time;JPY,JPY,true,false,Intel X710 Dual Port 10Gb SFP,Standard Price Book;true,QB-BET X710SFP,One-Time;OneTime,241900
Intel Xeon E5-2609 v4 1.7GHz;Standard Price Book;QB-INTEL E5-2609;One-Time;JPY,JPY,true,false,Intel Xeon E5-2609 v4 1.7GHz,Standard Price Book;true,QB-INTEL E5-2609,One-Time;OneTime,226800
Intel Xeon E5-2660 v4 2.0GHz;Standard Price Book;QB-INTEL E5-2660;One-Time;JPY,JPY,true,false,Intel Xeon E5-2660 v4 2.0GHz,Standard Price Book;true,QB-INTEL E5-2660,One-Time;OneTime,257100
Intel Xeon E5-2667 v4 3.2GHz;Standard Price Book;QB-INTEL E5-2667;One-Time;JPY,JPY,true,false,Intel Xeon E5-2667 v4 3.2GHz,Standard Price Book;true,QB-INTEL E5-2667,One-Time;OneTime,378100
Intel Xeon E5-2683 v4 2.1GHz;Standard Price Book;QB-INTEL E5-2683;One-Time;JPY,JPY,true,false,Intel Xeon E5-2683 v4 2.1GHz,Standard Price Book;true,QB-INTEL E5-2683,One-Time;OneTime,211700
Module Extension Engineer;Standard Price Book;QB-SRV-MEE;One-Time;JPY,JPY,true,false,Module Extension Engineer,Standard Price Book;true,QB-SRV-MEE,One-Time;OneTime,45400
PowerSwerve R750 Rack Server;Standard Price Book;QB-BDL-R750;One-Time;JPY,JPY,true,false,PowerSwerve R750 Rack Server,Standard Price Book;true,QB-BDL-R750,One-Time;OneTime,589900
Professional Services Daily Rate;Standard Price Book;QB-SRV-OG-PSH;One-Time;JPY,JPY,true,false,Professional Services Daily Rate,Standard Price Book;true,QB-SRV-OG-PSH,One-Time;OneTime,37800
Professional Services Scope of Work;Standard Price Book;QB-SRV-SOW;One-Time;JPY,JPY,true,false,Professional Services Scope of Work,Standard Price Book;true,QB-SRV-SOW,One-Time;OneTime,3782400
Program Director;Standard Price Book;QB-SRV-PD;One-Time;JPY,JPY,true,false,Program Director,Standard Price Book;true,QB-SRV-PD,One-Time;OneTime,53000
Project Manager;Standard Price Book;QB-SRV-PMN;One-Time;JPY,JPY,true,false,Project Manager,Standard Price Book;true,QB-SRV-PMN,One-Time;OneTime,45400
QB API Management Solution;Standard Price Book;QB-API-MGMT;Evergreen Monthly;JPY,JPY,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Evergreen Monthly;Evergreen,151300
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Annual;JPY,JPY,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Annual;TermDefined,1815600
QB API Management Solution;Standard Price Book;QB-API-MGMT;Term Monthly;JPY,JPY,true,false,QB API Management Solution,Standard Price Book;true,QB-API-MGMT,Term Monthly;TermDefined,151300
Quality Assurance Engineer;Standard Price Book;QB-SRV-QAE;One-Time;JPY,JPY,true,false,Quality Assurance Engineer,Standard Price Book;true,QB-SRV-QAE,One-Time;OneTime,45400
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Evergreen Monthly;JPY,JPY,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Evergreen Monthly;Evergreen,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;One-Time;JPY,JPY,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,One-Time;OneTime,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Annual;JPY,JPY,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Annual;TermDefined,0
QuantumBit Complete Solution;Standard Price Book;QB-COMPLETE;Term Monthly;JPY,JPY,true,false,QuantumBit Complete Solution,Standard Price Book;true,QB-COMPLETE,Term Monthly;TermDefined,0
QuantumBit Essentials Training;Standard Price Book;QB-TRN-ESSNTLS;One-Time;JPY,JPY,true,false,QuantumBit Essentials Training,Standard Price Book;true,QB-TRN-ESSNTLS,One-Time;OneTime,1286000
QuantumBit Fundamentals Training;Standard Price Book;QB-TRN-FUND;One-Time;JPY,JPY,true,false,QuantumBit Fundamentals Training,Standard Price Book;true,QB-TRN-FUND,One-Time;OneTime,983400
QuantumBit Services Project;Standard Price Book;QB-BDL-SRVC;One-Time;JPY,JPY,true,false,QuantumBit Services Project,Standard Price Book;true,QB-BDL-SRVC,One-Time;OneTime,0
QuantumBit Starter;Standard Price Book;QB-BDL-STND;One-Time;JPY,JPY,true,false,QuantumBit Starter,Standard Price Book;true,QB-BDL-STND,One-Time;OneTime,0
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Annual;JPY,JPY,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Annual;Evergreen,63500
QuantumBit Subscription;Standard Price Book;TEST-SUB;Evergreen Monthly;JPY,JPY,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Evergreen Monthly;Evergreen,5300
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Annual;JPY,JPY,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Annual;TermDefined,54470
QuantumBit Subscription;Standard Price Book;TEST-SUB;Term Monthly;JPY,JPY,true,false,QuantumBit Subscription,Standard Price Book;true,TEST-SUB,Term Monthly;TermDefined,4540
Silver Hardware Maintenance;Standard Price Book;QB-SUPP-1000;Term Annual;JPY,JPY,true,false,Silver Hardware Maintenance,Standard Price Book;true,QB-SUPP-1000,Term Annual;TermDefined,3782400
Solutions Architect;Standard Price Book;QB-SRV-SAT;One-Time;JPY,JPY,true,false,Solutions Architect,Standard Price Book;true,QB-SRV-SAT,One-Time;OneTime,75600
16GB RDIMM;Standard Price Book;QB-MEM 16GB;One-Time;GBP,GBP,true,false,16GB RDIMM,Standard Price Book;true,QB-MEM 16GB,One-Time;OneTime,470
1TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 1TB;One-Time;GBP,GBP,true,false,1TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 1TB,One-Time;OneTime,390
32GB RDIMM;Standard Price Book;QB-MEM 32GB;One-Time;GBP,GBP,true,false,32GB RDIMM,Standard Price Book;true,QB-MEM 32GB,One-Time;OneTime,700
4TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 4TB;One-Time;GBP,GBP,true,false,4TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 4TB,One-Time;OneTime,630
8GB RDIMM;Standard Price Book;QB-MEM 8GB;One-Time;GBP,GBP,true,false,8GB RDIMM,Standard Price Book;true,QB-MEM 8GB,One-Time;OneTime,310
8TB 7.2k RPM NLSAS;Standard Price Book;QB-HD 8TB;One-Time;GBP,GBP,true,false,8TB 7.2k RPM NLSAS,Standard Price Book;true,QB-HD 8TB,One-Time;OneTime,790
8TB 7.2k RPM Self-Encrypting NLSAS;Standard Price Book;QB-HD 8TBSE;One-Time;GBP,GBP,true,false,8TB 7.2k RPM Self-Encrypting NLSAS,Standard Price Book;true,QB-HD 8TBSE,One-Time;OneTime,940
Additional API;Standard Price Book;QB-API;Evergreen Monthly;GBP,GBP,true,false,Additional API,Standard Price Book;true,QB-API,Evergreen Monthly;Evergreen,1570
