BasedOn.Code,CanRamp,ConfigureDuringSale,CurrencyIsoCode,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
,false,,USD,,,Hardware,true,true,false,"ALT-60Hz, Wye,12.47-13.8kV,125/105/80C (S/P/C)",FESBA_B448-2,,,FESBA_B448-2,,
,false,,USD,,,Hardware,true,true,false,"ALT-60Hz,2400/4160V,125/105/80C (S/P/C)",FESBA_B467-2,,,FESBA_B467-2,,
,false,,USD,,,Hardware,true,true,false,"ALT-60Hz,Wye,12.47kV,105/80C (S/P)",FESBA_B567-2,,,FESBA_B567-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,Wye,220/380V,150/125/105C-SD/P/C,40C amb",FESBA_B595-2,,,FESBA_B595-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,Wye,220/380V,125/105/80C-StbyPrmCont",FESBA_B598-2,,,FESBA_B598-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,Wye,220/380V,105/80C-StbyPrm",FESBA_B599-2,,,FESBA_B599-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, 3Phase, 480Volt, 105/80C-StbyPrm",FESBA_B600-2,,,FESBA_B600-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, 3Phase, 480Volt, 80C-Stby",FESBA_B601-2,,,FESBA_B601-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,347/600V,125/105/80C-SPC",FESBA_B602-2,,,FESBA_B602-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, 347/600Volt, 105/80C-StbyPrm",FESBA_B603-2,,,FESBA_B603-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, 347/600Volt, 80C-Stby",FESBA_B604-2,,,FESBA_B604-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, Wye, 12.47kVolt, 80C-Stby",FESBA_B607-2,,,FESBA_B607-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz, Wye, 13.2-13.8kVolt, 105/80C-StbyPrm",FESBA_B612-2,,,FESBA_B612-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, Wye, 13.2-13.8kVolt, 80C-Stby",FESBA_B628-2,,,FESBA_B628-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60 Hz, Wye, 380 Volt, 80C-Stby",FESBA_B660-2,,,FESBA_B660-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,Wye,440V,125-80C-SPC",FESBA_B663-2,,,FESBA_B663-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60 Hz, Wye, 440 Volt,105/80C-StbyPrm",FESBA_B664-2,,,FESBA_B664-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz, Wye, 440 Volt,80C-Stby",FESBA_B688-2,,,FESBA_B688-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,Wye,440V,150/125SP,40C amb",FESBA_B691-2,,,FESBA_B691-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60 Hz,Wye,240/416 Volt,105/80C-StbyPrm",FESBA_B715-2,,,FESBA_B715-2,,
,false,,USD,,,Hardware,true,true,false,Hardened Bearing Cartridge,FESBA_B791-2,,,FESBA_B791-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz, 3Phase, 480Volt, 125/105/80C-StbyPrmCont",FESBA_B801-2,,,FESBA_B801-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz,3Phase,480Volt,150C-Stby,40C amb",FESBA_B816-2,,,FESBA_B816-2,,
,false,,USD,,,Hardware,true,true,false,"Alternator-60Hz,3Phase,600Volt,150C-Stby,40C amb",FESBA_B817-2,,,FESBA_B817-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,277/480V,80C, Stby-Prime,IncrMtrStart",FESBA_B903-2,,,FESBA_B903-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,347/600V,80C, Stby-Prime,IncrMtrStart",FESBA_B904-2,,,FESBA_B904-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,2400/4160V,80C, Stby-Prime,IncrMtrStart",FESBA_B905-2,,,FESBA_B905-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,7200/12470V,80C, Stby-Prime,IncrMtrStart",FESBA_B906-2,,,FESBA_B906-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,7620/13200V,80C, Stby-Prime,IncrMtrStart",FESBA_B907-2,,,FESBA_B907-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,7968/13800V,80C, Stby-Prime,IncrMtrStart",FESBA_B909-2,,,FESBA_B909-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,380V,105C-DCC,40C Amb",FESBA_BB08-2,,,FESBA_BB08-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,416V,105C-DCC,40C Amb",FESBA_BB10-2,,,FESBA_BB10-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,440V,105C-DCC,40C Amb",FESBA_BB12-2,,,FESBA_BB12-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,480V,80C-DCC,40C Amb",FESBA_BB14-2,,,FESBA_BB14-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,480V,105C-DCC,40C Amb",FESBA_BB15-2,,,FESBA_BB15-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,600V,80C-DCC,40C Amb",FESBA_BB17-2,,,FESBA_BB17-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,600V,105C-DCC,40C Amb",FESBA_BB18-2,,,FESBA_BB18-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,4160V,80C-DCC,40C Amb",FESBA_BB20-2,,,FESBA_BB20-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,12.47kV,80C-DCC,40C Amb",FESBA_BB23-2,,,FESBA_BB23-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,13.2kV,80C-DCC,40C Amb",FESBA_BB26-2,,,FESBA_BB26-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,13.8kV,80C-DCC,40C Amb",FESBA_BB29-2,,,FESBA_BB29-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,440V,80C-DCC,40C Amb",FESBA_BC03-2,,,FESBA_BC03-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,380V,80C-DCC,40C Amb",FESBA_BC04-2,,,FESBA_BC04-2,,
,false,,USD,,,Hardware,true,true,false,"Alt-60Hz,3Ph,Wye,416V,80C-DCC,40C Amb",FESBA_BC05-2,,,FESBA_BC05-2,,
,false,,USD,,,Hardware,true,true,false,Separator-Fuel/Water,FESBA_C127-2,,,FESBA_C127-2,,
,false,,USD,,,Hardware,true,true,false,"Fuel Filters-Engine, Duplex",FESBA_C278-2,,,FESBA_C278-2,,
,false,,USD,,,Hardware,true,true,false,Heavy Duty Air Cleaner,FESBA_D036-2,,,FESBA_D036-2,,
,false,,USD,,,Hardware,true,true,false,Normal Duty Air Cleaner,FESBA_D041-2,,,FESBA_D041-2,,
,false,,USD,,,Hardware,true,true,false,None Supplied (Remote Cooling),FESBA_E043-2,,,FESBA_E043-2,,
,false,,USD,,,Hardware,true,true,false,(Remote Cooling) Flanged Connectors ASA,FESBA_E080-2,,,FESBA_E080-2,,
,false,,USD,,,Hardware,true,true,false,Engine Cooling-High Ambient Air Temperature,FESBA_E125-2,,,FESBA_E125-2,,
,false,,USD,,,Hardware,true,true,false,Engine Cooling-Enhanced High Ambient Air Temperature,FESBA_E126-2,,,FESBA_E126-2,,
,false,,USD,,,Hardware,true,true,false,"Eng Cooling-High Ambient Air Temp, Ship Loose",FESBA_E128-2,,,FESBA_E128-2,,
,false,,USD,,,Hardware,true,true,false,"Terminal Hsg-Alternator Mounted,BotEntr,LV,NEMA 2-HoleConn",FESBA_F258-2,,,FESBA_F258-2,,
,false,,USD,,,Hardware,true,true,false,"Terminal Hsg-Alternator Mounted,TopEntr,LV,NEMA 2-HoleConn",FESBA_F259-2,,,FESBA_F259-2,,
,false,,USD,,,Hardware,true,true,false,Oil Pan-High Capacity,FESBA_H110-2,,,FESBA_H110-2,,
,false,,USD,,,Hardware,true,true,false,Gauge-Exhaust Gas Temperature,FESBA_H244-2,,,FESBA_H244-2,,
,false,,USD,,,Hardware,true,true,false,Shutdown-Low Coolant Level,FESBA_H389-2,,,FESBA_H389-2,,
,false,,USD,,,Hardware,true,true,false,Warning-Low Coolant Level,FESBA_H527-2,,,FESBA_H527-2,,
,false,,USD,,,Hardware,true,true,false,"Coolant Heater-208/240/480V, 40F Minimum Ambient Temp",FESBA_H556-2,,,FESBA_H556-2,,
,false,,USD,,,Hardware,true,true,false,"Coolant Heater-208/240/480V, Below 40F Ambient Temp",FESBA_H557-2,,,FESBA_H557-2,,
,false,,USD,,,Hardware,true,true,false,"Meters-AC Output,Analog",FESBA_H606-2,,,FESBA_H606-2,,
,false,,USD,,,Hardware,true,true,false,"Filters-Eng Oil,Full Flow/Bypass",FESBA_H607-2,,,FESBA_H607-2,,
,false,,USD,,,Hardware,true,true,false,"Indication-Ground Fault,3-PoleXfrSw",FESBA_H666-2,,,FESBA_H666-2,,
,false,,USD,,,Hardware,true,true,false,Display - Control LCD,FESBA_H678-2,,,FESBA_H678-2,,
Control PC,false,Allowed,USD,,,Hardware,true,true,false,PowerCommand 3.3,FESBA_H704-2,,,FESBA_H704-2,,
,false,,USD,,,Hardware,true,true,false,AmpSentryTM Protective Relay,FESBA_H720-2,,,FESBA_H720-2,,
,false,,USD,,,Hardware,true,true,false,"Indication-Ground Fault, Terminal Box (or) Circuit Breaker Box - Left",FESBA_H723-2,,,FESBA_H723-2,,
,false,,USD,,,Hardware,true,true,false,"Indication-Ground Fault, Terminal Box (or) Circuit Breaker Box - Right",FESBA_H724-2,,,FESBA_H724-2,,
,false,,USD,,,Hardware,true,true,false,Oil Sampling Valve,FESBA_H734-2,,,FESBA_H734-2,,
,false,,USD,,,Hardware,true,true,false,"Display, Running Time",FESBA_K020-2,,,FESBA_K020-2,,
,false,,USD,,,Hardware,true,true,false,Differential CT's P80,FESBA_K993-2,,,FESBA_K993-2,,
,false,,USD,,,Hardware,true,true,false,"Alarm-Audible, Engine Shutdown",FESBA_KA08-2,,,FESBA_KA08-2,,
,false,,USD,,,Hardware,true,true,false,"Top Entry, Right",FESBA_KB70-2,,,FESBA_KB70-2,,
,false,,USD,,,Hardware,true,true,false,"Top Entry, Left",FESBA_KB71-2,,,FESBA_KB71-2,,
,false,,USD,,,Hardware,true,true,false,"Bottom Entry, Right",FESBA_KB72-2,,,FESBA_KB72-2,,
,false,,USD,,,Hardware,true,true,false,"Bottom Entry, Left",FESBA_KB73-2,,,FESBA_KB73-2,,
,false,,USD,,,Hardware,true,true,false,"Terminal Box-Low Voltage,Right",FESBA_KC52-2,,,FESBA_KC52-2,,
,false,,USD,,,Hardware,true,true,false,"Terminal Box-Low Voltage,Left",FESBA_KC53-2,,,FESBA_KC53-2,,
,false,,USD,,,Hardware,true,true,false,Circuit Breaker or Entrance Box-None,FESBA_KP78-2,,,FESBA_KP78-2,,
,false,,USD,,,Hardware,true,true,false,"CB-2500A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP82-2,,,FESBA_KP82-2,,
,false,,USD,,,Hardware,true,true,false,"CB-2500A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP83-2,,,FESBA_KP83-2,,
,false,,USD,,,Hardware,true,true,false,"CB-2000A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP84-2,,,FESBA_KP84-2,,
,false,,USD,,,Hardware,true,true,false,"CB-2000A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP85-2,,,FESBA_KP85-2,,
,false,,USD,,,Hardware,true,true,false,"CB-1600A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP86-2,,,FESBA_KP86-2,,
,false,,USD,,,Hardware,true,true,false,"CB-1600A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP87-2,,,FESBA_KP87-2,,
,false,,USD,,,Hardware,true,true,false,"CB-1200A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP88-2,,,FESBA_KP88-2,,
,false,,USD,,,Hardware,true,true,false,"CB-1200A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP89-2,,,FESBA_KP89-2,,
,false,,USD,,,Hardware,true,true,false,"CB-800A,Right,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP90-2,,,FESBA_KP90-2,,
,false,,USD,,,Hardware,true,true,false,"CB-800A,Left,3P,UL 600,IEC 415,UL Serv Ent,100%",FESBA_KP91-2,,,FESBA_KP91-2,,
,false,,USD,,,Hardware,true,true,false,"CB-600A,Right,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KP92-2,,,FESBA_KP92-2,,
,false,,USD,,,Hardware,true,true,false,"CB-600A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KP93-2,,,FESBA_KP93-2,,
,false,,USD,,,Hardware,true,true,false,Entrance Box-Right,FESBA_KP94-2,,,FESBA_KP94-2,,
,false,,USD,,,Hardware,true,true,false,Ckt Brkr Access-Right Side,FESBA_KP98-2,,,FESBA_KP98-2,,
,false,,USD,,,Hardware,true,true,false,Ckt Brkr Access-Left Side,FESBA_KP99-2,,,FESBA_KP99-2,,
,false,,USD,,,Hardware,true,true,false,"Ckt Brkr Lugs-Mechanical, Left Side",FESBA_KR01-2,,,FESBA_KR01-2,,
,false,,USD,,,Hardware,true,true,false,"Ckt Brkr Lugs-Mechanical, Right Side",FESBA_KR02-2,,,FESBA_KR02-2,,
,false,,USD,,,Hardware,true,true,false,Differential CT's P7,FESBA_KR08-2,,,FESBA_KR08-2,,
,false,,USD,,,Hardware,true,true,false,"Output Terminals-2-Hole Lug, NEMA",FESBA_KR78-2,,,FESBA_KR78-2,,
,false,,USD,,,Hardware,true,true,false,"Signals - Auxiliary, 8 Inputs/8 Outputs",FESBA_KS53-2,,,FESBA_KS53-2,,
,false,,USD,,,Hardware,true,true,false,"Terminal Housing-Bottom Entrance,Medium/High Volts",FESBA_KS57-2,,,FESBA_KS57-2,,
,false,,USD,,,Hardware,true,true,false,"Terminal Housing-Top Entrance,Medium/High Volts",FESBA_KS58-2,,,FESBA_KS58-2,,
,false,,USD,,,Hardware,true,true,false,"CB-3000A,Right,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KU62-2,,,FESBA_KU62-2,,
,false,,USD,,,Hardware,true,true,false,"CB-3000A,Left,3P,UL 600,IEC 690,UL Serv Ent,100%",FESBA_KU68-2,,,FESBA_KU68-2,,
,false,,USD,,,Hardware,true,true,false,"Entrance Box-Low Voltage,Right",FESBA_KU70-2,,,FESBA_KU70-2,,
,false,,USD,,,Hardware,true,true,false,"Entrance Box-Low Voltage,Left",FESBA_KU71-2,,,FESBA_KU71-2,,
,false,,USD,,,Hardware,true,true,false,"Bottom Entry Chute, Left",FESBA_KU83-2,,,FESBA_KU83-2,,
,false,,USD,,,Hardware,true,true,false,"Bottom Entry Chute, Right",FESBA_KU84-2,,,FESBA_KU84-2,,
,false,,USD,,,Hardware,true,true,false,Housing Arrangement - Left Entry,FESBA_KU93-2,,,FESBA_KU93-2,,
,false,,USD,,,Hardware,true,true,false,Housing Arrangement - Right Entry,FESBA_KU94-2,,,FESBA_KU94-2,,
,false,,USD,,,Hardware,true,true,false,Housing Arrangement - Left & Right Entry,FESBA_KU95-2,,,FESBA_KU95-2,,
,false,,USD,,,Hardware,true,true,false,Ground Fault Indication Relay - None,FESBA_KU99-2,,,FESBA_KU99-2,,
Control PC,false,Allowed,USD,,,Hardware,true,true,false,PowerCommand 3.3 with MLD,FESBA_KX21-2,,,FESBA_KX21-2,,
,false,,USD,,,Hardware,true,true,false,RELAYS-USER CONFIGURED,FESBA_KX24-2,,,FESBA_KX24-2,,
,false,,USD,,,Hardware,true,true,false,"Signals - Auxiliary 2, 8 Inputs/8 Outputs",FESBA_KY01-2,,,FESBA_KY01-2,,
,false,,USD,,,Service,true,true,false,Test Record-Strip Chart,FESBA_L010-2,,,FESBA_L010-2,,
,false,,USD,,,Service,true,true,false,"Test-Extended, Prime Load, 1Hr",FESBA_L011-2,,,FESBA_L011-2,,
,false,,USD,,,Service,true,true,false,"Test-Extnd, Prime Ld,2Hr",FESBA_L012-2,,,FESBA_L012-2,,
,false,,USD,,,Service,true,true,false,"Test-Extnd, Prime Ld,4Hr",FESBA_L013-2,,,FESBA_L013-2,,
,false,,USD,,,Service,true,true,false,"Test-Extended, Prime Load, 8Hr",FESBA_L014-2,,,FESBA_L014-2,,
,false,,USD,,,Service,true,true,false,"Test-Extended, Standby Load, 1",FESBA_L015-2,,,FESBA_L015-2,,
,false,,USD,,,Service,true,true,false,"Test-Extended, Standby Load, 2",FESBA_L016-2,,,FESBA_L016-2,,
,false,,USD,,,Service,true,true,false,"Test-Extended, Standby Load, 4",FESBA_L017-2,,,FESBA_L017-2,,
,false,,USD,,,Service,true,true,false,"Test-Extnd,Stndby Ld,8Hr",FESBA_L018-2,,,FESBA_L018-2,,
,false,,USD,,,Service,true,true,false,"Test-Varied Load,1 Hour,2 Step",FESBA_L019-2,,,FESBA_L019-2,,
,false,,USD,,,Service,true,true,false,"Test-Varied Load,2Hr,2 Step",FESBA_L020-2,,,FESBA_L020-2,,
,false,,USD,,,Service,true,true,false,"Test-Varied Load, 4Hr, 2Step",FESBA_L021-2,,,FESBA_L021-2,,
,false,,USD,,,Service,true,true,false,"Test-Varied Ld,6Hr,3 Step",FESBA_L022-2,,,FESBA_L022-2,,
,false,,USD,,,Service,true,true,false,Test Record-Safety Shutdowns,FESBA_L023-2,,,FESBA_L023-2,,
,false,,USD,,,Service,true,true,false,Test Record-Exhaust Temp,FESBA_L024-2,,,FESBA_L024-2,,
,false,,USD,,,Service,true,true,false,Test Record-Amb Temp/Pres,FESBA_L025-2,,,FESBA_L025-2,,
,false,,USD,,,Service,true,true,false,Test Record-Certified,FESBA_L026-2,,,FESBA_L026-2,,
,false,,USD,,,Service,true,true,false,Test - Witness,FESBA_L027-2,,,FESBA_L027-2,,
,false,,USD,,,Service,true,true,false,Genset Warranty Base,FESBA_L028-2,,,FESBA_L028-2,,
,false,,USD,,,Service,true,true,false,Test-Independent Laboratory,FESBA_L038-2,,,FESBA_L038-2,,
,false,,USD,,,Hardware,true,true,false,Literature-English,FESBA_L050-2,,,FESBA_L050-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Spanish,FESBA_L051-2,,,FESBA_L051-2,,
,false,,USD,,,Hardware,true,true,false,Literature-French,FESBA_L052-2,,,FESBA_L052-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Chinese,FESBA_L057-2,,,FESBA_L057-2,,
,false,,USD,,,Hardware,true,true,false,Literature-German,FESBA_L068-2,,,FESBA_L068-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Italian,FESBA_L069-2,,,FESBA_L069-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Swedish,FESBA_L070-2,,,FESBA_L070-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Portuguese,FESBA_L071-2,,,FESBA_L071-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Dutch,FESBA_L072-2,,,FESBA_L072-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Russian,FESBA_L073-2,,,FESBA_L073-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Greek,FESBA_L074-2,,,FESBA_L074-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Finnish,FESBA_L114-2,,,FESBA_L114-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Danish,FESBA_L115-2,,,FESBA_L115-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Norwegian,FESBA_L136-2,,,FESBA_L136-2,,
,false,,USD,,,Service,true,true,false,ST 3YR 1500HR PARTS,FESBA_L182-2,,,FESBA_L182-2,,
,false,,USD,,,Service,true,true,false,ST 5YR 2500HR PARTS,FESBA_L183-2,,,FESBA_L183-2,,
,false,,USD,,,Service,true,true,false,ST 10YR 5000HR PARTS,FESBA_L184-2,,,FESBA_L184-2,,
,false,,USD,,,Service,true,true,false,ST 3YR 1500HR Parts + Labor,FESBA_L185-2,,,FESBA_L185-2,,
,false,,USD,,,Service,true,true,false,ST 5YR 2500HR Parts + Labor,FESBA_L186-2,,,FESBA_L186-2,,
,false,,USD,,,Service,true,true,false,ST 10YR 5000HR Parts + Labor,FESBA_L187-2,,,FESBA_L187-2,,
,false,,USD,,,Service,true,true,false,ST 3YR 1500HR Parts + Labor + Travel,FESBA_L188-2,,,FESBA_L188-2,,
,false,,USD,,,Service,true,true,false,ST 5YR 2500HR Parts + Labor + Travel,FESBA_L189-2,,,FESBA_L189-2,,
,false,,USD,,,Service,true,true,false,ST 10YR 5000HR Parts + Labor + Travel,FESBA_L190-2,,,FESBA_L190-2,,
,false,,USD,,,Service,true,true,false,PR 2YR 4000HR P + L + T,FESBA_L191-2,,,FESBA_L191-2,,
,false,,USD,,,Service,true,true,false,PR 3YR 6000HR P + L + T,FESBA_L192-2,,,FESBA_L192-2,,
,false,,USD,,,Hardware,true,true,false,Literature-Brazilian Portuguese,FESBA_L245-2,,,FESBA_L245-2,,
