$$Product2.StockKeepingUnit$ProductSellingModel.Name,IsDefault,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,ProrationPolicy.Name
QB-API-REQT;Evergreen Monthly,false,QB-API-REQT,Evergreen Monthly;Evergreen,Default Proration Policy
QB-AUT-CRED;Evergreen Monthly,false,QB-AUT-CRED,Evergreen Monthly;Evergreen,Default Proration Policy
QB-FLO-STRT;Term Monthly,false,QB-FLO-STRT,Term Monthly;TermDefined,Default Proration Policy
QB-DAT-THPT;Term Monthly,false,QB-DAT-THPT,Term Monthly;TermDefined,Default Proration Policy
QB-API-MGMT;Term Monthly,false,QB-API-MGMT,Term Monthly;TermDefined,Default Proration Policy
QB-COMPLETE;Term Monthly,false,QB-COMPLETE,Term Monthly;TermDefined,Default Proration Policy
QB-MSG-STRT;Term Monthly,false,QB-MSG-STRT,Term Monthly;TermDefined,Default Proration Policy
QB-AUT-CRED;Term Monthly,false,QB-AUT-CRED,Term Monthly;TermDefined,Default Proration Policy
TEST-SUB;Term Annual,true,TEST-SUB,Term Annual;TermDefined,Default Proration Policy
TEST-SUB;Evergreen Annual,false,TEST-SUB,Evergreen Annual;Evergreen,Default Proration Policy
QB-SUPP-2000;Term Annual,true,QB-SUPP-2000,Term Annual;TermDefined,Default Proration Policy
QB-LIC-CLOUD;Term Annual,true,QB-LIC-CLOUD,Term Annual;TermDefined,Default Proration Policy
QB-LIC-CLOUD;Term Monthly,false,QB-LIC-CLOUD,Term Monthly;TermDefined,Default Proration Policy
QB-CS;Term Annual,true,QB-CS,Term Annual;TermDefined,Default Proration Policy
QB-CS;Term Monthly,false,QB-CS,Term Monthly;TermDefined,Default Proration Policy
QB-GEN-AI-LIC;Term Annual,true,QB-GEN-AI-LIC,Term Annual;TermDefined,Default Proration Policy
