BasedOn.Code,CanRamp,ConfigureDuringSale,CurrencyIsoCode,Description,DisplayUrl,Family,IsActive,IsAssetizable,IsSoldOnlyWithOtherProds,Name,ProductCode,QuantityUnitOfMeasure,SpecificationType,StockKeepingUnit,Type,UnitOfMeasure.UnitCode
,false,,USD,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,C19 to C20 Power Cable 3',QB-CMPC-5889,,,QB-CMPC-5889,,
,false,,USD,The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/power_cable,Hardware,true,true,false,C19 to C20 Power Cable 5',QB-CMPC-5890,,,QB-CMPC-5890,,
,false,,USD,The 12' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,L5-20 Input Power Cable 12',QB-CMPC-5891,,,QB-CMPC-5891,,
,false,,USD,The 8' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.,/resource/RLM_quantumBit_logo_sq,Hardware,true,true,false,L5-20 Input Power Cable 8',QB-CMPC-5892,,,QB-CMPC-5892,,
,false,Allowed,USD,QuantumBit Database (Token Commit -Each) - Specific for EACH Resource,/resource/database,Software,true,true,false,QuantumBit Database (Token Commit - Each),QB-CMT-TKN-EACH,Each,,QB-CMT-TKN-EACH,,
,false,,USD,QuantumBit Database (Token Commit -Flat) - Common For All - Flat,/resource/database,Software,true,true,false,QuantumBit Database (Token Commit - Flat),QB-CMT-TKN-FLAT,Each,,QB-CMT-TKN-FLAT,,
,false,Allowed,USD,QuantumBit Database (Token Commit -Tier) - Common For All - Tier,/resource/database,Software,true,true,false,QuantumBit Database (Token Commit - Tier),QB-CMT-TKN-TIER,Each,,QB-CMT-TKN-TIER,,
PC-QB-COMPLETE,false,Allowed,USD,QuantumBit Complete Solution,/resource/complete_solution,Bundle,true,true,false,QuantumBit Complete Solution,QB-COMPLETE,,,QB-COMPLETE,Bundle,
,false,,USD,This is Usage definition product. Should not come in Catalog.,/resource/RLM_quantumBit_logo_sq,None,true,true,false,Compute Time,QB-CPU-BLNG,Each,,QB-CPU-BLNG,,m
,false,Allowed,USD,CPU Heat Sink for Cooling,/resource/cpuheatsink,Hardware,true,true,false,QB CPU Heat Sink,QB-CPU-HEATSINK,,,QB-CPU-HEATSINK,,
,false,Allowed,USD,,/resource/collab_suite,Software,true,false,false,QuantumBit Collaboration Suite,QB-CS,,,QB-CS,,
,false,,USD,"With QuantumBit DataGraph, you can reuse multiple APIs in a single request. Enterprise architects can easily unify APIs into one data service — all without writing more code. Developers can consume multiple APIs from the data service in a single GraphQL request.",/resource/add_data_graph,Software,true,true,false,Additional QB DataGraph (500M),QB-DAT-GRPH,,,QB-DAT-GRPH,,
,false,,USD,"Data throughput counts when the deployed application transfers data to execute its business logic, including but not limited to internal operational network traffic for monitoring, logs, and health checks. Data throughput is aggregated as a sum of all bytes during a month.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Data Throughput,QB-DAT-THPT,Each,,QB-DAT-THPT,,
,false,,USD,This is Usage definition product. Should not come in Catalog.,/resource/RLM_quantumBit_logo_sq,None,true,true,false,Data Storage,QB-DATA-STORAGE-BLNG,Each,,QB-DATA-STORAGE-BLNG,,GB
,false,,USD,This is Usage definition product. Should not come in Catalog.,/resource/RLM_quantumBit_logo_sq,None,true,true,false,Data Throughput,QB-DATA-THPT-BLNG,Each,,QB-DATA-THPT-BLNG,,GB
,false,,USD,QuantumBit Database is a usage based database option.  This product SKU includes all of the various consumption options and their corresponding rate charge plans.,/resource/database,Software,true,true,false,QuantumBit Database,QB-DB,Each,,QB-DB,,
,false,,USD,QuantumBit Database is a usage based database option. This product SKU includes all of the various consumption options and their corresponding rate charge plans.,/resource/database,Software,true,true,false,QuantumBit Database (Token Based),QB-DB-TOKEN,,,QB-DB-TOKEN,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Flows - Provisioning & Activation Service,QB-DRO-AACR,,,QB-DRO-AACR,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,AI Help Desk Lite Seats  - Provision & Activation Service,QB-DRO-AAPI,,,QB-DRO-AAPI,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Resolutions - Provisioning & Activation Service,QB-DRO-AAQBC,,,QB-DRO-AAQBC,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,AEH API - Provisioning & Activation Service,QB-DRO-AEH,,,QB-DRO-AEH,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Flows - QB Starter - Provisioning & Activation Service,QB-DRO-AFBQ,,,QB-DRO-AFBQ,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Messages QB Starter - Provisioning & Activation Service,QB-DRO-AM,,,QB-DRO-AM,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,AI Help Desk Platform - Provisioning & Activation Service,QB-DRO-APIPLAT,,,QB-DRO-APIPLAT,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Finance Service,QB-DRO-BILL,,,QB-DRO-BILL,,
,false,Allowed,USD,,,,true,true,false,Billing,QB-DRO-BILLING,,,QB-DRO-BILLING,,
,false,Allowed,USD,,,,true,true,false,License Activation,QB-DRO-LICACT,,,QB-DRO-LICACT,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Order Processing,QB-DRO-OR,,,QB-DRO-OR,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,AI Help Desk Full License - Provisioning & Activation Service,QB-DRO-PERMS,,,QB-DRO-PERMS,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Project Service,QB-DRO-PROJ,,,QB-DRO-PROJ,,
,false,,USD,,,,true,true,false,Provision DB,QB-DRO-PROVISION,,,QB-DRO-PROVISION,,
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,Software,true,true,false,QuantumBit Database - Provisioning & Activation Service,QB-DRO-QBD,,,QB-DRO-QBD,,
,false,,USD,"QuantumBit apps process messages and other parts of QB events through components, connectors, and modules that are set up within the scope of Flow and Subflow components within an app.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Flows - QB Enterprise,QB-FLO-ENTR,,,QB-FLO-ENTR,,
,false,,USD,"QuantumBit apps process messages and other parts of QB events through components, connectors, and modules that are set up within the scope of Flow and Subflow components within an app.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Flows - QB Starter,QB-FLO-STRT,,,QB-FLO-STRT,,
,true,,USD,QuantumBit Generative AI License,/resource/genAI,,true,true,false,QuantumBit Generative AI License,QB-GEN-AI-LIC,Each,,QB-GEN-AI-LIC,,
PC-QB-STORAGE,false,Allowed,USD,1TB 10k RPM 12Gps 2.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_8tb_72k,Hardware,true,true,false,1TB 10k RPM (2.5in),QB-HD 1.2TB,Each,,QB-HD 1.2TB,,
PC-QB-STORAGE,false,Allowed,USD,1TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_1tb_72k,Hardware,true,true,false,1TB 7.2k RPM NLSAS,QB-HD 1TB,Each,,QB-HD 1TB,,
PC-QB-STORAGE,false,Allowed,USD,20TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_8tb_72k,Hardware,true,true,false,20TB 7.2k RPM NLSAS (3.5in),QB-HD 20TB,Each,,QB-HD 20TB,,
PC-QB-STORAGE,false,Allowed,USD,3TB 10k RPM 12Gps 2.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_8tb_72k,Hardware,true,true,false,3TB 10k RPM (2.5in),QB-HD 3TB,Each,,QB-HD 3TB,,
PC-QB-STORAGE,false,Allowed,USD,4TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_4tb_72k,Hardware,true,true,false,4TB 7.2k RPM NLSAS,QB-HD 4TB,Each,,QB-HD 4TB,,
PC-QB-STORAGE,false,Allowed,USD,8TB 7.2k RPM NLSAS 12Gps 3.5 in - Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems,/resource/hd_8tb_72k,Hardware,true,true,false,8TB 7.2k RPM NLSAS,QB-HD 8TB,Each,,QB-HD 8TB,,
PC-QB-STORAGE,false,Allowed,USD,"8TB 7.2k RPM Self-Encrypting NLSAS 12Gps 3.5 in - Performing like any other hard drive, with the encryption being completely transparent or invisible to the user.",/resource/hd_8tb_72k_se,Hardware,true,true,false,8TB 7.2k RPM Self-Encrypting NLSAS,QB-HD 8TBSE,Each,,QB-HD 8TBSE,,
,false,,USD,Installation and Assembly of a QuantumBit Rack by a Certified technician.,/resource/RLM_quantumBit_logo_sq,Services,true,true,false,Installation and Assembly,QB-INST-1000,,,QB-INST-1000,,
PC-QB-CPU,false,Allowed,USD,"Intel Xeon E5-2609 v4 1.7GHz,20M Cache,6.4GT/s QPI,Turbo,HT 8C/8T (85W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52609,Hardware,true,true,false,Intel Xeon E5-2609 v4 1.7GHz,QB-INTEL E5-2609,,,QB-INTEL E5-2609,,
PC-QB-CPU,false,Allowed,USD,"Intel Xeon E5-2660 v4 2.0GHz,35M Cache,9.60GT/s QPI,Turbo,HT,14C/28T (105W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52660,Hardware,true,true,false,Intel Xeon E5-2660 v4 2.0GHz,QB-INTEL E5-2660,Each,,QB-INTEL E5-2660,,
PC-QB-CPU,false,Allowed,USD,"Intel Xeon E5-2667 v4 3.2GHz,25M Cache,9.60GT/s 8C/16T (135W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52667,Hardware,true,true,false,Intel Xeon E5-2667 v4 3.2GHz,QB-INTEL E5-2667,,,QB-INTEL E5-2667,,
PC-QB-CPU,false,Allowed,USD,"Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W) - Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.",/resource/intel_e52683,Hardware,true,true,false,Intel Xeon E5-2683 v4 2.1GHz,QB-INTEL E5-2683,Each,,QB-INTEL E5-2683,,
,false,,USD,"Intel Xeon Gold 5318N 2.1G, 24C/48T, 11.2GT/s, 36M Cache, Turbo, HT (150W) DDR4-2666 

The Intel Xeon Gold processor is a versatile server CPU that balances performance, scalability, and efficiency for data center, cloud, and enterprise applications.",/resource/intel_e52609,,true,true,false,"Intel Xeon Gold 5318N 2.1GHz, 24C/48T",QB-INTEL-GOLD-5318N,Each,,QB-INTEL-GOLD-5318N,,EACH
,false,,USD,"Intel Xeon Gold 6330N 2.2G, 28C/56T, 11.2GT/s, 42M Cache, Turbo, HT (165W) DDR4-2666 

The Intel Xeon Gold processor is a versatile server CPU that balances performance, scalability, and efficiency for data center, cloud, and enterprise applications.",/resource/intel_e52609,,true,true,false,"Intel Xeon Gold 6330N 2.2GHz, 28C/56T",QB-INTEL-GOLD-6330N,Each,,QB-INTEL-GOLD-6330N,,EACH
,false,,USD,"Intel Xeon Gold 6354 3G, 18C/36T, 11.2GT/s, 39M Cache, Turbo, HT (205W) DDR4-3200 

The Intel Xeon Gold processor is a versatile server CPU that balances performance, scalability, and efficiency for data center, cloud, and enterprise applications.",/resource/intel_e52609,,true,true,false,"Intel Xeon Gold 6354 3GHz, 18C/36T",QB-INTEL-GOLD-6354,Each,,QB-INTEL-GOLD-6354,,EACH
,false,,USD,"Intel® Xeon® Platinum 8352M 2.3G, 32C/64T, 11.2GT/s, 48M Cache, Turbo, HT (185W) DDR4-3200

The Intel® Xeon® Platinum processor is a high-performance, multi-core server CPU designed to deliver scalable power, advanced reliability, and fast data processing for demanding enterprise and data center workloads.",/resource/intel_e52609,,true,true,false,"Intel Xeon Platinum 8352M 2.3GHz, 32C/64T",QB-INTEL-PLAT-8352M,Each,,QB-INTEL-PLAT-8352M,,EACH
,false,,USD,"Intel® Xeon® Platinum 8352Y 2.2G, 32C/64T, 11.2GT/s, 48M Cache, Turbo, HT (205W) DDR4-3200 

The Intel® Xeon® Platinum processor is a high-performance, multi-core server CPU designed to deliver scalable power, advanced reliability, and fast data processing for demanding enterprise and data center workloads.",/resource/intel_e52609,,true,true,false,"Intel Xeon Platinum 8352Y 2.2GHz, 32C/64T",QB-INTEL-PLAT-8352Y,Each,,QB-INTEL-PLAT-8352Y,,EACH
,false,,USD,"Intel® Xeon® Platinum 8360Y 2.4G, 36C/72T, 11.2GT/s, 54M Cache, Turbo, HT (250W) DDR4-3200 

The Intel® Xeon® Platinum processor is a high-performance, multi-core server CPU designed to deliver scalable power, advanced reliability, and fast data processing for demanding enterprise and data center workloads.",/resource/intel_e52609,,true,true,false,"Intel Xeon Platinum 8360Y 2.4GHz, 36C/72T",QB-INTEL-PLAT-8360Y,Each,,QB-INTEL-PLAT-8360Y,,EACH
,false,,USD,"Intel® Xeon® Platinum 8368 2.4G, 38C/76T, 11.2GT/s, 57M Cache, Turbo, HT (270W) DDR4-3200 

The Intel® Xeon® Platinum processor is a high-performance, multi-core server CPU designed to deliver scalable power, advanced reliability, and fast data processing for demanding enterprise and data center workloads.",/resource/intel_e52609,,true,true,false,"Intel Xeon Platinum 8368 2.4GHz, 38C/76T",QB-INTEL-PLAT-8368,Each,,QB-INTEL-PLAT-8368,,EACH
,false,Allowed,USD,,/resource/RLM_quantumBit_logo_sq,,true,false,false,Cloud License (Monthly),QB-LIC-CLOUD,,,QB-LIC-CLOUD,,
,false,Allowed,USD,Liquid Cooler for Advanced CPU Cooling,/resource/liquidcooler,Hardware,true,true,false,QB Liquid Cooler,QB-LIQUIDCOOL,,,QB-LIQUIDCOOL,,
,false,Allowed,USD,128GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,128GB LRDIMM,QB-MEM 128GB,Each,,QB-MEM 128GB,,
,false,Allowed,USD,16GB RDIMM,/resource/ram_16GB_RDIMM2,Hardware,true,true,false,16GB RDIMM,QB-MEM 16GB,Each,,QB-MEM 16GB,,
,false,Allowed,USD,32GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,32GB RDIMM,QB-MEM 32GB,Each,,QB-MEM 32GB,,
,false,Allowed,USD,64GB RDIMM,/resource/ram_32GB_RDIMM,Hardware,true,true,false,64GB RDIMM,QB-MEM 64GB,Each,,QB-MEM 64GB,,
,false,Allowed,USD,8GB RDIMM,/resource/ram_8GB_RDIMM,Hardware,true,true,false,8GB RDIMM,QB-MEM 8GB,Each,,QB-MEM 8GB,,
,false,,USD,"QB Sync is a multi-tenant, cloud-based message queuing service for exchanging data asynchronously between your applications. The QB sync messaging broker enables applications to communicate by publishing a QB message to a queue so that another app can consume the message.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Messages - QB Enterprise,QB-MSG-ENTR,,,QB-MSG-ENTR,,
,false,,USD,"QB Sync is a multi-tenant, cloud-based message queuing service for exchanging data asynchronously between your applications. The QB sync messaging broker enables applications to communicate by publishing a QB message to a queue so that another app can consume the message.",/resource/RLM_quantumBit_logo_sq,Software,true,true,false,Additional Messages - QB Starter,QB-MSG-STRT,,,QB-MSG-STRT,,
,false,Allowed,USD,QuantumBit Database (Monetary Commit),/resource/database,Software,true,true,false,QuantumBit Database (Monetary Commit),QB-MTY-CMT,Each,,QB-MTY-CMT,,
PC-QB-NIC,false,Allowed,USD,Delivers superior performance with a theretical thoughtput of 80 Gb/s bidirectional thoughput.,/resource/intel_x710_dp,Hardware,true,true,false,Intel X710 Dual Port 10Gb Direct Attach,QB-NET X710,Each,,QB-NET X710,,
PCIe PC,false,Allowed,USD,QB-NetLink 100G Ultra – ultra-performance 100GbE adapter built for high-performance computing and AI clusters.,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetLink 100G Ultra,QB-NET-100G-ULTRA,Each,,QB-NET-100G-ULTRA,,
PCIe PC,false,Allowed,USD,QB-NetLink 10G – a reliable dual-port 10GbE adapter for standard enterprise networking.,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetLink 10G,QB-NET-10G,Each,,QB-NET-10G,,
PCIe PC,false,Allowed,USD,QB-NetLink 25G – high-speed 25GbE connectivity designed for data-heavy virtualization and storage networks.,/resource/intel_x710_dp,Hardware,true,true,false,QB-NetLink 25G,QB-NET-25G,Each,,QB-NET-25G,,
